Msex2.02682,jdp
Msex2.03581,NAAT1
Msex2.03854,Nacalpha
Msex2.03855,CG8814
Msex2.03857,CG11596
Msex2.03858,CG3587
Msex2.03589,Sxl
Msex2.01984,pnr
Msex2.01985,CG4210
Msex2.15132,Nf-YA
Msex2.01987,Cad96Cb
Msex2.01989,CG14866
Msex2.04675,Osi19
Msex2.04674,Osi20
Msex2.04671,ckn
Msex2.04670,Syngr
Msex2.04673,Ent2
Msex2.02985,Usp7
Msex2.02984,asun
Msex2.02454,CG8507
Msex2.02981,drk
Msex2.02980,sta
Msex2.02983,Amun
Msex2.02982,Ucp4A
Msex2.02458,CG18428
Msex2.13893,Ctl2
Msex2.13895,Vps50
Msex2.00352,RpL26
Msex2.00353,CG7519
Msex2.04589,P5cr-2
Msex2.11236,MSBP
Msex2.11235,nac
Msex2.11721,CG30382
Msex2.11722,Rab10
Msex2.14262,l(3)72Ab
Msex2.14264,Vps16B
Msex2.00178,rogdi
Msex2.00172,Pc
Msex2.00171,CG10904
Msex2.00176,Tbc1d8-9
Msex2.00174,NoSymbolFound
Msex2.05984,Cdk4
Msex2.05985,Muc12Ea
Msex2.05987,CG17267
Msex2.05981,CG17047
Msex2.08369,AP-1mu
Msex2.05983,pwn
Msex2.08367,tam
Msex2.08365,CG31957
Msex2.05988,AhcyL1
Msex2.05989,ph-p
Msex2.08361,pod1
Msex2.04859,Shal
Msex2.09368,Sodh-2
Msex2.04851,CG17816
Msex2.09365,ttm50
Msex2.09366,Blm
Msex2.09360,Iru
Msex2.09361,CG14411
Msex2.04857,sv
Msex2.09363,CG34408
Msex2.05189,Cpr100A
Msex2.00358,Tango4
Msex2.00359,TBCB
Msex2.00357,CG9919
Msex2.00355,NO66
Msex2.05180,MAN1
Msex2.05181,CG7910
Msex2.05182,Amph
Msex2.11237,nej
Msex2.11724,Xport-A
Msex2.11727,CG15771
Msex2.11726,Neurochondrin
Msex2.11233,Ids
Msex2.11232,rudhira
Msex2.11231,Traf6
Msex2.11230,CG16959
Msex2.11729,yata
Msex2.11728,mRpL11
Msex2.11238,ArgRS-m
Msex2.09180,mrj
Msex2.09183,Hyccin
Msex2.09184,Grasp65
Msex2.09185,CG5687
Msex2.09187,CG14285
Msex2.09188,NP15.6
Msex2.09189,RtcB
Msex2.12205,Cds
Msex2.08580,CG15019
Msex2.08587,CG6034
Msex2.06989,CG33003
Msex2.06639,Rnb
Msex2.06636,RhoGAP1A
Msex2.06635,Sas10
Msex2.06634,Nle
Msex2.06633,TM9SF3
Msex2.06632,CG3335
Msex2.06631,CG42496
Msex2.07588,CG7718
Msex2.07589,stet
Msex2.07587,Smurf
Msex2.07584,CG7638
Msex2.07582,CG17364
Msex2.07583,Hsc70-4
Msex2.07580,eater
Msex2.05728,Osi23
Msex2.05729,ndl
Msex2.05720,Sam-S
Msex2.05721,CG3734
Msex2.05723,CG4452
Msex2.05725,mamo
Msex2.05726,Ace
Msex2.05727,CG15537
Msex2.06181,Syx1A
Msex2.06183,CLIP-190
Msex2.06182,Rpb11
Msex2.06185,CG4364
Msex2.01408,ago
Msex2.06189,CG30357
Msex2.01404,Lmx1a
Msex2.01401,Pdfr
Msex2.01403,CG33695
Msex2.07762,e(r)
Msex2.07760,GlyS
Msex2.07761,Brca2
Msex2.07766,CG14183
Msex2.07767,hoe1
Msex2.07765,plx
Msex2.07769,Akh
Msex2.08973,glo
Msex2.08970,CG31272
Msex2.08971,Dad
Msex2.08976,CG9626
Msex2.13648,qvr
Msex2.13646,CG9003
Msex2.01643,CG10958
Msex2.09734,eIF3f1
Msex2.06980,Cypl
Msex2.02217,RabX4
Msex2.00914,Poxm
Msex2.00915,Pnn
Msex2.00916,Arl2
Msex2.00917,Pkc98E
Msex2.00918,Ser
Msex2.00919,bib
Msex2.06984,capt
Msex2.12112,Vamp7
Msex2.12111,snz
Msex2.12110,Lrp4
Msex2.09732,CG5033
Msex2.06987,CG6785
Msex2.02848,ND-B16.6
Msex2.02849,Hacd2
Msex2.02840,wnd
Msex2.02841,Strn-Mlck
Msex2.03460,Inos
Msex2.03462,CG10341
Msex2.03465,sds22
Msex2.03464,Faa
Msex2.03467,bur
Msex2.03466,Mcm10
Msex2.03468,Rpt1
Msex2.11008,Dhc93AB
Msex2.11009,CG42534
Msex2.11006,CG2767
Msex2.11007,Mcm5
Msex2.11003,Naa40
Msex2.01644,RpL11
Msex2.00702,RpS6
Msex2.01261,CG17075
Msex2.04110,CG31717
Msex2.04111,CG33169
Msex2.04112,CG6574
Msex2.04441,CG43707
Msex2.04117,CG10407
Msex2.04448,CCHa2-R
Msex2.04449,Rph
Msex2.00726,Caf1-180
Msex2.05378,Sans
Msex2.00722,CrebA
Msex2.00721,gish
Msex2.05532,CG9890
Msex2.05539,net
Msex2.05538,CG31917
Msex2.00729,CG10324
Msex2.00728,CG9368
Msex2.08115,RpII33
Msex2.08116,Srr
Msex2.08110,Idi
Msex2.08112,Pex6
Msex2.08113,RpS25
Msex2.08119,CG15602
Msex2.10353,CG6191
Msex2.01263,CG6962
Msex2.10603,CG11658
Msex2.10602,CG3995
Msex2.10357,TM9SF4
Msex2.10355,CG11030
Msex2.10359,sens
Msex2.01321,Ptr
Msex2.01262,CG3645
Msex2.11913,htt
Msex2.11910,knrl
Msex2.11911,CG1983
Msex2.08426,gkt
Msex2.11914,moi
Msex2.11918,PSMG1
Msex2.11919,REPTOR
Msex2.12906,CG30403
Msex2.12907,CG30389
Msex2.12955,CG32554
Msex2.09907,CG5639
Msex2.06184,pelo
Msex2.01876,Chchd2
Msex2.07979,Tmtc3
Msex2.07978,NoSymbolFound
Msex2.07977,Sap30
Msex2.07976,Ir76b
Msex2.07975,ZnT63C
Msex2.07974,CG9240
Msex2.07972,sd
Msex2.07971,CG7990
Msex2.07970,CG11436
Msex2.13187,Cpes
Msex2.06379,CG7201
Msex2.06376,PIG-K
Msex2.06377,Rab19
Msex2.06375,CG13937
Msex2.06373,sha
Msex2.13189,NoSymbolFound
Msex2.06371,Rpb5
Msex2.01326,Mipp2
Msex2.12859,Yippee
Msex2.12850,Dip-C
Msex2.12851,Spn42Da
Msex2.12856,Vps11
Msex2.12855,unc-104
Msex2.07399,Cyp305a1
Msex2.12584,IFT54
Msex2.07392,CG7470
Msex2.12586,CG7789
Msex2.07390,vsg
Msex2.12580,CG12947
Msex2.07396,Aplip1
Msex2.07395,Trh
Msex2.12583,CG31109
Msex2.00476,mRpL17
Msex2.03561,CG42331
Msex2.07024,Hs6st
Msex2.09811,Ranbp16
Msex2.07021,CG8142
Msex2.07023,Ythdf
Msex2.07022,CG11164
Msex2.00471,CG3081
Msex2.00470,CG3857
Msex2.02614,brun
Msex2.02617,Opbp
Msex2.02616,Pif1
Msex2.02611,CG8460
Msex2.02610,CG15629
Msex2.02613,LSm7
Msex2.02612,ChLD3
Msex2.13322,ND-B14.7
Msex2.13321,cpa
Msex2.13452,CG18542
Msex2.02619,Ada3
Msex2.02618,twi
Msex2.13325,ena
Msex2.15118,ana2
Msex2.15119,Pdcd4
Msex2.12320,RpL34b
Msex2.12322,Ank2
Msex2.12325,GluProRS
Msex2.12326,Task7
Msex2.04618,CG3909
Msex2.04617,CG14641
Msex2.04616,Scamp
Msex2.04615,Fur2
Msex2.04614,Nmdmc
Msex2.02479,unc-13
Msex2.02478,CG3630
Msex2.02470,Root
Msex2.02472,Rap1
Msex2.02476,CG11737
Msex2.03878,Prosbeta7
Msex2.03879,RpL23
Msex2.03873,Hr3
Msex2.03877,Np
Msex2.03875,tou
Msex2.14248,Invadolysin
Msex2.14246,Spt20
Msex2.14242,otk
Msex2.00119,Pgant9
Msex2.00110,DCTN5-p25
Msex2.00111,PAN2
Msex2.03709,NoSymbolFound
Msex2.08343,mRpL4
Msex2.08344,CG42231
Msex2.08347,ND-B14.5B
Msex2.08346,CG17328
Msex2.08349,DMAP1
Msex2.08348,Bka
Msex2.03703,Abl
Msex2.03707,Ae2
Msex2.09430,TH1
Msex2.09431,CG15747
Msex2.09344,Kal1
Msex2.09433,LeuRS-m
Msex2.09342,Karl
Msex2.09435,ttv
Msex2.09340,m
Msex2.09341,dy
Msex2.11219,l(3)02640
Msex2.11218,Tom20
Msex2.11749,sigmar
Msex2.11748,CG7381
Msex2.11211,CG30122
Msex2.11213,deltaCOP
Msex2.11212,CG7222
Msex2.11215,CG14286
Msex2.11217,Vps26
Msex2.11216,Tim10
Msex2.06611,CG15712
Msex2.01642,CG3625
Msex2.01641,CG7565
Msex2.06967,CG16903
Msex2.01646,Arp5
Msex2.06965,CG8740
Msex2.06616,agt
Msex2.06619,CG32795
Msex2.01649,CG17996
Msex2.01648,Tsen2
Msex2.07568,Ance
Msex2.05702,fuss
Msex2.10542,Reph
Msex2.05701,RpL17
Msex2.05706,Taf13
Msex2.05707,CG10466
Msex2.05704,CG6966
Msex2.05705,CG12065
Msex2.05708,Ipp
Msex2.10168,CG42339
Msex2.01391,MESK2
Msex2.01390,NoSymbolFound
Msex2.01393,kon
Msex2.01392,Fkbp14
Msex2.01399,NoSymbolFound
Msex2.01469,CG10433
Msex2.01468,Nlg4
Msex2.07705,mRpS11
Msex2.07706,CG17249
Msex2.07707,CG6013
Msex2.07700,ATPsynG
Msex2.07701,mRpS29
Msex2.07702,uri
Msex2.07708,Dph2
Msex2.07709,janA
Msex2.08918,CG10333
Msex2.08919,Exd2
Msex2.08915,WASp
Msex2.08917,CG5903
Msex2.08910,CG1965
Msex2.08911,RpLP0
Msex2.02286,CG3808
Msex2.02287,CG1847
Msex2.02284,CG9705
Msex2.02285,Tbh
Msex2.02282,Ssrp
Msex2.02283,Hip1
Msex2.02280,Lst8
Msex2.02288,Spt6
Msex2.00936,firl
Msex2.00937,CG3860
Msex2.00934,CG2256
Msex2.00932,Adi1
Msex2.00933,CG12991
Msex2.02863,DIP-gamma
Msex2.02867,Rlb1
Msex2.02868,RpL36
Msex2.11024,CG13138
Msex2.11025,CG8005
Msex2.11020,CG8043
Msex2.11021,CG14253
Msex2.14472,CG9205
Msex2.08753,CG14763
Msex2.08750,Rbf
Msex2.08751,CG15916
Msex2.08284,CG5938
Msex2.08285,l(3)05822
Msex2.08286,CG33969
Msex2.08287,CG6923
Msex2.08288,CG2846
Msex2.08289,RpS27
Msex2.04132,mago
Msex2.04133,RpS8
Msex2.04130,Fip1
Msex2.04131,pum
Msex2.04136,CG18417
Msex2.04134,Spn85F
Msex2.04424,Acp65Aa
Msex2.04425,Lcp65Ac
Msex2.04423,CG5968
Msex2.04428,Cpr65Av
Msex2.04788,Mcad
Msex2.07448,THADA
Msex2.11686,stx
Msex2.11687,Pmp70
Msex2.08138,CG2201
Msex2.11685,Sec61alpha
Msex2.08136,CG14535
Msex2.08134,Ndg
Msex2.08133,CG15012
Msex2.08130,TfIIEbeta
Msex2.08131,Hexo1
Msex2.04787,RN-tre
Msex2.04038,CG7139
Msex2.11974,SA
Msex2.11975,me31B
Msex2.11976,CG4291
Msex2.11971,larp
Msex2.11978,Gsc
Msex2.09089,CG31559
Msex2.10089,TkR86C
Msex2.10087,Hr38
Msex2.10086,Vps52
Msex2.09082,ThrRS
Msex2.10083,Ddc
Msex2.09084,Cpsf6
Msex2.10081,mrva
Msex2.10080,jp
Msex2.09117,CG34402
Msex2.00259,Ca-beta
Msex2.00258,rau
Msex2.00253,Acsl
Msex2.05556,bug
Msex2.00251,dock
Msex2.00250,CG14551
Msex2.00257,CG9515
Msex2.05552,colt
Msex2.00255,Ulp1
Msex2.00706,CG7252
Msex2.10887,CG32204
Msex2.10884,mnb
Msex2.10882,sbr
Msex2.09665,Aladin
Msex2.09666,f
Msex2.09663,AQP
Msex2.07951,CG14621
Msex2.12956,CG31229
Msex2.07953,CG13319
Msex2.07952,Gp93
Msex2.07955,NoSymbolFound
Msex2.07954,vg
Msex2.13928,fkh
Msex2.08032,Adgf-A
Msex2.06393,Stlk
Msex2.08031,Bet3
Msex2.06396,Msp300
Msex2.03864,CG10907
Msex2.06398,kl-2
Msex2.12339,CG17904
Msex2.12338,CG17450
Msex2.01291,rut
Msex2.09242,Flacc
Msex2.03862,CG8170
Msex2.01292,baz
Msex2.14459,CG33998
Msex2.13855,Sec24CD
Msex2.01296,CG10417
Msex2.12336,NoSymbolFound
Msex2.12334,fz2
Msex2.06828,mRpL28
Msex2.06829,CG7766
Msex2.07047,CG17387
Msex2.10395,CG9330
Msex2.07045,ctrip
Msex2.07044,CG4686
Msex2.07042,CG4565
Msex2.07041,RasGAP1
Msex2.04663,eIF3b
Msex2.07049,mtd
Msex2.07048,CG5742
Msex2.02679,mRpL46
Msex2.02678,dpp
Msex2.02677,CG13295
Msex2.02676,cos
Msex2.02675,RpL9
Msex2.02674,dlg1
Msex2.02673,CaMKI
Msex2.02672,Slh
Msex2.02671,Cda4
Msex2.13851,Rsph3
Msex2.13303,CG14439
Msex2.12302,Txl
Msex2.12303,CG8401
Msex2.12300,poe
Msex2.12308,CG14544
Msex2.12309,MED24
Msex2.04633,Slc25A46a
Msex2.04632,CG42404
Msex2.04635,ear
Msex2.04634,mRpL34
Msex2.04636,Smg5
Msex2.10600,Ilk
Msex2.02491,Cyp6a18
Msex2.02497,Klf15
Msex2.02496,gro
Msex2.02495,CG10268
Msex2.02494,NoSymbolFound
Msex2.02499,CG32075
Msex2.05074,RhoGAP5A
Msex2.14851,nrm
Msex2.05073,sPLA2
Msex2.09870,CG3558
Msex2.09871,sip1
Msex2.09872,CG9399
Msex2.09873,sstn
Msex2.04099,cyp33
Msex2.04098,5-HT2A
Msex2.04090,CG11158
Msex2.05079,AP-1-2beta
Msex2.14221,CG17593
Msex2.14229,Spase25
Msex2.06878,RpL30
Msex2.00137,CG42284
Msex2.05942,NoSymbolFound
Msex2.05944,CG4404
Msex2.12933,CG2608
Msex2.05946,rhea
Msex2.00138,CG7251
Msex2.00139,REG
Msex2.03722,Gyg
Msex2.03723,dnt
Msex2.03720,NoSymbolFound
Msex2.03721,CG30440
Msex2.03724,abd-A
Msex2.03725,Ubx
Msex2.04895,CG14982
Msex2.04893,Dysb
Msex2.04892,dgt5
Msex2.04899,CG8243
Msex2.04898,Vps15
Msex2.00392,CG1172
Msex2.00393,S-Lap4
Msex2.00390,CG12171
Msex2.00394,Cam
Msex2.00395,Ttc7
Msex2.11761,Daxx
Msex2.11765,NoSymbolFound
Msex2.11478,Mettl3
Msex2.13949,Srp54k
Msex2.13948,Rpt2
Msex2.13943,Mlp60A
Msex2.13942,Xpc
Msex2.13947,NoSymbolFound
Msex2.13946,Hmu
Msex2.13945,NoSymbolFound
Msex2.09418,CG9380
Msex2.09419,PIG-U
Msex2.06941,Cp190
Msex2.06940,CG5823
Msex2.06943,NoSymbolFound
Msex2.06942,CCT3
Msex2.09412,CG3961
Msex2.01669,CG5846
Msex2.06948,CG2924
Msex2.11474,VGAT
Msex2.05769,pk
Msex2.01449,CG4293
Msex2.01448,CG14184
Msex2.06497,gpp
Msex2.06496,l(2)35Be
Msex2.06495,rod
Msex2.06494,Dbp73D
Msex2.06493,Cand1
Msex2.06492,CG18304
Msex2.06491,NANS
Msex2.06490,Hmgcl
Msex2.10411,CG8785
Msex2.10412,Elo68beta
Msex2.10413,rtp
Msex2.10147,mAChR-B
Msex2.10419,CG5037
Msex2.08936,mars
Msex2.08937,NetA
Msex2.08934,Cc2d2a
Msex2.08935,Aps
Msex2.08932,Fdh
Msex2.08933,CG8270
Msex2.08930,Alg1
Msex2.08931,CG9300
Msex2.08938,Ilp3
Msex2.06239,CSN6
Msex2.06238,CG33331
Msex2.06231,Alg3
Msex2.06230,hyd
Msex2.06237,CycC
Msex2.07728,prd1
Msex2.07729,Gp210
Msex2.07727,hgo
Msex2.07724,TFAM
Msex2.07725,Caf1-55
Msex2.07722,Reps
Msex2.07723,fz4
Msex2.07720,CG10747
Msex2.07721,CG7492
Msex2.01658,CG8839
Msex2.12158,CG14572
Msex2.12156,Sln
Msex2.12151,CG42342
Msex2.11529,kdn
Msex2.14419,CG44532
Msex2.14416,CG34135
Msex2.08738,CG4239
Msex2.08739,Gale
Msex2.08734,CG43796
Msex2.08736,mi
Msex2.08737,Jabba
Msex2.04159,bon
Msex2.04408,yrt
Msex2.04409,eIF3g1
Msex2.04154,CG7582
Msex2.04407,ppk23
Msex2.04156,RfC4
Msex2.04157,Oscillin
Msex2.04402,CG3092
Msex2.04151,sol
Msex2.04400,CG4789
Msex2.04153,Noa36
Msex2.10318,Oatp74D
Msex2.10316,CaBP1
Msex2.10315,CG4455
Msex2.10314,Galk
Msex2.10870,l(1)G0469
Msex2.10311,NoSymbolFound
Msex2.10871,l(1)G0007
Msex2.00091,CSN7
Msex2.00090,CG15309
Msex2.00092,cg
Msex2.00095,kraken
Msex2.00097,Hpd
Msex2.00096,Trp1
Msex2.07301,RpL24-like
Msex2.06529,CadN
Msex2.09063,Fem-1
Msex2.09061,Mthfs
Msex2.09060,kug
Msex2.09067,Pngl
Msex2.09066,Spn28B
Msex2.09065,CG3358
Msex2.09064,CG33129
Msex2.04044,CG42788
Msex2.09069,CG33770
Msex2.04443,CG5235
Msex2.07307,Chsy
Msex2.05571,Sp7
Msex2.05570,hdc
Msex2.05572,CheB93b
Msex2.00279,Sox21b
Msex2.05577,CG13606
Msex2.00275,Pex1
Msex2.05578,AGO2
Msex2.00271,PIG-Wa
Msex2.00272,CG4497
Msex2.06000,Pgd
Msex2.01053,CG10948
Msex2.01050,Pol31
Msex2.01200,CG33700
Msex2.06004,tey
Msex2.01054,CG7339
Msex2.06007,Prx6005
Msex2.06008,CG41520
Msex2.01207,Fas2
Msex2.01058,Pdk1
Msex2.01059,NoSymbolFound
Msex2.06254,dmrt99B
Msex2.12978,mRpL23
Msex2.09602,hrg
Msex2.12970,CG9876
Msex2.06524,salm
Msex2.12977,Ptpmeg2
Msex2.09608,Bap55
Msex2.03717,CG5355
Msex2.08371,Cep97
Msex2.11408,IntS11
Msex2.11409,TTLL15
Msex2.09980,Pus7
Msex2.11958,sNPF-R
Msex2.11959,so
Msex2.11401,NoSymbolFound
Msex2.11952,CG14220
Msex2.11953,CG42749
Msex2.11950,vn
Msex2.11407,Gmd
Msex2.09351,SNF4Agamma
Msex2.09350,CG12531
Msex2.09420,NoSymbolFound
Msex2.12812,CG5004
Msex2.12810,CG9915
Msex2.08843,mRpS6
Msex2.04848,MED26
Msex2.09424,CG41378
Msex2.09982,CG4022
Msex2.02726,CG9896
Msex2.09358,CG11360
Msex2.02721,p-cup
Msex2.15060,CG3679
Msex2.04436,drm
Msex2.08899,CG34384
Msex2.08891,26-29-p
Msex2.08893,mRpL39
Msex2.08892,CG5543
Msex2.08895,CG6891
Msex2.08894,Prpk
Msex2.08897,grsm
Msex2.08896,Orc5
Msex2.13140,kra
Msex2.13146,CG31088
Msex2.13149,CG13390
Msex2.07069,CG8419
Msex2.07068,CG9541
Msex2.07061,CG31678
Msex2.07060,CG2614
Msex2.07062,CG9662
Msex2.07064,CG13587
Msex2.07067,Ak1
Msex2.07066,vis
Msex2.14331,Srp9
Msex2.02123,CG13894
Msex2.02122,Non1
Msex2.02653,Dh31
Msex2.02127,mri
Msex2.02126,YME1L
Msex2.02657,Obp58c
Msex2.02656,Obp93a
Msex2.02659,CG43366
Msex2.02128,D12
Msex2.12210,CG9674
Msex2.13365,CG31637
Msex2.13491,NoSymbolFound
Msex2.13490,CG12935
Msex2.13369,Cdk1
Msex2.12364,CG1461
Msex2.10601,snf
Msex2.12366,CG1698
Msex2.12360,CG5114
Msex2.12361,mnd
Msex2.08746,Srp54
Msex2.10352,mib1
Msex2.12368,snama
Msex2.12369,eRF3
Msex2.14338,Tnks
Msex2.00879,Acf
Msex2.10607,mtTFB1
Msex2.00873,CG9471
Msex2.00872,CG17141
Msex2.00871,Rsph4a
Msex2.00870,Clbn
Msex2.00877,roh
Msex2.00876,Klp98A
Msex2.00875,Naa80
Msex2.00874,CG5728
Msex2.05993,fest
Msex2.03836,eve
Msex2.09853,Dhap-at
Msex2.09850,fipi
Msex2.09851,CG17646
Msex2.09856,Syt14
Msex2.03833,CG8736
Msex2.03830,Oda
Msex2.09855,Atpalpha
Msex2.03528,Bap170
Msex2.03529,SdhB
Msex2.03298,CG11777
Msex2.09859,Brf
Msex2.03838,Orc4
Msex2.14208,CG4119
Msex2.14203,dsf
Msex2.14202,mora
Msex2.03291,CG9171
Msex2.05962,Pgant1
Msex2.05960,CG14995
Msex2.05961,Vps53
Msex2.05965,chb
Msex2.03744,ERp60
Msex2.03745,CG9008
Msex2.03741,NoSymbolFound
Msex2.03742,CG34310
Msex2.03743,Ak6
Msex2.03748,CG2269
Msex2.08420,neur
Msex2.05294,Nxt1
Msex2.05295,alt
Msex2.08079,cno
Msex2.05297,mtTFB2
Msex2.05291,CG10175
Msex2.08073,Pkcdelta
Msex2.08072,CG9667
Msex2.08071,aux
Msex2.08070,NoSymbolFound
Msex2.08077,Mkp3
Msex2.08075,Keap1
Msex2.08074,RanBP3
Msex2.01609,CG12025
Msex2.01608,CG9630
Msex2.01607,coro
Msex2.13964,Srlp
Msex2.01605,NoSymbolFound
Msex2.01604,CG17778
Msex2.06923,Bmcp
Msex2.01602,sno
Msex2.01601,CG6340
Msex2.13962,ND-B22
Msex2.09479,Iswi
Msex2.09474,Rpb7
Msex2.09476,NoSymbolFound
Msex2.04210,CG4335
Msex2.04217,CG11357
Msex2.04216,ort
Msex2.04215,ClC-a
Msex2.09473,Rab8
Msex2.00518,CG11970
Msex2.00519,Pp1-87B
Msex2.05746,Hus1-like
Msex2.00511,CG13377
Msex2.00513,DNaseII
Msex2.00514,CG17896
Msex2.05743,Nup62
Msex2.05036,gudu
Msex2.05037,CG13893
Msex2.10432,Sgt1
Msex2.10431,NitFhit
Msex2.10437,egg
Msex2.10434,Snx6
Msex2.10435,Nf1
Msex2.10126,SMC5
Msex2.10127,Hsp70Aa
Msex2.10120,MP1
Msex2.10128,Hsp83
Msex2.03299,Sardh
Msex2.09298,ix
Msex2.09290,CG7365
Msex2.09291,CG7330
Msex2.09294,CG6136
Msex2.09295,pix
Msex2.09296,AnxB9
Msex2.09297,spn-D
Msex2.07526,EbpIII
Msex2.07527,CG33489
Msex2.11149,CG8155
Msex2.06218,Uggt
Msex2.06215,pbl
Msex2.06217,Tango11
Msex2.06216,CG5828
Msex2.06211,CG11964
Msex2.06213,MED14
Msex2.06212,Gclc
Msex2.07296,Rsbp15
Msex2.07297,Zip88E
Msex2.13770,XRCC1
Msex2.13773,RpS21
Msex2.13774,CG5726
Msex2.13775,CG43394
Msex2.13776,kri
Msex2.06996,CG5174
Msex2.06626,CG15117
Msex2.12170,Mal-A1
Msex2.12177,Spp
Msex2.12176,CG11141
Msex2.12178,Rtca
Msex2.06993,CG14464
Msex2.01903,CG11070
Msex2.03191,CG4593
Msex2.03190,NC2beta
Msex2.03193,CG42588
Msex2.03192,Tgt
Msex2.03195,CG33966
Msex2.03194,Pka-C3
Msex2.03199,Pura
Msex2.03999,CG10405
Msex2.03990,CG1789
Msex2.03993,betaCOP
Msex2.03992,CG14646
Msex2.03995,mus301
Msex2.03994,up
Msex2.03997,CG3253
Msex2.03996,CG7137
Msex2.09044,CG3702
Msex2.02358,Cdc27
Msex2.02359,CG12004
Msex2.14431,Fib
Msex2.02826,CG33235
Msex2.02351,MYPT-75D
Msex2.02824,Mical
Msex2.02825,CG9135
Msex2.02354,CG34109
Msex2.02355,CG1662
Msex2.02357,Neos
Msex2.08716,CG4866
Msex2.08241,SMC1
Msex2.08714,aft
Msex2.08715,CG1316
Msex2.08712,Raf
Msex2.08713,prod
Msex2.08246,klu
Msex2.08247,CTCF
Msex2.08249,CG14971
Msex2.06856,NaPi-III
Msex2.04176,AIF
Msex2.04174,crm
Msex2.04175,CG15814
Msex2.04172,Ufm1
Msex2.04173,Alg11
Msex2.04170,CG34120
Msex2.14693,eIF4H1
Msex2.04179,CG13577
Msex2.10330,PDCD-5
Msex2.10333,unc-13-4A
Msex2.10335,CG12209
Msex2.10337,Pfdn4
Msex2.10336,Msr-110
Msex2.10338,Nhe1
Msex2.13819,Rop
Msex2.00073,toy
Msex2.12935,klg
Msex2.00076,CG4393
Msex2.12934,LPCAT
Msex2.12069,O-fut2
Msex2.09596,ValRS-m
Msex2.09595,Seipin
Msex2.09046,kek1
Msex2.09592,tsr
Msex2.09043,emb
Msex2.09590,CG32225
Msex2.09599,GCS2alpha
Msex2.10179,CG13366
Msex2.13814,Cpr62Bb
Msex2.00216,bbg
Msex2.00212,CG34457
Msex2.06192,IA-2
Msex2.00219,RpII215
Msex2.00218,nAChRbeta1
Msex2.09629,p38b
Msex2.09628,ND-B17
Msex2.01036,LRR
Msex2.01037,Coq9
Msex2.01030,Arl4
Msex2.06190,CG42450
Msex2.10845,vvl
Msex2.09621,AspRS
Msex2.09620,foi
Msex2.09623,DNAlig4
Msex2.06191,CG1532
Msex2.01038,fidipidine
Msex2.09627,CG11837
Msex2.09626,Tnpo
Msex2.12991,Tet
Msex2.01419,Ets65A
Msex2.11423,CG7183
Msex2.11421,mael
Msex2.11426,dUTPase
Msex2.11427,trx
Msex2.11424,Ubc6
Msex2.11425,CG12877
Msex2.10174,4E-T
Msex2.11097,Arl8
Msex2.11547,CG8389
Msex2.06028,mtRNApol
Msex2.06022,lov
Msex2.11541,Obp19c
Msex2.06020,CG30340
Msex2.06026,ArgRS
Msex2.06024,BORCS6
Msex2.06025,CG4615
Msex2.07889,CycB
Msex2.07888,CG11811
Msex2.07882,alpha-Catr
Msex2.07881,pnut
Msex2.11090,Tsp47F
Msex2.03552,RhoGDI
Msex2.08870,CG34355
Msex2.08876,CG13229
Msex2.08875,Src42A
Msex2.12858,beta4GalNAcTA
Msex2.13165,Echs1
Msex2.13164,CG10581
Msex2.13162,HERC2
Msex2.13168,isoQC
Msex2.07083,CCAP-R
Msex2.09276,sw
Msex2.07081,MFS9
Msex2.07087,Pex7
Msex2.04982,Mondo
Msex2.07089,CG13305
Msex2.07088,Arr2
Msex2.12698,dsd
Msex2.04981,Sur
Msex2.04987,CG34398
Msex2.02105,Nlp
Msex2.13348,CG9636
Msex2.02107,Unc-115a
Msex2.02106,trbd
Msex2.02101,Mlc2
Msex2.02100,CG31030
Msex2.12466,pyd
Msex2.13341,CG7886
Msex2.13343,CG6073
Msex2.02109,mfrn
Msex2.02108,Obp69a
Msex2.00468,Obp19a
Msex2.00858,CG7903
Msex2.00855,cbc
Msex2.00854,AlaRS-m
Msex2.00856,lds
Msex2.00851,tacc
Msex2.00850,IFT46
Msex2.00853,Hrd3
Msex2.00852,Mocs2B
Msex2.03503,CG13775
Msex2.03500,CG34149
Msex2.09834,CG6845
Msex2.09835,RhoBTB
Msex2.09836,NHP2
Msex2.09837,dnd
Msex2.09830,5PtaseI
Msex2.12346,Hr39
Msex2.12432,slgA
Msex2.12433,UBL3
Msex2.09838,CG8420
Msex2.12435,Parg
Msex2.12436,Rbbp5
Msex2.12437,CG8677
Msex2.14776,Deaf1
Msex2.05908,CG14314
Msex2.05909,Cks85A
Msex2.05905,CG13699
Msex2.05907,form3
Msex2.05901,Usp8
Msex2.05902,Sap47
Msex2.03768,NoSymbolFound
Msex2.03769,CG9372
Msex2.03761,Arf51F
Msex2.11891,Cpr49Aa
Msex2.10549,Dap160
Msex2.00688,timeout
Msex2.00681,nAChRalpha4
Msex2.00682,Rh7
Msex2.00683,CG1750
Msex2.00684,Gpdh1
Msex2.00685,Droj2
Msex2.00686,wcd
Msex2.00687,sba
Msex2.08502,HemK2
Msex2.08501,CG13708
Msex2.08500,CG2061
Msex2.08507,AkhR
Msex2.08058,tex
Msex2.08054,Pep
Msex2.08509,NoSymbolFound
Msex2.08056,CG1607
Msex2.08050,CG1213
Msex2.08053,CG6511
Msex2.01620,CG6984
