GeneName	Orthologs	GeneSymbolOrthologs	Dmel_paralogs	GeneSymbolDmel_paralogs	ParalogsThatHaveOrthologs	GeneSymbolParalogs
AGAP005007	FBgn0036301	CG4069	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005008	FBgn0036302	sowah	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005009	FBgn0038516	P5cr-2	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005010	FBgn0015904	ara	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005011	FBgn0014343	mirr	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005012	FBgn0263199	Galk	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005013	NoDirectOrtholog	NULL	-	-	FBgn0263199	Galk
AGAP005014	FBgn0015544	spag	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005015	FBgn0015907	NoSymbolFound	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005017	FBgn0001259	in	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005018	FBgn0033199	CG17985	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005019	FBgn0034523	Nnf1a	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005020	FBgn0050147	Hil	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005021	FBgn0040273	Spt5	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005022	NoDirectOrtholog	NULL	-	-	HasParalogButNoChanceOfOrthologOfParalogs	NULL
AGAP005023	NoDirectOrtholog	NULL	-	-	FBgn0013981	His4r
AGAP005024	NoDirectOrtholog	NULL	-	-	FBgn0004828	His3.3B
AGAP005025	NoDirectOrtholog	NULL	-	-	FBgn0004828	His3.3B
AGAP005026	NoDirectOrtholog	NULL	-	-	FBgn0013981	His4r
AGAP005027	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP005028	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005029	FBgn0034876	wmd	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005030	FBgn0010575	NoSymbolFound	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005031	FBgn0003612	Su(var)2-10	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005032	FBgn0015622	Cnx99A	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005033	FBgn0034734	CG4554	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005034	FBgn0050361	mtt	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005035	FBgn0086613	Ino80	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005036	FBgn0023520	CG3857	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005037	FBgn0023531	CG32809	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005038	FBgn0024897	b6	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005039	FBgn0259699	CG42353	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005040	FBgn0024985	Rilpl	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005041	FBgn0041156	exex	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005042	FBgn0024187	syd	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005043	FBgn0263780	CG17684	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005044	FBgn0024983	CG4293	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005045	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005046	FBgn0015288	RpL22	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005047	FBgn0032416	Gr33a	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP028210	FBgn0263109	CG43366	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005048	FBgn0002791	mr	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005049	FBgn0031979	CCDC53	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005050	FBgn0036405	CG6833	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005051	FBgn0043002	Chrac-14	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005052	FBgn0003082	phr	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005053	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005054	FBgn0035065	CG3589	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005055	FBgn0035023	ITP	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005056	FBgn0264816	koko	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005057	FBgn0050296	RIC-3	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP028440	geneIDnotMapped	-	-	-	-	-
AGAP005058	FBgn0020248	stet	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005059	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005060	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005061	FBgn0010408	RpS9	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005062	FBgn0035872	Cpsf6	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005063	FBgn0262114	RanBPM	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005064	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005065	FBgn0031141	CG1304	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP028441	geneIDnotMapped	-	-	-	-	-
AGAP005066	FBgn0030056	CAH3	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005067	FBgn0051467	CG31467	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005068	FBgn0040726	dpr1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005069	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP028442	geneIDnotMapped	-	-	-	-	-
AGAP005070	FBgn0035021	CG4622	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005071	FBgn0041585	Orai	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005072	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005073	FBgn0033405	CG13954	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005074	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005075	FBgn0034282	Mapmodulin	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005076	FBgn0027356	Amph	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005077	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005079	FBgn0004435	Galphaq	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005080	FBgn0050499	Rpe	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005081	FBgn0004132	boca	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005082	FBgn0033194	Vps13	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005088	FBgn0050497	NoSymbolFound	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005091	FBgn0042135	Gdap2	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005092	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005093	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005094	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005095	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP005096	FBgn0020617	Rx	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005098	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005099	FBgn0015524	otp	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005100	FBgn0036740	Vps60	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005101	FBgn0035168	cep290	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005102	FBgn0263697	Uba3	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005103	FBgn0030828	CG5162	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005104	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005105	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005106	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP028443	geneIDnotMapped	-	-	-	-	-
AGAP005107	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP028444	geneIDnotMapped	-	-	-	-	-
AGAP005108	FBgn0035630	CG10576	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005109	FBgn0036726	QIL1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005110	FBgn0262716	Arp3	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005111	FBgn0260941	app	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP013744	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005113	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005114	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005115	FBgn0261786	mi	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005116	FBgn0050390	Sgf29	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005117	FBgn0005648	Pabp2	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005118	FBgn0034986	mRpS17	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005119	FBgn0035026	Fcp1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005120	FBgn0033178	CG11127	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005121	FBgn0032704	Jwa	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005122	FBgn0033179	p47	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005123	FBgn0030573	nmdyn-D6	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005124	FBgn0010548	Aldh-III	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005125	FBgn0259745	wech	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005126	FBgn0035056	spz6	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005127	FBgn0027548	nito	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005128	FBgn0033184	mEFTu2	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005129	FBgn0034215	Mtap	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005130	FBgn0010220	Dbp45A	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005131	FBgn0261596	RpS24	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005132	FBgn0050051	Tmem18	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005133	FBgn0041582	tamo	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005134	FBgn0011211	blw	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005135	FBgn0034570	CG10543	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005136	FBgn0036277	CG10418	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005137	FBgn0052105	Lmx1a	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005138	FBgn0036274	CG4328	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005139	FBgn0036273	INPP5E	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005141	FBgn0052100	CG32100	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005142	FBgn0030556	mRNA-cap	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005143	FBgn0053144	CG33144	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005144	FBgn0032244	RfC3	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005145	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005146	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005147	FBgn0027499	wde	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005148	FBgn0033547	CG12935	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005149	FBgn0033548	CG7637	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005150	FBgn0033550	CG12341	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005152	FBgn0043842	NoSymbolFound	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005153	FBgn0034364	CG5493	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005155	FBgn0000562	egl	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005156	FBgn0004795	retn	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005158	FBgn0037661	Ada	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005159	FBgn0265605	Ric	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005160	FBgn0014020	Rho1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005161	FBgn0034073	CG8414	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005162	FBgn0034072	Dg	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005163	FBgn0036842	Ugt316A1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005164	FBgn0034071	CG8405	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005165	FBgn0034070	SP2353	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005166	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005167	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005168	FBgn0020300	geko	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005169	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005170	FBgn0034067	CG8399	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005171	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005172	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005173	FBgn0033244	CG8726	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005174	FBgn0033247	Nup44A	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005175	FBgn0033246	ACC	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005176	FBgn0035918	Cdc6	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005177	FBgn0032692	IFT46	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005178	FBgn0051344	CG31344	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005179	FBgn0033243	CG14763	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005180	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005181	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005182	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005183	FBgn0005612	Sox14	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005185	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005187	FBgn0261934	dikar	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005188	FBgn0036191	Sugb	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005189	FBgn0036192	Pldn	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005190	FBgn0023521	CG3587	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005191	FBgn0039183	Dis3	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005192	FBgn0036039	Naa60	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005193	FBgn0033766	Nup188	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005194	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005195	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005196	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005197	FBgn0000173	ben	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005198	FBgn0033751	CG8818	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005199	FBgn0052174	Coq4	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005200	FBgn0042641	frc	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005201	FBgn0031909	CG5181	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005202	FBgn0025638	Roc1a	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005203	FBgn0035976	PGRP-LC	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005205	FBgn0035975	PGRP-LA	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005206	FBgn0036062	CG6685	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005207	FBgn0085385	bma	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005208	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005209	FBgn0022029	l(2)k01209	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005210	FBgn0034029	eIF2Bgamma	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005211	FBgn0034214	CG6550	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005212	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005213	FBgn0263705	Myo10A	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005214	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005215	FBgn0031060	CG14231	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005216	FBgn0028741	fab1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005217	FBgn0028740	CG6362	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005218	FBgn0034750	CG3732	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005219	FBgn0261046	Dscam3	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005220	FBgn0033375	CG8078	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005221	FBgn0033741	CG8545	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005222	FBgn0261673	nemy	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005223	FBgn0033799	GLaz	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005225	FBgn0033015	d4	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005226	FBgn0029853	CG3781	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005227	FBgn0027836	Dgp-1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP013141	FBgn0260392	CG42518	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005228	FBgn0260401	MED9	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005229	FBgn0035331	MsR1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005230	FBgn0261545	CG42663	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005231	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005233	FBgn0033629	Tsp47F	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005234	FBgn0033631	Sod3	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005235	FBgn0082585	sprt	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005236	FBgn0025469	slv	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005237	FBgn0028563	sut1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005238	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005239	FBgn0033903	CG8323	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005240	FBgn0042180	CG18870	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005241	FBgn0034639	CG15673	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005242	FBgn0034021	CG8180	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005243	FBgn0085426	Rgk3	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005244	FBgn0263102	psq	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005245	FBgn0005630	NoSymbolFound	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005246	FBgn0265137	Spn42Da	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005247	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005248	FBgn0050158	CG30158	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005249	FBgn0036018	CG3335	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005250	FBgn0033224	Nop17l	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005251	FBgn0011589	Elk	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005252	FBgn0033402	Myd88	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005253	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005254	FBgn0028408	Drep2	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005255	FBgn0005586	Rab3	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005256	FBgn0028841	jhamt	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005257	FBgn0263980	Stacl	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005258	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005259	FBgn0034300	CG5098	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005260	FBgn0034299	CG5757	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005261	FBgn0033122	CG17002	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005262	FBgn0022960	vimar	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005263	FBgn0033460	Sec24AB	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005264	NoDirectOrtholog	NULL	-	-	HasParalogButNoChanceOfOrthologOfParalogs	NULL
AGAP005265	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP005266	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP005267	FBgn0004908	Arl2	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005268	FBgn0033623	CG13202	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005269	FBgn0039602	CG1647	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005270	FBgn0027526	Ublcp1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005271	FBgn0037781	Fancl	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005272	FBgn0039065	Rad60	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005273	FBgn0039728	CG7896	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005274	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005275	FBgn0038881	CG16791	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005279	FBgn0086901	NoSymbolFound	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005277	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005280	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005281	FBgn0024321	NK7.1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005282	FBgn0261436	DhpD	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005283	FBgn0038173	Adgf-C	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005285	FBgn0085412	kmr	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005287	FBgn0030514	CG9941	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005288	FBgn0266756	btsz	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005289	FBgn0026199	myo	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005290	FBgn0037897	CG5270	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005291	FBgn0261618	larp	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005292	FBgn0085383	CG34354	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005293	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005294	FBgn0037391	CG2017	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005295	FBgn0028436	ECSIT	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005296	FBgn0265184	CG44249	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005297	FBgn0037236	Skp2	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005298	FBgn0039116	CG10375	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005299	FBgn0037780	ohgt	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005300	FBgn0262975	cnc	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005301	FBgn0039064	CG4467	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005302	FBgn0037754	CG8500	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP029111	geneIDnotMapped	-	-	-	-	-
AGAP005305	FBgn0050122	CG30122	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005306	FBgn0016126	CaMKI	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005307	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005308	FBgn0037207	Mes2	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005309	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005310	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005311	FBgn0008636	hbn	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005312	FBgn0034563	CG15649	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005313	FBgn0083951	CG34115	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005314	FBgn0034564	CG9344	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005315	FBgn0034565	CG15650	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005316	FBgn0086656	shrb	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005317	FBgn0050344	CG30344	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005318	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005319	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005320	FBgn0053505	U3-55K	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005321	FBgn0000996	dup	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005322	FBgn0026370	NoSymbolFound	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005323	FBgn0033543	CG12338	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005324	FBgn0033544	CG7220	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005325	FBgn0036272	Sms	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005326	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005327	FBgn0086691	UK114	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005328	FBgn0035797	CG14837	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005329	FBgn0035171	CG12502	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005330	FBgn0035317	Oseg2	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005331	FBgn0035318	CG9018	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005332	FBgn0035199	tfc	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005333	FBgn0053978	CG33978	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005334	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005335	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005336	FBgn0025463	Bap60	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005337	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005338	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005339	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005340	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005341	FBgn0028497	CG3530	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005342	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP005343	FBgn0034859	CG3520	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005344	FBgn0021814	Vps28	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP005345	FBgn0033936	Achl	NoParalogs	-	NoNeedOfParalogs	NULL
