7165:000000 AGAP000002
7165:000405 AGAP001190
7165:000406 AGAP001192
7165:000407 AGAP001193
7165:000408 AGAP001194
7165:000409 AGAP001195
7165:00040a AGAP001196
7165:00040b AGAP001197
7165:00040c AGAP001198
7165:00040d AGAP001199
7165:00040e AGAP001200
7165:00040f AGAP001201
7165:000410 AGAP001202
7165:000411 AGAP001203
7165:000412 AGAP001205
7165:000413 AGAP001206
7165:000414 AGAP001207
7165:000415 AGAP001208
7165:000416 AGAP001209
7165:000417 AGAP001211
7165:000418 AGAP001212
7165:000419 AGAP001213
7165:00041a AGAP001214
7165:00041b AGAP001215
7165:00041c AGAP001217
7165:00041d AGAP001218
7165:00041e AGAP001219
7165:00041f AGAP001220
7165:000420 AGAP001222
7165:000421 AGAP001223
7165:000422 AGAP001224
7165:000423 AGAP001225
7165:000424 AGAP001226
7165:000425 AGAP001227
7165:000426 AGAP001228
7165:000427 AGAP001229
7165:000428 AGAP001230
7165:000429 AGAP001231
7165:00042a AGAP001232
7165:00042b AGAP001233
7165:00042c AGAP001234
7165:00042d AGAP001235
7165:00042e AGAP001236
7165:00042f AGAP001237
7165:000430 AGAP001238
7165:000431 AGAP001239
7165:000432 AGAP001240
7165:000433 AGAP001241
7165:000434 AGAP001242
7165:000435 AGAP001243
7165:000436 AGAP001244
7165:000437 AGAP001245
7165:000438 AGAP001246
7165:000439 AGAP001247
7165:00043a AGAP001248
7165:00043b AGAP001249
7165:00043c AGAP001250
7165:00043d AGAP001251
7165:00043e AGAP001252
7165:00043f AGAP001253
7165:000440 AGAP001255
7165:000441 AGAP001256
7165:000442 AGAP001257
7165:000443 AGAP001258
7165:000444 AGAP001259
7165:000445 AGAP001261
7165:000446 AGAP001264
7165:000447 AGAP001265
7165:000448 AGAP001267
7165:000449 AGAP001268
7165:00044a AGAP001269
7165:00044b AGAP001270
7165:00044c AGAP001271
7165:00044d AGAP001272
7165:00044e AGAP001273
7165:00044f AGAP001274
7165:000450 AGAP001275
7165:000451 AGAP001276
7165:000452 AGAP001277
7165:000453 AGAP001278
7165:000454 AGAP001279
7165:000455 AGAP001280
7165:000456 AGAP001281
7165:000457 AGAP001283
7165:000458 AGAP001284
7165:000459 AGAP001285
7165:00045a AGAP001286
7165:00045b AGAP001287
7165:00045c AGAP001290
7165:00045d AGAP001291
7165:00045e AGAP001292
7165:00045f AGAP001293
7165:000460 AGAP001294
7165:000461 AGAP001296
7165:000462 AGAP001297
7165:000463 AGAP001298
7165:000464 AGAP001299
7165:000465 AGAP001300
7165:000466 AGAP001301
7165:000467 AGAP001302
7165:000468 AGAP001303
7165:000469 AGAP001304
7165:00046a AGAP001306
7165:00046b AGAP001307
7165:00046c AGAP001308
7165:00046d AGAP001309
7165:00046e AGAP001310
7165:00046f AGAP001311
7165:000470 AGAP001312
7165:000471 AGAP001313
7165:000472 AGAP001314
7165:000473 AGAP001315
7165:000474 AGAP001316
7165:000475 AGAP001318
7165:000476 AGAP001319
7165:000477 AGAP001320
7165:000478 AGAP001321
7165:000479 AGAP001322
7165:00047a AGAP001323
7165:00047b AGAP001324
7165:00047c AGAP001325
7165:00047d AGAP001326
7165:00047e AGAP001328
7165:00047f AGAP001329
7165:000480 AGAP001330
7165:000481 AGAP001331
7165:000482 AGAP001332
7165:000483 AGAP001333
7165:000484 AGAP001334
7165:000485 AGAP001335
7165:000486 AGAP001336
7165:000487 AGAP001337
7165:000488 AGAP001338
7165:000489 AGAP001339
7165:00048a AGAP001340
7165:00048b AGAP001341
7165:00048c AGAP001342
7165:00048d AGAP001343
7165:00048e AGAP001344
7165:00048f AGAP001345
7165:000490 AGAP001346
7165:000491 AGAP001347
7165:000492 AGAP001348
7165:000493 AGAP001349
7165:000494 AGAP001350
7165:000495 AGAP001351
7165:000496 AGAP001352
7165:000497 AGAP001353
7165:000498 AGAP001354
7165:000499 AGAP001355
7165:00049a AGAP001356
7165:00049b AGAP001357
7165:00049c AGAP001358
7165:00049d AGAP001360
7165:00049e AGAP001361
7165:00049f AGAP001362
7165:0004a0 AGAP001363
7165:0004a1 AGAP001364
7165:0004a2 AGAP001365
7165:0004a3 AGAP001366
7165:0004a4 AGAP001367
7165:0004a5 AGAP001368
7165:0004a6 AGAP001369
7165:0004a7 AGAP001370
7165:0004a8 AGAP001371
7165:0004a9 AGAP001372
7165:0004aa AGAP001373
7165:0004ab AGAP001374
7165:0004ac AGAP001375
7165:0004ad AGAP001376
7165:0004ae AGAP001377
7165:0004af AGAP001379
7165:0004b0 AGAP001380
7165:0004b1 AGAP001381
7165:0004b2 AGAP001382
7165:0004b3 AGAP001384
7165:0004b4 AGAP001386
7165:0004b5 AGAP001387
7165:0004b6 AGAP001388
7165:0004b7 AGAP001389
7165:0004b8 AGAP001390
7165:0004b9 AGAP001391
7165:0004ba AGAP001392
7165:0004bb AGAP001393
7165:0004bc AGAP001394
7165:0004bd AGAP001395
7165:0004be AGAP001396
7165:0004bf AGAP001397
7165:0004c0 AGAP001398
7165:0004c1 AGAP001399
7165:0004c2 AGAP001400
7165:0004c3 AGAP001401
7165:0004c4 AGAP001402
7165:0004c5 AGAP001403
7165:0004c6 AGAP001404
7165:0004c7 AGAP001405
7165:0004c8 AGAP001406
7165:0004c9 AGAP001407
7165:0004ca AGAP001408
7165:0004cb AGAP001409
7165:0004cc AGAP001410
7165:0004cd AGAP001411
7165:0004ce AGAP001412
7165:0004cf AGAP001413
7165:0004d0 AGAP001414
7165:0004d1 AGAP001415
7165:0004d2 AGAP001416
7165:0004d3 AGAP001417
7165:0004d4 AGAP001418
7165:0004d5 AGAP001419
7165:0004d6 AGAP001420
7165:0004d7 AGAP001421
7165:0004d8 AGAP001422
7165:0004d9 AGAP001423
7165:0004da AGAP001424
7165:0004db AGAP001425
7165:0004dc AGAP001426
7165:0004dd AGAP001427
7165:0004de AGAP001428
7165:0004df AGAP001429
7165:0004e0 AGAP001430
7165:0004e1 AGAP001432
7165:0004e2 AGAP001433
7165:0004e3 AGAP001434
7165:0004e4 AGAP001435
7165:0004e5 AGAP001438
7165:0004e6 AGAP001439
7165:0004e7 AGAP001440
7165:0004e8 AGAP001441
7165:0004e9 AGAP001442
7165:0004ea AGAP001443
7165:0004eb AGAP001444
7165:0004ec AGAP001445
7165:0004ed AGAP001446
7165:0004ee AGAP001447
7165:0004ef AGAP001448
7165:0004f0 AGAP001449
7165:0004f1 AGAP001450
7165:0004f2 AGAP001451
7165:0004f3 AGAP001452
7165:0004f4 AGAP001453
7165:0004f5 AGAP001454
7165:0004f6 AGAP001455
7165:0004f7 AGAP001458
7165:0004f8 AGAP001459
7165:0004f9 AGAP001460
7165:0004fa AGAP001461
7165:0004fb AGAP001462
7165:0004fc AGAP001463
7165:0004fd AGAP001464
7165:0004fe AGAP001466
7165:0004ff AGAP001467
7165:000500 AGAP001468
7165:000501 AGAP001469
7165:000502 AGAP001470
7165:000503 AGAP001471
7165:000504 AGAP001472
7165:000505 AGAP001473
7165:000506 AGAP001474
7165:000507 AGAP001475
7165:000508 AGAP001476
7165:000509 AGAP001477
7165:00050a AGAP001478
7165:00050b AGAP001480
7165:00050c AGAP001481
7165:00050d AGAP001482
7165:00050e AGAP001483
7165:00050f AGAP001484
7165:000510 AGAP001485
7165:000511 AGAP001486
7165:000512 AGAP001487
7165:000513 AGAP001488
7165:000514 AGAP001490
7165:000515 AGAP001491
7165:000516 AGAP001492
7165:000517 AGAP001493
7165:000518 AGAP001495
7165:000519 AGAP001496
7165:00051a AGAP001497
7165:00051b AGAP001498
7165:00051c AGAP001499
7165:00051d AGAP001500
7165:00051e AGAP001501
7165:00051f AGAP001502
7165:000520 AGAP001503
7165:000521 AGAP001504
7165:000522 AGAP001505
7165:000523 AGAP001506
7165:000524 AGAP001507
7165:000525 AGAP001508
7165:000526 AGAP001509
7165:000527 AGAP001510
7165:000528 AGAP001511
7165:000529 AGAP001512
7165:00052a AGAP001513
7165:00052b AGAP001514
7165:00052c AGAP001515
7165:00052d AGAP001518
7165:00052e AGAP001519
7165:00052f AGAP001520
7165:000530 AGAP001521
7165:000531 AGAP001522
7165:000532 AGAP001523
7165:000533 AGAP001524
7165:000534 AGAP001525
7165:000535 AGAP001526
7165:000536 AGAP001527
7165:000537 AGAP001528
7165:000538 AGAP001529
7165:000539 AGAP001530
7165:00053a AGAP001531
7165:00053b AGAP001532
7165:00053c AGAP001533
7165:00053d AGAP001534
7165:00053e AGAP001535
7165:00053f AGAP001536
7165:000540 AGAP001537
7165:000541 AGAP001538
7165:000542 AGAP001539
7165:000543 AGAP001541
7165:000544 AGAP001542
7165:000545 AGAP001543
7165:000546 AGAP001544
7165:000547 AGAP001545
7165:000548 AGAP001546
7165:000549 AGAP001548
7165:00054a AGAP001549
7165:00054b AGAP001550
7165:00054c AGAP001551
7165:00054d AGAP001552
7165:00054e AGAP001553
7165:00054f AGAP001554
7165:000550 AGAP001555
7165:000551 AGAP001556
7165:000552 AGAP001557
7165:000553 AGAP001558
7165:000554 AGAP001559
7165:000555 AGAP001560
7165:000556 AGAP001561
7165:000557 AGAP001562
7165:000558 AGAP001563
7165:000559 AGAP001564
7165:00055a AGAP001565
7165:00055b AGAP001566
7165:00055c AGAP001568
7165:00055d AGAP001569
7165:00055e AGAP001570
7165:00055f AGAP001572
7165:000560 AGAP001573
7165:000561 AGAP001576
7165:000562 AGAP001577
7165:000563 AGAP001578
7165:000564 AGAP001579
7165:000565 AGAP001580
7165:000566 AGAP001581
7165:000567 AGAP001582
7165:000568 AGAP001583
7165:000569 AGAP001584
7165:00056a AGAP001585
7165:00056b AGAP001586
7165:00056c AGAP001587
7165:00056d AGAP001588
7165:00056e AGAP001589
7165:00056f AGAP001590
7165:000570 AGAP001591
7165:000571 AGAP001592
7165:000572 AGAP001593
7165:000573 AGAP001594
7165:000574 AGAP001595
7165:000575 AGAP001596
7165:000576 AGAP001597
7165:000577 AGAP001598
7165:000578 AGAP001599
7165:000579 AGAP001600
7165:00057a AGAP001601
7165:00057b AGAP001602
7165:00057c AGAP001603
7165:00057d AGAP001604
7165:00057e AGAP001606
7165:00057f AGAP001608
7165:000580 AGAP001609
7165:000581 AGAP001610
7165:000582 AGAP001611
7165:000583 AGAP001612
7165:000584 AGAP001613
7165:000585 AGAP001614
7165:000586 AGAP001615
7165:000587 AGAP001616
7165:000588 AGAP001617
7165:000589 AGAP001618
7165:00058a AGAP001619
7165:00058b AGAP001620
7165:00058c AGAP001621
7165:00058d AGAP001622
7165:00058e AGAP001623
7165:00058f AGAP001624
7165:000590 AGAP001625
7165:000591 AGAP001626
7165:000592 AGAP001627
7165:000593 AGAP001628
7165:000594 AGAP001629
7165:000595 AGAP001630
7165:000596 AGAP001631
7165:000597 AGAP001632
7165:000598 AGAP001633
7165:000599 AGAP001634
7165:00059a AGAP001635
7165:00059b AGAP001636
7165:00059c AGAP001637
7165:00059d AGAP001638
7165:00059e AGAP001639
7165:00059f AGAP001640
7165:0005a0 AGAP001643
7165:0005a1 AGAP001644
7165:0005a2 AGAP001645
7165:0005a3 AGAP001646
7165:0005a4 AGAP001647
7165:0005a5 AGAP001648
7165:0005a6 AGAP001649
7165:0005a7 AGAP001650
7165:0005a8 AGAP001651
7165:0005a9 AGAP001652
7165:0005aa AGAP001653
7165:0005ab AGAP001654
7165:0005ac AGAP001655
7165:0005ad AGAP001656
7165:0005ae AGAP001657
7165:0005af AGAP001658
7165:0005b0 AGAP001659
7165:0005b1 AGAP001660
7165:0005b2 AGAP001661
7165:0005b3 AGAP001662
7165:0005b4 AGAP001664
7165:0005b5 AGAP001665
7165:0005b6 AGAP001666
7165:0005b7 AGAP001667
7165:0005b8 AGAP001668
7165:0005b9 AGAP001669
7165:0005ba AGAP001670
7165:0005bb AGAP001671
7165:0005bc AGAP001672
7165:0005bd AGAP001673
7165:0005be AGAP001674
7165:0005bf AGAP001675
7165:0005c0 AGAP001676
7165:0005c1 AGAP001677
7165:0005c2 AGAP001678
7165:0005c3 AGAP001679
7165:0005c4 AGAP001680
7165:0005c5 AGAP001681
7165:0005c6 AGAP001682
7165:0005c7 AGAP001683
7165:0005c8 AGAP001684
7165:0005c9 AGAP001685
7165:0005ca AGAP001686
7165:0005cb AGAP001687
7165:0005cc AGAP001688
7165:0005cd AGAP001690
7165:0005ce AGAP001694
7165:0005cf AGAP001695
7165:0005d0 AGAP001696
7165:0005d1 AGAP001697
7165:0005d2 AGAP001698
7165:0005d3 AGAP001699
7165:0005d4 AGAP001700
7165:0005d5 AGAP001701
7165:0005d6 AGAP001702
7165:0005d7 AGAP001703
7165:0005d8 AGAP001704
7165:0005d9 AGAP001705
7165:0005da AGAP001706
7165:0005db AGAP001707
7165:0005dc AGAP001708
7165:0005dd AGAP001710
7165:0005de AGAP001711
7165:0005df AGAP001712
7165:0005e0 AGAP001713
7165:0005e1 AGAP001715
7165:0005e2 AGAP001716
7165:0005e3 AGAP001717
7165:0005e4 AGAP001718
7165:0005e5 AGAP001719
7165:0005e6 AGAP001720
7165:0005e7 AGAP001721
7165:0005e8 AGAP001722
7165:0005e9 AGAP001723
7165:0005ea AGAP001724
7165:0005eb AGAP001725
7165:0005ec AGAP001726
7165:0005ed AGAP001727
7165:0005ee AGAP001728
7165:0005ef AGAP001729
7165:0005f0 AGAP001730
7165:0005f1 AGAP001731
7165:0005f2 AGAP001732
7165:0005f3 AGAP001733
7165:0005f4 AGAP001734
7165:0005f5 AGAP001735
7165:0005f6 AGAP001736
7165:0005f7 AGAP001737
7165:0005f8 AGAP001738
7165:0005f9 AGAP001739
7165:0005fa AGAP001740
7165:0005fb AGAP001741
7165:0005fc AGAP001742
7165:0005fd AGAP001743
7165:0005fe AGAP001744
7165:0005ff AGAP001745
7165:000600 AGAP001746
7165:000601 AGAP001747
7165:000602 AGAP001748
7165:000603 AGAP001749
7165:000604 AGAP001750
7165:000605 AGAP001751
7165:000606 AGAP001752
7165:000607 AGAP001753
7165:000608 AGAP001754
7165:000609 AGAP001756
7165:00060a AGAP001757
7165:00060b AGAP001759
7165:00060c AGAP001760
7165:00060d AGAP001761
7165:00060e AGAP001762
7165:00060f AGAP001763
7165:000610 AGAP001764
7165:000611 AGAP001765
7165:000612 AGAP001766
7165:000613 AGAP001767
7165:000614 AGAP001768
7165:000615 AGAP001769
7165:000616 AGAP001773
7165:000617 AGAP001774
7165:000618 AGAP001775
7165:000619 AGAP001776
7165:00061a AGAP001777
7165:00061b AGAP001778
7165:00061c AGAP001779
7165:00061d AGAP001780
7165:00061e AGAP001781
7165:00061f AGAP001782
7165:000620 AGAP001783
7165:000621 AGAP001786
7165:000622 AGAP001787
7165:000623 AGAP001788
7165:000624 AGAP001789
7165:000625 AGAP001790
7165:000626 AGAP001791
7165:000627 AGAP001792
7165:000628 AGAP001793
7165:000629 AGAP001794
7165:00062a AGAP001795
7165:00062b AGAP001796
7165:00062c AGAP001797
7165:00062d AGAP001798
7165:00062e AGAP001799
7165:00062f AGAP001800
7165:000630 AGAP001801
7165:000631 AGAP001802
7165:000632 AGAP001803
7165:000633 AGAP001804
7165:000634 AGAP001805
7165:000635 AGAP001806
7165:000636 AGAP001807
7165:000637 AGAP001809
7165:000638 AGAP001810
7165:000639 AGAP001811
7165:00063a AGAP001812
7165:00063b AGAP001813
7165:00063c AGAP001814
7165:00063d AGAP001815
7165:00063e AGAP001816
7165:00063f AGAP001817
7165:000640 AGAP001818
7165:000641 AGAP001819
7165:000642 AGAP001820
7165:000643 AGAP001821
7165:000644 AGAP001822
7165:000645 AGAP001823
7165:000646 AGAP001824
7165:000647 AGAP001825
7165:000648 AGAP001826
7165:000649 AGAP001827
7165:00064a AGAP001828
7165:00064b AGAP001854
7165:00064c AGAP001856
7165:00064d AGAP001858
7165:00064e AGAP001859
7165:00064f AGAP001861
7165:000650 AGAP001862
7165:000651 AGAP001863
7165:000652 AGAP001864
7165:000653 AGAP001865
7165:000654 AGAP001866
7165:000655 AGAP001867
7165:000656 AGAP001870
7165:000657 AGAP001871
7165:000658 AGAP001872
7165:000659 AGAP001873
7165:00065a AGAP001874
7165:00065b AGAP001877
7165:00065c AGAP001878
7165:00065d AGAP001879
7165:00065e AGAP001880
7165:00065f AGAP001881
7165:000660 AGAP001882
7165:000661 AGAP001883
7165:000662 AGAP001884
7165:000663 AGAP001885
7165:000664 AGAP001886
7165:000665 AGAP001887
7165:000666 AGAP001888
7165:000667 AGAP001889
7165:000668 AGAP001890
7165:000669 AGAP001891
7165:00066a AGAP001892
7165:00066b AGAP001893
7165:00066c AGAP001894
7165:00066d AGAP001895
7165:00066e AGAP001896
7165:00066f AGAP001897
7165:000670 AGAP001898
7165:000671 AGAP001899
7165:000672 AGAP001900
7165:000673 AGAP001901
7165:000674 AGAP001902
7165:000675 AGAP001903
7165:000676 AGAP001905
7165:000677 AGAP001907
7165:000678 AGAP001908
7165:000679 AGAP001909
7165:00067a AGAP001910
7165:00067b AGAP001911
7165:00067c AGAP001912
7165:00067d AGAP001913
7165:00067e AGAP001914
7165:00067f AGAP001915
7165:000680 AGAP001916
7165:000681 AGAP001917
7165:000682 AGAP001918
7165:000683 AGAP001919
7165:000684 AGAP001923
7165:000685 AGAP001924
7165:000686 AGAP001925
7165:000687 AGAP001928
7165:000688 AGAP001929
7165:000689 AGAP001930
7165:00068a AGAP001931
7165:00068b AGAP001932
7165:00068c AGAP001933
7165:00068d AGAP001934
7165:00068e AGAP001935
7165:00068f AGAP001936
7165:000690 AGAP001937
7165:000691 AGAP001938
7165:000692 AGAP001939
7165:000693 AGAP001940
7165:000694 AGAP001941
7165:000695 AGAP001942
7165:000696 AGAP001943
7165:000697 AGAP001944
7165:000698 AGAP001945
7165:000699 AGAP001946
7165:00069a AGAP001947
7165:00069b AGAP001948
7165:00069c AGAP001949
7165:00069d AGAP001950
7165:00069e AGAP001951
7165:00069f AGAP001952
7165:0006a0 AGAP001953
7165:0006a1 AGAP001954
7165:0006a2 AGAP001955
7165:0006a3 AGAP001956
7165:0006a4 AGAP001957
7165:0006a5 AGAP001958
7165:0006a6 AGAP001959
7165:0006a7 AGAP001960
7165:0006a8 AGAP001961
7165:0006a9 AGAP001962
7165:0006aa AGAP001964
7165:0006ab AGAP001965
7165:0006ac AGAP001966
7165:0006ad AGAP001967
7165:0006ae AGAP001968
7165:0006af AGAP001969
7165:0006b0 AGAP001970
7165:0006b1 AGAP001971
7165:0006b2 AGAP001972
7165:0006b3 AGAP001973
7165:0006b4 AGAP001974
7165:0006b5 AGAP001975
7165:0006b6 AGAP001976
7165:0006b7 AGAP001978
7165:0006b8 AGAP001979
7165:0006b9 AGAP001980
7165:0006ba AGAP001981
7165:0006bb AGAP001982
7165:0006bc AGAP001983
7165:0006bd AGAP001984
7165:0006be AGAP001985
7165:0006bf AGAP001986
7165:0006c0 AGAP001987
7165:0006c1 AGAP001988
7165:0006c2 AGAP001989
7165:0006c3 AGAP001990
7165:0006c4 AGAP001991
7165:0006c5 AGAP001993
7165:0006c6 AGAP001994
7165:0006c7 AGAP001995
7165:0006c8 AGAP001996
7165:0006c9 AGAP001997
7165:0006ca AGAP001998
7165:0006cb AGAP001999
7165:0006cc AGAP002000
7165:0006cd AGAP002002
7165:0006ce AGAP002003
7165:0006cf AGAP002004
7165:0006d0 AGAP002005
7165:0006d1 AGAP002006
7165:0006d2 AGAP002007
7165:0006d3 AGAP002008
7165:0006d4 AGAP002009
7165:0006d5 AGAP002010
7165:0006d6 AGAP002011
7165:0006d7 AGAP002012
7165:0006d8 AGAP002013
7165:0006d9 AGAP002014
7165:0006da AGAP002015
7165:0006db AGAP002016
7165:0006dc AGAP002017
7165:0006dd AGAP002018
7165:0006de AGAP002019
7165:0006df AGAP002020
7165:0006e0 AGAP002021
7165:0006e1 AGAP002022
7165:0006e2 AGAP002023
7165:0006e3 AGAP002024
7165:0006e4 AGAP002025
7165:0006e5 AGAP002026
7165:0006e6 AGAP002028
7165:0006e7 AGAP002030
7165:0006e8 AGAP002032
7165:0006e9 AGAP002033
7165:0006ea AGAP002035
7165:0006eb AGAP002036
7165:0006ec AGAP002037
7165:0006ed AGAP002038
7165:0006ee AGAP002039
7165:0006ef AGAP002040
7165:0006f0 AGAP002041
7165:0006f1 AGAP002043
7165:0006f2 AGAP002044
7165:0006f3 AGAP002045
7165:0006f4 AGAP002046
7165:0006f5 AGAP002047
7165:0006f6 AGAP002048
7165:0006f7 AGAP002049
7165:0006f8 AGAP002050
7165:0006f9 AGAP002051
7165:0006fa AGAP002052
7165:0006fb AGAP002053
7165:0006fc AGAP002054
7165:0006fd AGAP002055
7165:0006fe AGAP002056
7165:0006ff AGAP002058
7165:000700 AGAP002059
7165:000701 AGAP002060
7165:000702 AGAP002061
7165:000703 AGAP002062
7165:000704 AGAP002063
7165:000705 AGAP002064
7165:000706 AGAP002065
7165:000707 AGAP002066
7165:000708 AGAP002067
7165:000709 AGAP002068
7165:00070a AGAP002069
7165:00070b AGAP002070
7165:00070c AGAP002071
7165:00070d AGAP002072
7165:00070e AGAP002073
7165:00070f AGAP002074
7165:000710 AGAP002075
7165:000711 AGAP002076
7165:000712 AGAP002077
7165:000713 AGAP002078
7165:000714 AGAP002079
7165:000715 AGAP002080
7165:000716 AGAP002081
7165:000717 AGAP002082
7165:000718 AGAP002083
7165:000719 AGAP002084
7165:00071a AGAP002085
7165:00071b AGAP002086
7165:00071c AGAP002087
7165:00071d AGAP002088
7165:00071e AGAP002089
7165:00071f AGAP002090
7165:000720 AGAP002091
7165:000721 AGAP002092
7165:000722 AGAP002093
7165:000723 AGAP002094
7165:000724 AGAP002095
7165:000725 AGAP002097
7165:000726 AGAP002098
7165:000727 AGAP002099
7165:000728 AGAP002100
7165:000729 AGAP002101
7165:00072a AGAP002102
7165:00072b AGAP002104
7165:00072c AGAP002105
7165:00072d AGAP002106
7165:00072e AGAP002107
7165:00072f AGAP002108
7165:000730 AGAP002109
7165:000731 AGAP002110
7165:000732 AGAP002111
7165:000733 AGAP002112
7165:000734 AGAP002113
7165:000735 AGAP002114
7165:000736 AGAP002115
7165:000737 AGAP002116
7165:000738 AGAP002117
7165:000739 AGAP002118
7165:00073a AGAP002119
7165:00073b AGAP002120
7165:00073c AGAP002121
7165:00073d AGAP002122
7165:00073e AGAP002123
7165:00073f AGAP002124
7165:000740 AGAP002125
7165:000741 AGAP002126
7165:000742 AGAP002127
7165:000743 AGAP002128
7165:000744 AGAP002129
7165:000745 AGAP002130
7165:000746 AGAP002131
7165:000747 AGAP002132
7165:000748 AGAP002133
7165:000749 AGAP002134
7165:00074a AGAP002135
7165:00074b AGAP002136
7165:00074c AGAP002137
7165:00074d AGAP002138
7165:00074e AGAP002139
7165:00074f AGAP002140
7165:000750 AGAP002141
7165:000751 AGAP002142
7165:000752 AGAP002143
7165:000753 AGAP002144
7165:000754 AGAP002145
7165:000755 AGAP002146
7165:000756 AGAP002147
7165:000757 AGAP002149
7165:000758 AGAP002150
7165:000759 AGAP002151
7165:00075a AGAP002152
7165:00075b AGAP002153
7165:00075c AGAP002154
7165:00075d AGAP002155
7165:00075e AGAP002156
7165:00075f AGAP002157
7165:000760 AGAP002159
7165:000761 AGAP002161
7165:000762 AGAP002162
7165:000763 AGAP002163
7165:000764 AGAP002164
7165:000765 AGAP002165
7165:000766 AGAP002166
7165:000767 AGAP002167
7165:000768 AGAP002168
7165:000769 AGAP002169
7165:00076a AGAP002170
7165:00076b AGAP002171
7165:00076c AGAP002172
7165:00076d AGAP002173
7165:00076e AGAP002174
7165:00076f AGAP002175
7165:000770 AGAP002176
7165:000771 AGAP002177
7165:000772 AGAP002178
7165:000773 AGAP002181
7165:000774 AGAP002182
7165:000775 AGAP002183
7165:000776 AGAP002184
7165:000777 AGAP002185
7165:000778 AGAP002186
7165:000779 AGAP002188
7165:00077a AGAP002189
7165:00077b AGAP002190
7165:00077c AGAP002191
7165:00077d AGAP002192
7165:00077e AGAP002193
7165:00077f AGAP002194
7165:000780 AGAP002195
7165:000781 AGAP002196
7165:000782 AGAP002197
7165:000783 AGAP002198
7165:000784 AGAP002199
7165:000785 AGAP002200
7165:000786 AGAP002202
7165:000787 AGAP002203
7165:000788 AGAP002204
7165:000789 AGAP002205
7165:00078a AGAP002206
7165:00078b AGAP002207
7165:00078c AGAP002208
7165:00078d AGAP002209
7165:00078e AGAP002210
7165:00078f AGAP002211
7165:000790 AGAP002212
7165:000791 AGAP002214
7165:000792 AGAP002215
7165:000793 AGAP002216
7165:000794 AGAP002217
7165:000795 AGAP002218
7165:000796 AGAP002219
7165:000797 AGAP002220
7165:000798 AGAP002221
7165:000799 AGAP002222
7165:00079a AGAP002223
7165:00079b AGAP002224
7165:00079c AGAP002226
7165:00079d AGAP002227
7165:00079e AGAP002228
7165:00079f AGAP002229
7165:0007a0 AGAP002231
7165:0007a1 AGAP002232
7165:0007a2 AGAP002233
7165:0007a3 AGAP002234
7165:0007a4 AGAP002235
