AAEL007235,Ucp4A
AAEL008463,CG8611
AAEL008462,g
AAEL005479,Syngr
AAEL005478,CG11257
AAEL005471,Sec61gamma
AAEL008674,CG31717
AAEL005473,Naus
AAEL005475,Den1
AAEL005474,CG16926
AAEL005477,CG8839
AAEL005476,Nost
AAEL007301,CG5339
AAEL007303,G9a
AAEL007302,CG32645
AAEL007305,NoSymbolFound
AAEL007304,Mrtf
AAEL007307,Cog7
AAEL007306,Actn
AAEL007309,CG4332
AAEL013752,CG9727
AAEL013750,TTLL6B
AAEL013757,Lsp2
AAEL013756,Zip88E
AAEL013758,beat-VI
AAEL009330,CAH7
AAEL002179,CG15390
AAEL002178,lost
AAEL009334,CG9541
AAEL002175,CG31694
AAEL002174,Ost48
AAEL009338,CG13587
AAEL002176,CG12177
AAEL002170,CG32485
AAEL002173,IFT54
AAEL013452,qsm
AAEL014561,Vm32E
AAEL014562,RpL12
AAEL014564,rush
AAEL014566,Wnt5
AAEL002791,CG15771
AAEL002792,CG8800
AAEL002797,CG11752
AAEL002796,CG6428
AAEL003550,Prip
AAEL003551,CG14989
AAEL003552,RpII18
AAEL003221,Cpr49Af
AAEL003554,CG14995
AAEL003555,CG7728
AAEL003228,f-cup
AAEL003229,CG5270
AAEL004021,CG9503
AAEL004023,CG2004
AAEL004022,CG5397
AAEL000050,DCTN3-p24
AAEL000051,Obp19a
AAEL000053,CG5026
AAEL008263,RYBP
AAEL008262,Ppa
AAEL008260,Kdm4B
AAEL014705,fsd
AAEL014704,CG7275
AAEL014702,LysRS
AAEL004247,MFS9
AAEL004243,CG31156
AAEL004242,CG1561
AAEL008195,CG1161
AAEL004249,fln
AAEL008190,net
AAEL008192,RpS3
AAEL011287,Usp1
AAEL011285,CG3732
AAEL011283,CG8078
AAEL011282,CG8545
AAEL011281,nemy
AAEL011280,Ca-alpha1D
AAEL011289,c12.2
AAEL011288,eEF1gamma
AAEL005266,RpS14a
AAEL005262,CG12004
AAEL005263,CG4866
AAEL005269,UQCR-C2
AAEL000238,CG8172
AAEL000239,stnB
AAEL000948,Tsp2A
AAEL000949,CG30389
AAEL000230,CG13392
AAEL000231,CG11771
AAEL000940,CG34236
AAEL000941,Tim8
AAEL000235,PPP1R15
AAEL000944,CG33129
AAEL005048,CG34194
AAEL001541,Cog6
AAEL001540,Usp15-31
AAEL001014,Vps45
AAEL001544,HSPC300
AAEL005046,Caper
AAEL005047,CG16908
AAEL011862,CG4022
AAEL011866,CG7339
AAEL011865,Dph1
AAEL017421,Nop56
AAEL006794,Dcr-2
AAEL006797,Fbxl7
AAEL006791,plx
AAEL006790,CG4294
AAEL006792,NoSymbolFound
AAEL006799,CG8777
AAEL006539,hpo
AAEL006538,CG7970
AAEL006249,Gld2
AAEL006247,Camp
AAEL006533,Ets21C
AAEL006532,Hira
AAEL006534,ft
AAEL006536,CG34453
AAEL005238,sgg
AAEL008854,CG12099
AAEL017139,CG13639
AAEL008850,Mat1
AAEL013108,SWIP
AAEL008853,CG2201
AAEL017133,CG31548
AAEL013107,CG1636
AAEL013103,Rrp40
AAEL017135,vtd
AAEL002544,CG4957
AAEL002097,Golgin84
AAEL002546,CG31030
AAEL002547,CG5282
AAEL002542,Tpi
AAEL002543,CG42675
AAEL002548,Tsc1
AAEL002549,sosie
AAEL002098,mei-9
AAEL007043,Dek
AAEL000032,RpS6
AAEL000033,IntS10
AAEL010480,Spat
AAEL012413,Naa30A
AAEL012412,CG14762
AAEL012410,AGO1
AAEL012417,CG34348
AAEL012419,Rpn6
AAEL012418,DNaseII
AAEL005208,CG3909
AAEL007114,Pino
AAEL001787,phr
AAEL009109,Uxt
AAEL003949,CG30349
AAEL003942,RpL36A
AAEL003946,mRpS33
AAEL003945,TfIIFalpha
AAEL003944,CG11563
AAEL002329,Mgat1
AAEL002898,Pcd
AAEL014957,spag
AAEL009817,CG9801
AAEL002321,toy
AAEL002322,CG9300
AAEL002895,Vps15
AAEL002892,PKD
AAEL002893,NoSymbolFound
AAEL002890,BCL7-like
AAEL002891,Naa40
AAEL003059,GAPsec
AAEL003051,edl
AAEL003052,CG6282
AAEL003055,CG5989
AAEL004490,Stoml2
AAEL004492,Cks30A
AAEL004493,Tsr1
AAEL004495,CG3104
AAEL004496,Eaat1
AAEL004497,CG9536
AAEL014055,dnk
AAEL014054,CG9636
AAEL006737,Cpr73D
AAEL008027,Hmt4-20
AAEL014051,l(3)07882
AAEL008020,snz
AAEL014058,CG6136
AAEL014046,m-cup
AAEL008037,Pgant35A
AAEL014044,knk
AAEL008032,SmydA-8
AAEL014040,NoSymbolFound
AAEL008031,CARPA
AAEL008038,CG12123
AAEL008039,CG13704
AAEL005150,mRpL23
AAEL012327,CG13018
AAEL012326,Cam
AAEL010819,VhaM9.7-a
AAEL010815,CG8176
AAEL010814,CG5028
AAEL010817,Dlip2
AAEL010816,ProRS-m
AAEL010810,Arv1
AAEL010812,CG11902
AAEL000788,Mmp2
AAEL000559,Alg11
AAEL001978,Uros1
AAEL018103,Apoltp
AAEL001971,CG2685
AAEL001972,Taf13
AAEL001974,CG12848
AAEL000961,clos
AAEL011492,CG4660
AAEL011496,CG8460
AAEL011494,Obp47b
AAEL010721,CG1504
AAEL010727,isoQC
AAEL000569,cbs
AAEL010531,CG12920
AAEL008443,CG11030
AAEL005453,Sfmbt
AAEL005451,RpL38
AAEL005450,FAM21
AAEL005457,Ostgamma
AAEL005455,CTPsyn
AAEL005454,nmd
AAEL005458,whd
AAEL000561,CG32202
AAEL010286,haf
AAEL007329,how
AAEL007328,CG4497
AAEL007322,wun
AAEL007321,CG17985
AAEL001208,Kua
AAEL001209,CG15096
AAEL017098,ple
AAEL001202,PIG-X
AAEL001203,Patsas
AAEL001200,AspRS-m
AAEL017097,Gr23a
AAEL001206,ThrRS
AAEL001207,CG5708
AAEL001204,mdy
AAEL001205,Su(dx)
AAEL013737,Dnali1
AAEL013731,CG18155
AAEL013730,CG10151
AAEL013733,dan
AAEL013732,tw
AAEL013739,wal
AAEL009314,CG15890
AAEL002155,Rab10
AAEL009317,Rab11
AAEL009311,Hmgcr
AAEL009313,eEF1delta
AAEL018211,CG10376
AAEL002158,Fer2LCH
AAEL018217,PTP-ER
AAEL013974,CG18596
AAEL018219,NoSymbolFound
AAEL014549,Vta1
AAEL014546,IntS14
AAEL014544,PPO2
AAEL012069,PHGPx
AAEL012062,Atpalpha
AAEL012061,CheA75a
AAEL012064,Npc2b
AAEL011480,Ctr9
AAEL003206,CG6523
AAEL003202,Srlp
AAEL003203,Desat1
AAEL003208,Tusp
AAEL014729,CG8173
AAEL014720,spn-F
AAEL017181,mAChR-A
AAEL015238,CG18508
AAEL004009,CG9522
AAEL004003,CG9518
AAEL004002,CG45065
AAEL000035,Obp19d
AAEL004007,CG18528
AAEL004006,nAChRalpha1
AAEL004004,Sirt4
AAEL001789,CG3589
AAEL005206,CG42673
AAEL005207,Nep1
AAEL005204,CG1358
AAEL005202,uri
AAEL005203,CG9752
AAEL005201,Hmgs
AAEL009556,Npc2d
AAEL000780,VGAT
AAEL000782,Nup62
AAEL000785,CG8441
AAEL004269,Nca
AAEL000787,calypso
AAEL000964,CG5846
AAEL000965,CG12547
AAEL006300,tank
AAEL004261,CG16984
AAEL000963,CG14483
AAEL001562,CG42360
AAEL001561,CG17574
AAEL001565,NoSymbolFound
AAEL001564,Taz
AAEL001569,Csp
AAEL011805,CG7963
AAEL011801,pon
AAEL011803,CG33253
AAEL005425,aux
AAEL004918,brat
AAEL004911,Gem3
AAEL004910,PGAP3
AAEL004913,Arf51F
AAEL004914,Srp19
AAEL004916,Hsepi
AAEL000242,Sh
AAEL006511,RpL40
AAEL006510,mxt
AAEL006516,VhaSFD
AAEL006515,CG11342
AAEL006514,CG3036
AAEL006519,CG3702
AAEL006518,CG8360
AAEL000245,CG12107
AAEL008788,Es2
AAEL008838,CG17359
AAEL008837,CG7656
AAEL008832,CHES-1-like
AAEL008833,CG13108
AAEL008786,ste24a
AAEL008831,CG11409
AAEL013121,zetaCOP
AAEL013128,Baldspot
AAEL017156,RpIII128
AAEL017402,CG7214
AAEL017400,CG1622
AAEL012656,U2A
AAEL012659,png
AAEL012658,kermit
AAEL014518,CG13698
AAEL013384,CG12024
AAEL013380,Cpr66Cb
AAEL013382,CG4098
AAEL013389,Coprox
AAEL012475,syd
AAEL012474,exex
AAEL012476,Rilpl
AAEL012471,dome
AAEL012473,Vav
AAEL012472,Klc
AAEL012478,CG17929
AAEL007173,CG5174
AAEL007171,Pp2C1
AAEL002529,CG7857
AAEL002526,CG12479
AAEL002527,CD98hc
AAEL002525,gb
AAEL002523,Tim9a
AAEL002520,Karl
AAEL003929,CG14881
AAEL003927,Fcp3C
AAEL003926,waw
AAEL003921,CG7215
AAEL003923,mon2
AAEL003922,CG1074
AAEL000115,CG9107
AAEL015007,Prosalpha6
AAEL000322,CG12182
AAEL001218,AlaRS
AAEL004142,psidin
AAEL004143,PIG-L
AAEL012389,CG11839
AAEL012381,insb
AAEL012380,PGRP-LA
AAEL012387,CG14285
AAEL003071,Pus7
AAEL003070,CG5290
AAEL003077,Nelf-E
AAEL003075,CG6765
AAEL009914,SmD2
AAEL001449,CG13123
AAEL002752,ida
AAEL008010,side-III
AAEL008787,Vha68-2
AAEL008014,CG2256
AAEL008015,stx
AAEL014067,CG5048
AAEL008124,CG14544
AAEL011650,AP-1-2beta
AAEL011123,CG4908
AAEL011652,Regnase-1
AAEL011653,pch2
AAEL011654,CG12531
AAEL011655,AsnRS-m
AAEL011656,RpS15
AAEL011657,Kap-alpha3
AAEL011659,CG31223
AAEL010520,CG1371
AAEL010523,CG2269
AAEL010522,Kdm4A
AAEL010296,Mccc1
AAEL000579,CG4953
AAEL000578,TTLL3B
AAEL010529,CNMa
AAEL000576,DIP-epsilon
AAEL010299,NoSymbolFound
AAEL000574,CG5554
AAEL000572,NoSymbolFound
AAEL000571,CG13982
AAEL004688,egh
AAEL017155,IFT43
AAEL001997,CG3594
AAEL002974,mav
AAEL010745,fj
AAEL010743,Nfs1
AAEL010742,mEFG1
AAEL010749,CG9170
AAEL001198,SLC5A11
AAEL001199,CG13390
AAEL001190,spict
AAEL001194,NoSymbolFound
AAEL005437,trp
AAEL005433,Zwilch
AAEL005432,mesh
AAEL009761,CG31690
AAEL002979,CG33095
AAEL009763,beat-VII
AAEL009762,spo
AAEL009765,eas
AAEL009764,ApepP
AAEL009766,CG5599
AAEL013700,Rpb11
AAEL007344,CG13510
AAEL001228,CG43689
AAEL001227,side-VI
AAEL001220,ck
AAEL001223,Ced-12
AAEL016969,CG31910
AAEL016967,CG6293
AAEL018265,CG14866
AAEL013249,eIF4G1
AAEL013248,CycH
AAEL001395,CG3634
AAEL013240,Alg13
AAEL013243,CG3337
AAEL013244,CG18542
AAEL005146,CRIF
AAEL009379,mRpL33
AAEL009376,gt
AAEL009377,Rap1
AAEL009374,CG17726
AAEL009375,CG43867
AAEL009372,CG1578
AAEL009373,Naa20A
AAEL010146,Mtpalpha
AAEL006169,cathD
AAEL010145,nrv2
AAEL006160,RunxA
AAEL006166,Mt2
AAEL006167,run
AAEL008181,FucT6
AAEL009999,mms4
AAEL014529,RanBP3
AAEL014528,Bx42
AAEL014527,CG1090
AAEL014520,CG32354
AAEL014523,amon
AAEL009995,CG11790
AAEL012041,CG5002
AAEL003267,CG16791
AAEL003264,CG13319
AAEL003262,CG7896
AAEL003260,natalisin
AAEL008227,CG13377
AAEL014296,CG33523
AAEL014295,c12.1
AAEL014292,RpS24
AAEL008220,CG13096
AAEL008228,Sbat
AAEL003481,CG31915
AAEL003487,Asap
AAEL008481,RpL18
AAEL000010,RpL36
AAEL000013,CG8336
AAEL004069,mRpS14
AAEL000016,CG5412
AAEL000017,CG32681
AAEL004065,Chchd3
AAEL004064,shtd
AAEL004067,Tspo
AAEL004060,sun
AAEL004063,Nle
AAEL001761,CG6833
AAEL005221,CG32687
AAEL001762,ETH
AAEL005888,DNApol-theta
AAEL005225,Vlet
AAEL005227,CG13074
AAEL005228,pck
AAEL005885,Ate1
AAEL005880,CG12343
AAEL009574,CG31523
AAEL009579,CG1789
AAEL004280,Osi9
AAEL004283,drm
AAEL004282,HemK1
AAEL000902,CG6126
AAEL004284,CG13551
AAEL004287,Faf2
AAEL004288,PpV
AAEL011359,NFAT
AAEL011358,Orc5
AAEL001507,CG8841
AAEL001506,CG13097
AAEL001501,CIAPIN1
AAEL001500,tup
AAEL001503,Nhe2
AAEL009686,beag
AAEL011826,CG8379
AAEL011353,PIG-T
AAEL011352,DNApol-gamma35
AAEL011355,CRAT
AAEL011357,Rbm13
AAEL009681,rho-4
AAEL010193,hdm
AAEL010197,Dnai2
AAEL006751,CG2217
AAEL006750,mei-S332
AAEL006753,CG18335
AAEL006752,MESR6
AAEL006755,CG6674
AAEL010991,Acsl
AAEL010993,Tgt
AAEL004930,CAH1
AAEL004936,BicD
AAEL006013,Set2
AAEL006283,MsR1
AAEL006282,Tsp47F
AAEL006280,jhamt
AAEL006286,CG7810
AAEL006285,CG30076
AAEL006577,AsnRS
AAEL006571,pll
AAEL006572,TpnC41C
AAEL008811,CG5569
AAEL008760,CG14591
AAEL008761,Pbp45
AAEL008814,pcm
AAEL008767,CG12951
AAEL008764,Cpr50Cb
AAEL008765,Cpr56F
AAEL008768,mbf1
AAEL001065,CG13663
AAEL000635,CSN7
AAEL010896,Smu1
AAEL007484,Sec23
AAEL007482,MED27
AAEL007483,CG13643
AAEL007480,wfs1
AAEL007481,nac
AAEL008360,5-HT1A
AAEL007158,Nnp-1
AAEL007150,kz
AAEL007151,CG13366
AAEL007153,AMPKalpha
AAEL007626,GNBP1
AAEL007156,CG14223
AAEL005793,e
AAEL002501,prtp
AAEL002050,CG6179
AAEL002051,Nhe3
AAEL002504,ATPsyndelta
AAEL002055,7B2
AAEL002508,Rpt5
AAEL012671,crc
AAEL003695,Phf5a
AAEL012675,CG10324
AAEL003907,CG11070
AAEL003670,NoSymbolFound
AAEL003905,phu
AAEL003675,RFeSP
AAEL003674,Smyd3
AAEL003676,CG11180
AAEL015022,CG9701
AAEL003909,CG31751
AAEL003908,Nup107
AAEL013509,CG8405
AAEL003691,CG17490
AAEL013503,CG12818
AAEL013504,Doc2
AAEL017320,CG9150
AAEL012456,unk
AAEL012904,Gdi
AAEL012450,meng
AAEL003014,Glut4EF
AAEL003011,ND-B8
AAEL003013,Mkk4
AAEL003019,CG8768
AAEL003018,CG15412
AAEL014889,ND-19
AAEL000855,rt
AAEL000850,Cad96Ca
AAEL010911,dbo
AAEL004543,CG6865
AAEL004546,betaCOP
AAEL014080,CG31075
AAEL010913,SMC5
AAEL014084,Klp61F
AAEL001105,Vhl
AAEL001104,Abp1
AAEL013617,RhoGAP5A
AAEL011105,hts
AAEL011106,enok
AAEL011101,ytr
AAEL011102,CG14767
AAEL011103,Zw10
AAEL011109,Nha1
AAEL000590,dnr1
AAEL000593,CG7772
AAEL000595,beat-IV
AAEL000594,Rcd5
AAEL000597,CadN
AAEL000596,ninaC
AAEL000599,NoSymbolFound
AAEL000327,Eip78C
AAEL008232,CG10960
AAEL013887,CG1523
AAEL005148,TTLL1B
AAEL013884,CG15221
AAEL013883,Tango10
AAEL013882,lov
AAEL005419,twf
AAEL005141,EMC10
AAEL014284,fd59A
AAEL005415,FeCH
AAEL005414,EMC6
AAEL005413,mRpS11
AAEL005411,Ent2
AAEL013888,CG1646
AAEL009747,RpS18
AAEL009745,Nos
AAEL009744,CG11170
AAEL009748,Hacl
AAEL010509,Amph
AAEL010508,Vps13
AAEL010506,Galphaq
AAEL010505,Rpe
AAEL010504,boca
AAEL007367,Sdhaf3
AAEL007810,dgt6
AAEL007813,fs(1)Ya
AAEL007364,CG10898
AAEL007363,CG6959
AAEL007814,Fer2
AAEL007360,Scm
AAEL013087,MED16
AAEL013083,CG31431
AAEL007369,eve
AAEL001246,CG5757
AAEL001244,GEFmeso
AAEL001245,mub
AAEL001242,RluA-1
AAEL001243,sens-2
AAEL001240,CG4168
AAEL001241,PLCXD
AAEL001249,CG12713
AAEL010769,Spn28Dc
AAEL010768,CG4036
AAEL010766,IP3K1
AAEL010765,Lamp1
AAEL010764,CG8665
AAEL010762,Arp8
AAEL010761,GCC88
AAEL010760,CG13901
AAEL013261,Atf-2
AAEL013260,Amacr
AAEL017238,CCKLR-17D3
AAEL013265,CG5986
AAEL017230,Gr8a
AAEL009351,CG8993
AAEL009356,CG15877
AAEL006144,Idi
AAEL006145,DCTN1-p150
AAEL006140,Myt1
AAEL006142,p
AAEL013336,PIG-H
AAEL018208,CG4678
AAEL008591,kel
AAEL008590,CG34126
AAEL008593,NoSymbolFound
AAEL008592,drosha
AAEL008594,CG3792
AAEL008596,spz3
AAEL002269,CG16758
AAEL014501,MED10
AAEL002261,Pu
AAEL002260,NoSymbolFound
AAEL002264,CG30428
AAEL012026,kra
AAEL012025,mRpL45
AAEL012023,CG31855
AAEL009388,CG9951
AAEL012029,Rga
AAEL003242,Cpr49Ag
AAEL003244,CG7420
AAEL003245,IKKbeta
AAEL003246,Dera
AAEL015271,Mtl
AAEL004046,CG43155
AAEL004733,Rpn11
AAEL004732,TrissinR
AAEL004735,CG13002
AAEL004042,Gnpnat
AAEL004041,Flo2
AAEL004040,Pp4-19C
AAEL004739,CG7461
AAEL004738,NoSymbolFound
AAEL004048,CG4928
AAEL011599,CG11356
AAEL011597,CG12237
AAEL009517,2mit
AAEL011594,Pink1
AAEL009512,GAA1
AAEL011591,fest
AAEL018200,CG6236
AAEL000298,GlyT
AAEL000297,mRpS25
AAEL000922,PNPase
AAEL000923,CG11674
AAEL000924,Gcn2
AAEL000293,Tudor-SN
AAEL000290,kin17
AAEL000291,Vha16-1
AAEL011371,vri
AAEL011377,CG34148
AAEL011376,Wee1
AAEL011379,Coq7
AAEL001749,stet
AAEL001742,fmt
AAEL001740,Pdss2
AAEL001744,Aplip1
AAEL006779,CG31648
AAEL006772,eco
AAEL006771,CG5532
AAEL006776,nuf
AAEL006774,wat
AAEL010971,Jarid2
AAEL010977,CG9281
AAEL010974,Atxn7
AAEL010975,Prm
AAEL000433,dlp
AAEL010978,Elys
AAEL000431,CG7988
AAEL000436,Smyd5
AAEL000434,CG3156
AAEL000435,thoc7
AAEL008609,CG18585
AAEL008608,CG14764
AAEL004956,CG13175
AAEL004952,Ntan1
AAEL008601,mRpL28
AAEL008603,CG7742
AAEL008605,CG8891
AAEL004958,NtR
AAEL008607,Tep3
AAEL001526,cg
AAEL001524,Rab23
AAEL001522,CG13196
AAEL006809,na
AAEL006808,Adck1
AAEL001139,sff
AAEL006557,PDCD-5
AAEL006800,bdg
AAEL006553,CG5027
AAEL006552,CG7611
AAEL006551,CG8009
AAEL006550,CG8974
AAEL008745,CG13502
AAEL008746,CG34199
AAEL008740,Sc2
AAEL008741,Cse1
AAEL008743,Dpit47
AAEL010998,CG3345
AAEL005668,CG13313
AAEL000026,CG5359
AAEL005600,CG14883
AAEL005605,Papss
AAEL000022,CG12321
AAEL005662,NTPase
AAEL007602,Phae2
AAEL002077,Rad23
AAEL002070,CG18304
AAEL012618,CG12288
AAEL002079,Trf
AAEL009399,Nup37
AAEL003385,CG6769
AAEL003384,CG14671
AAEL003387,sbm
AAEL005216,CG2794
AAEL003383,Arp1
AAEL003382,CG10803
AAEL003389,AttB
AAEL003388,Axn
AAEL015042,NoSymbolFound
AAEL013528,Prx3
AAEL013525,Timp
AAEL013526,CG12814
AAEL013527,snRNP-U1-C
AAEL013521,TrpRS
AAEL013522,Pnn
AAEL002389,aph-1
AAEL002386,CG7289
AAEL002387,CG30291
AAEL002384,Cwc25
AAEL002380,Gr21a
AAEL012925,twin
AAEL012924,mRpS24
AAEL012929,retm
AAEL003822,CG13126
AAEL003824,pcs
AAEL003825,CG13919
AAEL003658,LanB1
AAEL014414,CG7483
AAEL003653,Spn100A
AAEL003651,Pld3
AAEL008017,Cyp4c3
AAEL003654,CG9596
AAEL004388,Pxt
AAEL004389,alpha-Man-IIb
AAEL003287,Ars2
AAEL004383,CG7985
AAEL004385,SecS
AAEL014316,CG7120
AAEL014317,bc10
AAEL014314,DNApol-alpha50
AAEL014315,Culd
AAEL002922,Ir8a
AAEL014318,Msr-110
AAEL002921,Spindly
AAEL018048,DZIP1
AAEL002924,Mo25
AAEL003039,Nmd3
AAEL003036,CG2258
AAEL003035,Rh5
AAEL003034,CG10347
AAEL003032,CG15439
AAEL000600,Wnt10
AAEL000605,CG12007
AAEL004569,CG14253
AAEL000609,CG15249
AAEL004566,CG15743
AAEL004567,Fit1
AAEL004561,CG6678
AAEL004562,DNApol-eta
AAEL004563,Rpt4
AAEL011168,Galphai
AAEL011651,CG14230
AAEL012310,Arp3
AAEL011162,APC7
AAEL011161,bbx
AAEL011121,rumi
AAEL004294,NoSymbolFound
AAEL011125,CG14431
AAEL005388,Patr-1
AAEL005387,CG7568
AAEL005386,vkg
AAEL005384,Pfas
AAEL005383,Fic
AAEL010835,wnd
AAEL005163,CG7006
AAEL005162,mRpL11
AAEL011788,CG8679
AAEL001515,Debcl
AAEL012013,CG12009
AAEL005165,Droj2
AAEL011782,CG10222
AAEL011780,Msh6
AAEL011781,Pex3
AAEL011786,CG42594
AAEL011787,ImpE3
AAEL011784,FucTA
AAEL010524,egr
AAEL009723,CG41520
AAEL010294,metro
AAEL010569,Chpf
AAEL010568,Klp3A
AAEL010565,FoxK
AAEL010564,CG15449
AAEL010567,fne
AAEL010561,tth
AAEL011340,snRNP-U1-70K
AAEL010563,TyrRS-m
AAEL013061,LSm7
AAEL013063,Atg18b
AAEL013065,CG12567
AAEL013069,Rack1
AAEL013068,mts
AAEL010781,Rrp1
AAEL010783,nrv3
AAEL010782,CG17633
AAEL010785,CG13634
AAEL010784,CG8507
AAEL010788,CG10280
AAEL013207,ghi
AAEL013206,PGAP2
AAEL013201,CG7914
AAEL013203,Usp47
AAEL017251,AGO2
AAEL013209,CG42747
AAEL013208,pall
AAEL017258,vsg
AAEL006124,ttm50
AAEL006125,Cnb
AAEL006122,dyl
AAEL006123,gd
AAEL013907,CG11396
AAEL006128,CG15923
AAEL006129,nero
AAEL007839,Hexo2
AAEL007838,CG9328
AAEL007831,CG11294
AAEL007835,fu
AAEL018263,otu
AAEL000716,CG31743
AAEL002711,TBC1D16
AAEL002240,Stam
AAEL002714,pav
AAEL002244,fy
AAEL002719,CG15014
AAEL002718,kkv
AAEL002249,CG32075
AAEL002248,CG11456
AAEL012556,CG4213
AAEL012466,mys
AAEL004719,insc
AAEL004711,tilB
AAEL004717,Cdk5alpha
AAEL004716,Chd1
AAEL004715,Tob
AAEL011571,Gr66a
AAEL011570,Fibp
AAEL009533,CG11658
AAEL011575,CG32486
AAEL012980,CG4364
AAEL011579,CG34429
AAEL009539,CG18815
AAEL012989,Nup75
AAEL011314,Jheh2
AAEL011317,Bap55
AAEL011311,CG15651
AAEL011318,CG3216
AAEL018221,gogo
AAEL014125,Hmx
AAEL001729,CG5543
AAEL001728,CG34442
AAEL001899,CG31974
AAEL001898,TTLL4A
AAEL001725,CG8613
AAEL001896,Tpr2
AAEL001894,kek2
AAEL001891,insv
AAEL006715,DNApol-iota
AAEL006717,ABCB7
AAEL006711,BNIP3
AAEL006713,U2af38
AAEL006712,aurB
AAEL010954,CG8675
AAEL010955,CG11035
AAEL010956,CG9628
AAEL000418,MagR
AAEL010951,CG5618
AAEL004979,NoSymbolFound
AAEL010953,CG13926
AAEL004977,Sec24CD
AAEL000415,pdgy
AAEL004975,CG15269
AAEL004974,GlcAT-S
AAEL000410,eca
AAEL004972,CG44085
AAEL000412,sturkopf
AAEL008623,HemK2
AAEL008621,Cdk1
AAEL008625,CG9664
AAEL001096,CG1986
AAEL001094,CG14207
AAEL001092,CG42813
AAEL001091,Men-b
AAEL001090,GstD11
AAEL001099,IntS6
AAEL006822,OtopLa
AAEL010048,Rpn7
AAEL006820,Lsd-2
AAEL006825,CG15765
AAEL010042,CG4679
AAEL010043,Dh31-R
AAEL010041,PVRAP
AAEL010046,mats
AAEL010047,ABCD
AAEL005438,CG4041
AAEL008728,CG9143
AAEL008724,CG11788
AAEL008725,NoSymbolFound
AAEL008722,zld
AAEL008723,CG11825
AAEL008721,CG2202
AAEL005599,dpr4
AAEL005593,CG1648
AAEL005590,dila
AAEL007442,CG9003
AAEL007443,Stlk
AAEL007441,CG5885
AAEL007447,gw
AAEL007444,REPTOR-BP
AAEL007994,CG11539
AAEL007997,CG10657
AAEL007990,Sh3beta
AAEL005628,CG2972
AAEL005629,RpL35
AAEL005624,CG32037
AAEL005626,sotv
AAEL005622,CG32036
AAEL007667,ckn
AAEL007196,CG3776
AAEL007197,CG43693
AAEL007662,CkIalpha
AAEL007191,CG7888
AAEL007660,NoSymbolFound
AAEL007661,Rab40
AAEL007198,Osi22
AAEL007668,mRpS29
AAEL009099,Uck
AAEL002019,Ttc19
AAEL002016,AIF
AAEL002012,Phax
AAEL009092,schlank
AAEL009090,CG16790
AAEL012637,elg1
AAEL012636,CG5157
AAEL015066,sra
AAEL015065,alpha-Spec
AAEL015062,CG3358
AAEL015061,Sgt1
AAEL015060,Rad51D
AAEL013546,ERR
AAEL013544,klu
AAEL013540,Rad60
AAEL013541,Syx5
AAEL013549,CG4707
AAEL006566,spt4
AAEL009895,Nep2
AAEL009893,CG1815
AAEL009892,CG14868
AAEL009891,Xe7
AAEL009890,CG12213
AAEL012496,CG43980
AAEL009899,CG13607
AAEL009898,CG30382
AAEL012944,RpL11
AAEL012947,CG10958
AAEL012940,CG34112
AAEL012943,Rpt1
AAEL012942,CG15747
AAEL012949,Tsf3
AAEL005573,CG7488
AAEL003634,Sgt
AAEL004881,Kul
AAEL009904,CG15617
AAEL000703,GlyP
AAEL004366,CG7131
AAEL004364,CG8064
AAEL000704,Syt1
AAEL004368,Mat89Ba
AAEL004369,tobi
AAEL014334,DIP-delta
AAEL014335,RhoGAP18B
AAEL000254,NfI
AAEL009908,GatB
AAEL002904,CG9497
AAEL002906,Rpn2
AAEL000707,ncm
AAEL002900,CG14969
AAEL014339,CG8607
AAEL002902,twi
AAEL002903,Pi3K92E
AAEL004507,CG11309
AAEL008794,RpIIIC53
AAEL004502,rho-6
AAEL004500,eEF2
AAEL004509,NoSymbolFound
AAEL015288,CG14834
AAEL008822,CG13972
AAEL011140,CG3907
AAEL011147,IntS2
AAEL002413,CG15534
AAEL013132,Pfrx
AAEL002411,ATP6AP2
AAEL002416,CG5590
AAEL005363,CG9109
AAEL005364,AP-1gamma
AAEL005367,mtm
AAEL005368,TfIIB
AAEL002415,stck
AAEL000629,Ak3
AAEL000628,Or67d
AAEL000622,CG6621
AAEL005106,CG12016
AAEL005103,CG9018
AAEL009708,CG3719
AAEL009705,Efhc1.2
AAEL009703,CG14894
AAEL009702,Usp20-33
AAEL009701,Rad1
AAEL009700,CG30022
AAEL013718,CG11693
AAEL010230,ND-B22
AAEL010545,vg
AAEL010543,CycY
AAEL017213,RpII140
AAEL013715,Try29F
AAEL017015,TwdlT
AAEL017010,RpI135
AAEL017012,Akap200
AAEL001778,mdlc
AAEL006458,Fdh
AAEL010135,Cog4
AAEL006452,Pgant3
AAEL006450,CG3652
AAEL006457,CG17486
AAEL006454,lush
AAEL006107,Hus1-like
AAEL001472,CG33116
AAEL007858,RanGAP
AAEL007854,pelo
AAEL007857,CG14322
AAEL009371,NoSymbolFound
AAEL007853,Larp7
AAEL001479,CG5037
AAEL012796,PK1-R
AAEL001478,CG33090
AAEL013950,CG9253
AAEL013225,CG5946
AAEL018232,Slob
AAEL018235,4E-T
AAEL013222,obst-B
AAEL018237,CG10417
AAEL018236,cv-2
AAEL002225,CG32147
AAEL002221,Cib2
AAEL002220,CG34351
AAEL012577,CG12811
AAEL007279,E2f2
