GeneName,GeneSymbolOrthologs
AGAP010787,timeout
AGAP010789,CG11674
AGAP010790,btv
AGAP010791,PNPase
AGAP010792,ND-39
AGAP010793,ric8a
AGAP010794,ZnT77C
AGAP010795,CG42339
AGAP010800,CG1677
AGAP010801,Pi4KIIIalpha
AGAP010805,CG30015
AGAP010806,CG34396
AGAP010807,CG3045
AGAP010808,a
AGAP010823,Fas3
AGAP010828,Strica
AGAP010835,Psf1
AGAP010836,Pex2
AGAP010837,hppy
AGAP010841,Mob2
AGAP010842,CG8067
AGAP010843,CG6191
AGAP010850,CG34342
AGAP010851,Lkr
AGAP010854,Slc45-1
AGAP010865,CG15279
AGAP010866,CG17333
AGAP010867,nvy
AGAP010870,Fatp3
AGAP010871,CG17327
AGAP010872,CG3225
AGAP010873,CG4858
AGAP010874,mbt
AGAP010875,Rab18
AGAP010876,Hsc70-5
AGAP010877,shop
AGAP010878,AQP
AGAP010879,sPLA2
AGAP010881,Sln
AGAP010882,CG10147
AGAP010883,cos
AGAP010884,Dscam1
AGAP010885,CG18003
AGAP010886,hwt
AGAP010891,ari-1
AGAP010892,CG3168
AGAP010893,Osbp
AGAP010894,SrpRalpha
AGAP010895,beta-Spec
AGAP010898,mei-W68
AGAP010901,CG8541
AGAP010909,Ssdp
AGAP010910,PIG-Z
AGAP010918,CstF64
AGAP010919,D
AGAP010924,Pex1
AGAP010926,sens
AGAP010928,CG14105
AGAP010929,betaTub85D
AGAP010930,CG13562
AGAP010932,CG9213
AGAP010933,RpS19a
AGAP010935,Pbgs
AGAP010936,MED18
AGAP010938,brk
AGAP010939,Atg5
AGAP010940,C901
AGAP010941,l(2)k10201
AGAP010943,CG32054
AGAP010954,Tis11
AGAP010956,Grip163
AGAP010957,Cam
AGAP010958,Tbp
AGAP010959,prel
AGAP010960,CG33964
AGAP010961,Cyp6g2
AGAP010963,Ntan1
AGAP010969,robo1
AGAP010971,alphaTub84B
AGAP010972,CG2556
AGAP010973,CG17167
AGAP010975,zyd
AGAP010978,Nup62
AGAP010983,CG7945
AGAP010984,mrn
AGAP010985,Cep135
AGAP010987,St1
AGAP010988,CG16959
AGAP010990,CG33767
AGAP010993,CG33627
AGAP011011,CG33645
AGAP011023,CG14455
AGAP011030,NoSymbolFound
AGAP011031,CG13875
AGAP011032,Rsph9
AGAP011034,Ten-m
AGAP011035,Sf3a2
AGAP011036,Pi3K68D
AGAP011038,CrebA
AGAP011042,Socs36E
AGAP011044,CG10383
AGAP011045,CG5455
AGAP011047,CG3819
AGAP011049,CG42390
AGAP011050,Akr1B
AGAP011053,CG10638
AGAP011054,Jafrac1
AGAP011055,Pitslre
AGAP011056,CG4042
AGAP011057,CG4074
AGAP011059,CG4186
AGAP011061,CG18473
AGAP011062,glob3
AGAP011065,Six4
AGAP011069,CG32225
AGAP011070,CG42671
AGAP011076,lwr
AGAP011077,NoSymbolFound
AGAP011078,Zmynd10
AGAP011079,CG4658
AGAP011080,l(3)02640
AGAP011081,CG4101
AGAP011082,Hsf
AGAP011084,Rs1
AGAP011085,CG8878
AGAP011086,CG2211
AGAP011087,NoSymbolFound
AGAP011089,tapas
AGAP011092,pAbp
AGAP011093,phyl
AGAP011095,CG17716
AGAP011096,slbo
AGAP011097,alpha-Catr
AGAP011098,CG7860
AGAP011100,Mst98Cb
AGAP011102,CG11815
AGAP011105,CG11811
AGAP011106,CG3345
AGAP011107,Grx1
AGAP011108,GXIVsPLA2
AGAP011109,CG32425
AGAP011110,Tfb1
AGAP011111,RhoGAP71E
AGAP011114,DCP2
AGAP011116,VGAT
AGAP011118,Fak
AGAP011119,CG6426
AGAP011120,CG8910
AGAP011121,CG6472
AGAP011122,CG6145
AGAP011123,gig
AGAP011125,CG18547
AGAP011126,SpdS
AGAP011127,su(sable)
AGAP011128,dpr11
AGAP011130,ND-42
AGAP011131,ATPsynD
AGAP011132,Psf3
AGAP011133,ras
AGAP011134,Lim1
AGAP011135,Snap29
AGAP011136,Tes
AGAP011137,CG4872
AGAP011138,Mhcl
AGAP011139,PlexB
AGAP011140,CNPYb
AGAP011141,mlt
AGAP011142,KLHL18
AGAP011143,Vsx2
AGAP011144,CG13258
AGAP011147,Hlc
AGAP011148,mRpL14
AGAP011149,Dhx15
AGAP011150,Roe1
AGAP011152,sl
AGAP011155,CG13197
AGAP011156,Ranbp9
AGAP011157,p23
AGAP011158,Kyat
AGAP011159,COX5A
AGAP011160,Syx18
AGAP011161,CG8036
AGAP011162,msps
AGAP011163,CG10185
AGAP011164,CG17202
AGAP011165,mgr
AGAP011166,Pp1alpha-96A
AGAP011167,CG13618
AGAP011168,AANATL7
AGAP011169,Tsf3
AGAP011170,CG3735
AGAP011171,Lint-1
AGAP011172,Eip55E
AGAP011173,RpL11
AGAP011174,Rpt1
AGAP011177,hiw
AGAP011178,Zip42C.1
AGAP011179,CG30340
AGAP011180,Kdm4B
AGAP011190,eIF2alpha
AGAP011192,trr
AGAP011195,CG7166
AGAP011198,CG13760
AGAP011199,sno
AGAP011203,eIF5
AGAP011207,CG7460
AGAP011208,Hex-A
AGAP011210,HPS1
AGAP011211,Rrp4
AGAP011214,Sec16
AGAP011217,snama
AGAP011218,TBC1D16
AGAP011220,borr
AGAP011229,Fili
AGAP011242,Smurf
AGAP011243,CG30105
AGAP011244,Fib
AGAP011245,icln
AGAP011246,Orc6
AGAP011247,lolal
AGAP011248,CG5913
AGAP011249,CG13625
AGAP011250,igl
AGAP011251,ubl
AGAP011252,GPHR
AGAP011254,Arl5
AGAP011255,CG31998
AGAP011271,anne
AGAP011274,PIG-A
AGAP011275,CG2186
AGAP011279,CG43066
AGAP011281,Ude
AGAP011282,fa2h
AGAP011283,kappaB-Ras
AGAP011284,NoSymbolFound
AGAP011285,CG9004
AGAP011286,Opa1
AGAP011288,Dph3
AGAP011291,EMRE
AGAP011292,fliI
AGAP011293,pcs
AGAP011294,Def
AGAP011295,Atg1
AGAP011296,CG42709
AGAP011298,RpL10Ab
AGAP011299,PGAP1
AGAP011300,CG5946
AGAP011301,crim
AGAP011302,Alp9
AGAP011306,CG13375
AGAP011309,Ns2
AGAP011310,PIG-P
AGAP011312,Naus
AGAP011313,CG15120
AGAP011314,CG11257
AGAP011315,CG8839
AGAP011316,Den1
AGAP011317,CG16926
AGAP011318,Syngr
AGAP011320,CG13579
AGAP011321,NoSymbolFound
AGAP011322,CG31999
AGAP011323,CG32202
AGAP011324,Alg11
AGAP011327,CG7137
AGAP011328,Sf3a1
AGAP011329,CG10932
AGAP011330,CG9147
AGAP011331,ReepA
AGAP011333,DIP2
AGAP011334,fax
AGAP011336,SCAP
AGAP011337,GM130
AGAP011338,O-fut1
AGAP028166,CG32756
AGAP011340,Cpsf160
AGAP011341,Ets98B
AGAP011342,Tsp74F
AGAP011345,CRIF
AGAP011346,EMC10
AGAP011348,CG7402
AGAP011349,Grd
AGAP011350,CG5567
AGAP011351,pns
AGAP011352,Gfat2
AGAP011353,Pmm2
AGAP011354,CG8778
AGAP028143,Spase22-23
AGAP011355,CG17839
AGAP011356,Pat1
AGAP011357,CG7675
AGAP011358,Slh
AGAP011360,krz
AGAP011361,Hus1-like
AGAP011362,CG13367
AGAP011363,Rab6
AGAP011364,CG8237
AGAP011365,CG9289
AGAP011366,CG9287
AGAP028138,Gel
AGAP011374,AP-1mu
AGAP011378,trn
AGAP011379,fz
AGAP011383,CG1542
AGAP011384,bbg
AGAP011387,CG5114
AGAP011388,Zip71B
AGAP011393,defl
AGAP011394,CG11807
AGAP011395,ptc
AGAP011398,Cep89
AGAP011399,btz
AGAP011401,angel
AGAP011402,ifc
AGAP011412,rtv
AGAP011413,Pop2
AGAP011414,rdgC
AGAP011417,toe
AGAP011421,siz
AGAP011422,hzg
AGAP011423,Prosbeta2
AGAP011424,RpS16
AGAP011425,SMC2
AGAP011426,NaPi-T
AGAP011437,kn
AGAP011438,CkIIbeta
AGAP011439,CG11141
AGAP011440,CG11123
AGAP011441,Dhc62B
AGAP011442,hiro
AGAP011444,Prosbeta7
AGAP011446,Psi
AGAP011447,Dek
AGAP011448,Fen1
AGAP011449,IntS8
AGAP011450,CG5235
AGAP011452,CCHa1-R
AGAP011454,ana3
AGAP011455,CG30010
AGAP011456,CG3500
AGAP011457,Rpi
AGAP011458,shu
AGAP011459,CngB
AGAP011460,CG30197
AGAP011462,CG13502
AGAP011463,Shc
AGAP011464,l(2)k09913
AGAP011470,Ssu72
AGAP011471,Ns3
AGAP011474,CG3356
AGAP011476,CG9380
AGAP011482,CG44008
AGAP011483,ATP8A
AGAP011487,POSH
AGAP011488,NoSymbolFound
AGAP011489,otk
AGAP011491,Snx17
AGAP011493,Efr
AGAP011494,holn1
AGAP011495,Rca1
AGAP011496,CG8679
AGAP011497,Vps25
AGAP011504,Sec61beta
AGAP011506,frm
AGAP011508,barr
AGAP011517,fog
AGAP011519,CG5111
AGAP011521,CG11444
AGAP011522,CG14286
AGAP011523,SmydA-4
AGAP011524,CG12698
AGAP011530,SmydA-1
AGAP011531,CG7966
AGAP011532,Sep2
AGAP011533,CG11396
AGAP011534,Ankle2
AGAP011535,EloC
AGAP011536,CG3430
AGAP011537,AGO2
AGAP011538,hdm
AGAP011539,Dnai2
AGAP011541,CG10948
AGAP011544,jim
AGAP011545,Helz
AGAP011546,fwe
AGAP011547,CG18273
AGAP011548,CG7368
AGAP011549,bug
AGAP011551,Sec31
AGAP011552,Debcl
AGAP011553,CG13196
AGAP011554,mbl
AGAP011560,NoSymbolFound
AGAP011562,Oseg4
AGAP011563,CG15309
AGAP011565,Rab23
AGAP011566,cg
AGAP011568,Gga
AGAP011569,GIIIspla2
AGAP011570,CG8841
AGAP011573,CG1231
AGAP011578,CG13532
AGAP011580,eIF3k
AGAP011581,mRpL12
AGAP027998,Spc105R
AGAP011582,Atg3
AGAP011583,Trl
AGAP011584,ome
AGAP011586,mop
AGAP011587,dbo
AGAP011600,chrb
AGAP011603,CG3961
AGAP011605,CG3588
AGAP011609,olf413
AGAP011617,CG43896
AGAP028051,CG43294
AGAP011622,cort
AGAP011623,SMC5
AGAP011625,TfAP-2
AGAP011626,MED19
AGAP011627,CG8963
AGAP011629,CG7430
AGAP011631,Or56a
AGAP011634,CG6028
AGAP011635,mRpL35
AGAP011637,snf
AGAP011638,RAF2
AGAP011641,CG9624
AGAP011643,mthl14
AGAP011644,CG9784
AGAP011646,CG32447
AGAP011648,Cad96Ca
AGAP011650,Ptp52F
AGAP011652,CG12010
AGAP011655,Kr
AGAP011661,Su(var)3-3
AGAP011666,CG9896
AGAP011670,Spt3
AGAP011673,CG15908
AGAP011678,Taf5
AGAP011683,CG6271
AGAP011685,uzip
AGAP011686,gcl
AGAP011687,RpL27
AGAP011688,Set2
AGAP011689,Miga
AGAP011690,DCTN2-p50
AGAP011691,Patronin
AGAP011693,Dredd
AGAP011694,CG14234
AGAP011695,so
AGAP011701,CG9304
AGAP011702,Ehbp1
AGAP011705,CG3558
AGAP011706,NoSymbolFound
AGAP011707,RhoGEF4
AGAP011708,unc-119
AGAP011710,NoSymbolFound
AGAP011713,Pop4
AGAP011715,fbl
AGAP011716,mRpL53
AGAP011717,AGO1
AGAP011720,CG30419
AGAP011721,CG15435
AGAP011722,fus
AGAP011723,CG8207
AGAP011727,Syx13
AGAP011728,CG43980
AGAP011729,CG11158
AGAP011730,Arl1
AGAP011732,Hip14
AGAP011733,CG5532
AGAP011736,wat
AGAP011737,sona
AGAP011740,BORCS7
AGAP011742,eco
AGAP011743,CG14183
AGAP011744,TrpRS-m
AGAP011745,Best1
AGAP011746,ADD1
AGAP011749,SP1173
AGAP011750,CG13397
AGAP011751,SH3PX1
AGAP011752,NoSymbolFound
AGAP011753,CG13373
AGAP011754,ATP7
AGAP011756,PrBP
AGAP011757,PQBP1
AGAP011761,Rpb10
AGAP011762,stv
AGAP011764,CG9646
AGAP011765,fat-spondin
AGAP011766,bbc
AGAP011767,Fnta
AGAP011768,drk
AGAP011769,Fancd2
AGAP011770,arr
AGAP011772,Incenp
AGAP011773,CG12520
AGAP011776,Ack
AGAP011777,sta
AGAP011780,CG40160
AGAP011783,CG5390
AGAP011796,Ent3
AGAP011797,Wbp2
AGAP011798,CG5009
AGAP011799,APC10
AGAP011800,Taldo
AGAP011801,CG9951
AGAP011802,RpL39
AGAP011803,CG4882
AGAP011804,eIF2D
AGAP011805,Odc1
AGAP011810,CG11200
AGAP011811,CG8888
AGAP011812,CG5326
AGAP011814,CG13192
AGAP011815,Sobp
AGAP011816,CG34229
AGAP011817,CG13016
AGAP011818,CG14646
AGAP011819,S2P
AGAP011820,CG13018
AGAP011821,CysRS-m
AGAP011822,CG8858
AGAP011823,HERC2
AGAP011824,Prx2540-2
AGAP011825,CG34242
AGAP011826,CG9065
AGAP011827,Mtpbeta
AGAP011828,Cp1
AGAP011829,ND-B15
AGAP011830,Inos
AGAP011831,CG10341
AGAP011832,CG12384
AGAP011833,Echs1
AGAP011834,CG16935
AGAP011835,Smyd4-4
AGAP011836,OSCP1
AGAP011837,CG2021
AGAP011838,Mlf
AGAP011839,Bmcp
AGAP011840,Pka-C3
AGAP011842,Spase25
AGAP011844,CG8281
AGAP011847,brwl
AGAP011848,CG33110
AGAP011849,Lis-1
AGAP011850,CG8441
AGAP011851,clu
AGAP011858,CG8204
AGAP011859,CG15117
AGAP011870,Mmp2
AGAP011872,Uba1
AGAP011874,Klp54D
AGAP011875,MESR4
AGAP011876,CG9890
AGAP011878,CG13599
AGAP011879,CG10584
AGAP011880,CG8833
AGAP011881,Su(z)12
AGAP011883,CG9205
AGAP011884,CG4806
AGAP011885,Tsen34
AGAP011886,mRpS2
AGAP011887,Nup37
AGAP011888,Ranbp21
AGAP011889,CG7544
AGAP011890,MAPk-Ak2
AGAP011892,CG3295
AGAP011893,CG6701
AGAP011895,Urod
AGAP011896,NoSymbolFound
AGAP011897,clos
AGAP011898,CG30338
AGAP011900,CG17807
AGAP011902,rib
AGAP011905,CG14015
AGAP011906,Mtr3
AGAP011907,Sf3b5
AGAP011908,CG30371
AGAP011911,CG11044
AGAP011924,Task6
AGAP011925,bmm
AGAP011927,byn
AGAP011930,CG8272
AGAP011931,mRpS31
AGAP011932,mib1
AGAP011933,CG11399
AGAP011935,CG14082
AGAP011936,serp
AGAP011937,verm
AGAP011938,LamC
AGAP011940,CG3376
AGAP011943,Ir60a
AGAP011944,Als2
AGAP011946,mRpL15
AGAP011947,atk
AGAP011948,CG5955
AGAP011954,prom
AGAP028021,CG43711
AGAP011959,ktub
AGAP011960,CG3021
AGAP011961,Cdc45
AGAP011962,CG42542
AGAP011964,CG7739
AGAP011965,NoSymbolFound
AGAP011966,lds
AGAP011967,CG16789
AGAP011968,Ir76b
AGAP011969,CG14185
AGAP028030,CG14186
AGAP011973,CG5380
AGAP011974,Sr-CII
AGAP011975,CG16979
AGAP028130,CG32204
AGAP011983,Naxd
AGAP011985,twi
AGAP011987,CG10257
AGAP011988,aPKC
AGAP028211,CG42496
AGAP011994,Ppcdc
AGAP028099,Asx
AGAP011996,CG11857
AGAP011997,CG17904
AGAP012001,vnd
AGAP012002,CG13449
AGAP012003,CG3709
AGAP012004,Gle1
AGAP012005,CG9330
AGAP012006,MYPT-75D
AGAP012008,CG10939
AGAP028012,RpI1
AGAP012009,Mi-2
AGAP012010,Pfrx
AGAP012013,Chro
AGAP012014,Arf79F
AGAP012018,M6
AGAP012023,chif
AGAP012026,Gprk1
AGAP028108,Npc2a
AGAP028194,Coa7
AGAP028148,CG8043
AGAP028133,rngo
AGAP012028,Atox1
AGAP012029,Poc1
AGAP012030,mRpL21
AGAP012031,CG10710
AGAP012038,Gclm
AGAP012041,Ssb-c31a
AGAP012042,CG8372
AGAP012043,CG34199
AGAP012044,Dpit47
AGAP012045,mahe
AGAP012046,ZnT49B
AGAP012047,CG8646
AGAP012048,kdn
AGAP012050,Rcd-1
AGAP012053,Treh
AGAP012054,sm
AGAP012056,tsr
AGAP012057,Rtf1
AGAP012058,CG7222
AGAP012059,wrapper
AGAP012061,Eaf
AGAP012064,par-1
AGAP012068,CalpA
AGAP012070,Alk
AGAP012072,NoSymbolFound
AGAP012073,hng3
AGAP012076,mav
AGAP012077,Arp10
AGAP012079,mira
AGAP012080,Trs31
AGAP012082,mRF1
AGAP012084,CG13773
AGAP012085,Spred
AGAP012087,bin3
AGAP012088,CG8243
AGAP012089,NiPp1
AGAP012090,gek
AGAP012093,CG18155
AGAP012096,NoSymbolFound
AGAP012097,CG1907
AGAP012099,Ipk2
AGAP012100,RpS26
AGAP012103,NoSymbolFound
AGAP012104,CG6345
AGAP012105,Taf8
AGAP012106,ATPsynbeta
AGAP012108,Rala
AGAP012109,NELF-B
AGAP012113,Uch
AGAP012114,CG9839
AGAP012115,SPoCk
AGAP012116,l(3)04053
AGAP012118,Fgop2
AGAP012119,not
AGAP012120,Asciz
AGAP012121,RIOK1
AGAP012122,CG7339
AGAP012123,CG32085
AGAP012124,arx
AGAP012125,Pop1
AGAP012126,CG18815
AGAP012127,CG11658
AGAP012129,mtTFB1
AGAP012134,mahj
AGAP012135,Rpn8
AGAP012136,mRpS25
AGAP012137,CG14414
AGAP012138,RpL21
AGAP012139,Usp12-46
AGAP012140,eIF3b
AGAP012141,CG42672
AGAP012142,Prp31
AGAP012143,mTerf3
AGAP012144,CG7011
AGAP012145,CG6878
AGAP012146,NoSymbolFound
AGAP012156,ABCA
AGAP012160,rod
AGAP012161,CG10738
AGAP012163,CG42637
AGAP012165,CG33966
AGAP012167,Pgi
AGAP012168,RhoGDI
AGAP012174,CG9601
AGAP012175,Synj
AGAP012177,ave
AGAP012178,CG10151
AGAP012179,Cbp53E
AGAP012180,CG12929
AGAP012181,CG8740
AGAP012183,stmA
AGAP012184,Fkbp12
AGAP012185,cora
AGAP012186,CG44243
AGAP012188,UQCR-14
AGAP012189,CG15111
AGAP012190,CG10737
AGAP012191,CG14757
AGAP012192,Mlh1
AGAP012194,mrj
AGAP012195,CG30100
AGAP012199,His2B:CG33868
AGAP012203,S1P
AGAP012204,NHP2
AGAP012207,CG14182
AGAP012208,CG31915
AGAP012216,CG8112
AGAP012218,CG4797
AGAP012219,MED1
AGAP012223,Eip75B
AGAP012227,CG17294
AGAP012228,CG4278
AGAP012229,mof
AGAP012231,CG11099
AGAP012235,Pfdn6
AGAP012236,upSET
AGAP012237,Mkp3
AGAP012240,Abp1
AGAP012241,nan
AGAP012244,sff
AGAP012246,Atg14
AGAP012247,aay
AGAP012248,Usp5
AGAP012249,CG1703
AGAP012251,Picot
AGAP012252,Pkc53E
AGAP012255,gprs
AGAP012258,nes
AGAP012259,CG17233
AGAP012261,Gale
AGAP012268,AstC-R2
AGAP012271,CG10171
AGAP012272,Bet1
AGAP012273,Sap130
AGAP012275,CG14221
AGAP012279,ppk26
AGAP012280,CG6024
AGAP012281,eIF3m
AGAP012282,NoSymbolFound
AGAP012283,CysRS
AGAP012284,RpL18A
AGAP012287,Adck1
AGAP012288,Vang
AGAP012289,Dcr-2
AGAP012292,Cyp9f2
AGAP012297,mus301
AGAP012299,CycD
AGAP012301,CG1827
AGAP012304,Mp20
AGAP012305,Mlp84B
AGAP012306,CG8435
AGAP012307,CG17739
AGAP012309,mIF3
AGAP012317,CG4781
AGAP012325,Obp56d
AGAP012326,Toll-7
AGAP012330,CG14450
AGAP012331,Obp59a
AGAP012333,CG13344
AGAP012334,HmgZ
AGAP012335,Ssrp
AGAP012336,CG8027
AGAP012339,Tom20
AGAP012340,qin
AGAP012341,Ocho
AGAP012342,E(spl)mbeta-HLH
AGAP012343,nrm
AGAP012344,CG2121
AGAP012345,pdm3
AGAP012352,Npc2g
AGAP012354,Syn1
AGAP012358,CG5589
AGAP012361,MrgBP
AGAP012362,Nup75
AGAP012365,CG44836
AGAP012366,Ube3a
AGAP012367,CG6758
AGAP012368,Gcn2
AGAP012369,fand
AGAP012372,LRP1
AGAP012373,Rae1
AGAP012374,ND-B12
AGAP012375,bora
AGAP012376,Cypl
AGAP012378,sNPF-R
AGAP012379,NitFhit
AGAP012380,SmD3
AGAP012381,Cln7
AGAP012383,CG7458
AGAP012385,Tollo
AGAP012387,Toll-6
AGAP012389,pan
AGAP012390,CG12355
AGAP012392,CG7841
AGAP012393,gdl
AGAP012394,MsrA
AGAP012397,Rpb8
AGAP012398,CSN7
AGAP012399,Mal-A5
AGAP012400,Mal-A8
AGAP012403,Spt20
AGAP012404,CG11241
AGAP012405,Amnionless
AGAP012406,CG11367
AGAP012407,NoSymbolFound
AGAP012408,CG3808
AGAP012409,GNBP3
AGAP012410,CG11247
AGAP012412,GlcT
AGAP012413,CycA
AGAP012414,Pgant6
AGAP012415,CG32262
AGAP012416,CG33051
AGAP012417,Sec3
AGAP012418,CG7630
AGAP012422,Wnk
AGAP012424,NoSymbolFound
AGAP012425,CG5096
AGAP012427,SPR
AGAP007731,Wdr81
AGAP007732,CG9254
AGAP007734,CG43338
AGAP007736,MESR3
AGAP007738,CG13272
AGAP007739,ebi
AGAP007740,RpLP1
AGAP007741,CG13690
AGAP007742,Ufl1
AGAP007743,kar
AGAP007749,TBC1D23
AGAP007751,Pino
AGAP007752,CG15406
AGAP028064,CG4950
AGAP007760,CG6972
AGAP007761,Hasp
AGAP007762,CG14331
AGAP007763,CG10132
AGAP007765,CG5149
AGAP007766,JMJD7
AGAP007767,CG30325
AGAP007768,cype
AGAP007769,Fign
AGAP007771,Ncoa6
AGAP007772,Uvrag
AGAP007773,CG34179
AGAP007774,B4
AGAP007775,Pif1
AGAP007776,Snoo
AGAP007777,CG5080
AGAP007778,mtRNApol
AGAP007779,SmydA-3
AGAP007780,ND-PDSW
AGAP007781,Thor
AGAP007783,gcm2
AGAP007784,Mtpalpha
AGAP007785,Theg
AGAP007786,Idh3b
AGAP007787,CG1360
AGAP007788,LUBEL
AGAP007789,CG17378
AGAP007791,nrv2
AGAP007792,nolo
AGAP007796,Nep3
AGAP007798,Wee1
AGAP007801,vri
AGAP007802,gw
AGAP007805,Stlk
AGAP007806,Mlc-c
AGAP007807,CG9003
AGAP028215,CG9945
AGAP007810,RpII215
AGAP007811,CG16812
AGAP007812,Pex11
AGAP007813,l(2)35Be
AGAP007809,grsm
AGAP007815,Klp31E
AGAP007817,Grip71
AGAP007818,Irk3
AGAP007819,CG15160
AGAP007822,cato
AGAP007823,Marf1
AGAP007824,amos
AGAP007825,CG10333
AGAP007826,glu
AGAP013722,CG13404
AGAP007827,Eno
AGAP007831,Rcd6
AGAP007832,PICK1
AGAP007833,FAM21
AGAP007834,gammaTub23C
AGAP007835,CG16972
AGAP007836,SLC5A11
AGAP007839,CG5708
AGAP007841,ATPsyndelta
AGAP007843,mdy
AGAP007844,AspRS-m
AGAP007845,EndoG
AGAP013759,CG31935
AGAP007846,haf
AGAP007847,Dyrk2
AGAP007849,wb
AGAP007851,CG14277
AGAP007852,mAcon1
AGAP013775,Tfb5
AGAP007853,CG31917
AGAP007854,CG42750
AGAP007855,aurB
AGAP007857,CG4213
AGAP007860,CG7231
AGAP007862,CG14341
AGAP007861,CG8292
AGAP007863,CG4629
AGAP007864,cpb
AGAP007865,Dlg5
AGAP007866,spz4
AGAP007868,L2HGDH
AGAP007869,PGAP2
AGAP007870,CG9934
AGAP007871,Tom40
AGAP007872,Mob3
AGAP007873,Tor
AGAP007874,ncm
AGAP007875,Nufip
AGAP013741,MED11
AGAP007877,RtGEF
AGAP007878,CG16798
AGAP007882,CG8549
AGAP007884,Dpy-30L2
AGAP007885,EMC3
AGAP007886,CG17124
AGAP007887,CG6495
AGAP007888,Bsg25D
AGAP007890,CG15084
AGAP007891,MetRS
AGAP007889,mmy
AGAP007892,Sin3A
AGAP007893,l(3)87Df
AGAP007894,mRRF2
AGAP007895,pkaap
AGAP007896,wls
AGAP007897,heix
AGAP013719,eys
AGAP007899,CG9967
AGAP007901,Rab5
AGAP007902,Strip
AGAP007903,Eaat2
AGAP007904,S-Lap5
AGAP007905,NoSymbolFound
AGAP007906,CG31704
AGAP007911,Tbc1d15-17
AGAP007912,dbe
AGAP007913,Nedd8
AGAP007914,Tango6
AGAP007916,CG42296
AGAP007917,CG7806
AGAP007918,ry
AGAP007919,NoSymbolFound
AGAP007920,Ugt36D1
AGAP007921,ScpX
AGAP013764,CG10600
AGAP007922,CG17996
AGAP007923,CG42399
AGAP007924,ft
AGAP007925,CG34408
AGAP007926,CG3702
AGAP007927,RpL40
AGAP007928,tutl
AGAP007929,CG11342
AGAP007932,beat-IIIc
AGAP007934,CG17660
AGAP007935,dac
AGAP007936,CG42231
AGAP007937,mRpL4
AGAP007938,cact
AGAP007939,GlyP
AGAP007940,Rtnl1
AGAP007941,lace
AGAP007942,Syt1
AGAP007945,ppk13
AGAP013738,CG33510
AGAP007948,NoSymbolFound
AGAP007949,CG34136
AGAP007950,CG9257
AGAP007951,Ir68a
AGAP007952,Ubc2
AGAP007953,CG8915
AGAP007954,CG12099
AGAP007955,CG13108
AGAP007956,CG44002
AGAP007957,CG2201
AGAP007958,CG9527
AGAP007960,tweek
AGAP007962,por
AGAP007963,Scp1
AGAP007964,CG15930
AGAP007965,tej
AGAP007966,ATPsyngamma
AGAP007967,Sps1
AGAP007968,CG11377
AGAP007969,CG12567
AGAP007970,Atg18b
AGAP007973,sob
AGAP007974,drm
AGAP007975,NoSymbolFound
AGAP007977,Faf2
AGAP028023,CG15387
AGAP013725,HemK1
AGAP007978,egg
AGAP013732,G6P
AGAP007980,CG8736
AGAP007981,CG17121
AGAP007983,Lnpk
AGAP007984,mio
AGAP007985,al
AGAP007987,dpp
AGAP007988,CG9886
AGAP007989,NoSymbolFound
AGAP007991,CG34447
AGAP028135,CG18641
AGAP007992,VGlut
AGAP007996,Madm
AGAP007998,Miro
AGAP007999,Nup154
AGAP013773,CG42557
AGAP008000,Sptr
AGAP013733,CG42558
AGAP013742,RpS27A
AGAP008001,Ip259
AGAP008002,CycK
AGAP008003,Rbcn-3B
AGAP008006,Jasper
AGAP008007,Cul1
AGAP013747,DCTN5-p25
AGAP008009,dnt
AGAP008014,CG17549
AGAP008016,CG17544
AGAP008017,tou
AGAP008018,Cyp12b2
AGAP008020,Cyp12a4
AGAP008023,en
AGAP008025,inv
AGAP008026,E(Pc)
AGAP008027,slmo
AGAP008028,Ca-beta
AGAP008033,Ttc19
AGAP013760,CG2685
AGAP008034,Catsup
AGAP008035,neb
AGAP008036,fok
AGAP008039,CG12069
AGAP008041,CG15814
AGAP008042,Pyroxd1
AGAP008043,mRpS18B
AGAP008044,AIF
AGAP008045,Taf13
AGAP013736,nesd
AGAP008046,Synd
AGAP008047,IntS1
AGAP008048,CG5850
AGAP008050,Phax
AGAP008053,nSMase
AGAP008054,EbpIII
AGAP008059,Phk-3
AGAP008060,Idgf6
AGAP008062,CG30172
AGAP008063,Csl4
AGAP008064,Uros1
AGAP013757,NoSymbolFound
AGAP008072,Nox
AGAP008073,CG12848
AGAP008074,PIG-U
AGAP008075,CNBP
AGAP008077,NoSymbolFound
AGAP008078,CG31855
AGAP008082,7B2
AGAP008084,Trf
AGAP008085,CG6230
AGAP008086,CG8728
AGAP008087,drosha
AGAP008088,rnh1
AGAP008089,CG14764
AGAP008090,Nup205
AGAP008091,scaf
AGAP008092,NoSymbolFound
AGAP008093,fj
AGAP008094,pen-2
AGAP008095,CG4329
AGAP008097,CG17712
AGAP008098,Tmem131
AGAP008099,Ufc1
AGAP008100,spir
AGAP008105,Cul3
AGAP008106,Trs23
AGAP008107,tank
AGAP008108,CG31111
AGAP008109,CG9822
AGAP008110,CG7810
AGAP008111,Mettl14
AGAP008112,mtsh
AGAP008113,CG7781
AGAP013746,CG14275
AGAP008115,CG14274
AGAP008117,CG13492
AGAP008118,grp
AGAP008122,LSm7
AGAP008123,ChLD3
