OFAS018188,ppk23
OFAS015496,Mal-B1
OFAS013630,Sgf29
OFAS013636,spas
OFAS013634,SWIP
OFAS013580,Pitslre
OFAS011413,Nrx-1
OFAS011166,CG12560
OFAS011163,HDAC4
OFAS013581,ND-42
OFAS018172,NO66
OFAS018177,inaD
OFAS018410,CG3857
OFAS010783,spn-E
OFAS006379,CG32032
OFAS002388,Cbl
OFAS007474,CG15082
OFAS007473,CG4239
OFAS007472,CapaR
OFAS002381,Shmt
OFAS002382,Trf2
OFAS002383,Tango6
OFAS004928,rt
OFAS004929,CG9967
OFAS013584,nrv3
OFAS004926,CycB3
OFAS004927,CG9304
OFAS007710,CG17652
OFAS007713,NoSymbolFound
OFAS007714,Ntmt
OFAS007715,RpL35
OFAS007719,CG14411
OFAS017642,NoSymbolFound
OFAS017641,Rbpn-5
OFAS017647,CG32344
OFAS017646,beta-PheRS
OFAS017644,CstF50
OFAS013745,knk
OFAS016990,fkh
OFAS017870,ND-23
OFAS017303,Cyp301a1
OFAS012925,IleRS
OFAS012924,CG1344
OFAS012926,RpL5
OFAS012923,Sply
OFAS012929,CG11590
OFAS012928,CG1463
OFAS017875,Gbeta76C
OFAS003389,Prosalpha4
OFAS003383,CG42354
OFAS003382,ctrip
OFAS008171,CG32369
OFAS008170,CG10184
OFAS010973,unc80
OFAS017255,CrzR
OFAS008177,CG5262
OFAS010978,NoSymbolFound
OFAS010979,Gas8
OFAS017551,nonA
OFAS006403,CG17260
OFAS006401,Sec63
OFAS006400,Ist1
OFAS003167,CG5104
OFAS003165,Cad87A
OFAS006409,Xpd
OFAS003168,Pdrg1
OFAS000126,Lpt
OFAS000122,fzr
OFAS000123,CG5380
OFAS000120,l(1)10Bb
OFAS000121,RpL3
OFAS019469,CG33679
OFAS008715,Pburs
OFAS008714,SmydA-8
OFAS008713,brn
OFAS008719,Burs
OFAS008718,CG8149
OFAS014699,egr
OFAS014690,snsl
OFAS018993,CG11961
OFAS018997,htk
OFAS013407,SrpRalpha
OFAS013406,Usf
OFAS013409,Pgk
OFAS013408,Pex19
OFAS002418,mRpL48
OFAS002419,Rpn9
OFAS009440,Lrt
OFAS009447,CG5815
OFAS002416,CG30344
OFAS002417,alc
OFAS015672,Asator
OFAS009006,CG14331
OFAS002724,Gle1
OFAS004713,CG6218
OFAS004712,CG34115
OFAS004714,E5
OFAS004718,NoSymbolFound
OFAS019165,Syp
OFAS011319,UbcE2H
OFAS011313,CG42502
OFAS011317,bchs
OFAS011314,Gpat4
OFAS018696,RYa
OFAS018691,RpS16
OFAS017418,EMC8-9
OFAS018692,CG7530
OFAS010376,CG14407
OFAS010377,nxf2
OFAS010375,east
OFAS018698,CG9395
OFAS010370,CG14439
OFAS003056,CG13667
OFAS012468,CG5800
OFAS012461,bur
OFAS012465,Smg6
OFAS012466,Fnta
OFAS010192,Cyt-b5-r
OFAS010197,CG34140
OFAS010194,if
OFAS010198,Mkp
OFAS010199,Ssl1
OFAS008927,PDZ-GEF
OFAS008923,chk
OFAS008920,Esp
OFAS016569,CG10362
OFAS013048,LSm1
OFAS000734,FMRFaR
OFAS006658,ktub
OFAS006659,ND-13B
OFAS006655,fid
OFAS000731,Ugalt
OFAS014500,mIF3
OFAS014506,twr
OFAS003131,CG7154
OFAS003169,ball
OFAS018341,NoSymbolFound
OFAS015116,cysu
OFAS003135,Con
OFAS016567,CG15322
OFAS013046,RhoGAP54D
OFAS011965,Hydr1
OFAS011966,Nmdmc
OFAS011967,Usp16-45
OFAS014441,Regnase-1
OFAS011962,CG5412
OFAS014443,CG9246
OFAS011968,NoSymbolFound
OFAS011969,CG14414
OFAS003598,stmA
OFAS003593,Cad99C
OFAS003596,alpha-Man-Ia
OFAS006932,Fer1HCH
OFAS014997,CG31008
OFAS014994,CG9098
OFAS014995,NoSymbolFound
OFAS014993,CG43333
OFAS017480,Tango4
OFAS000718,Sin3A
OFAS000714,stan
OFAS000710,CG31121
OFAS008546,miple1
OFAS002978,CG30427
OFAS008548,CG6664
OFAS002974,CG7638
OFAS002970,CG15343
OFAS009631,CG34214
OFAS002626,CG7460
OFAS009632,CG13295
OFAS003628,CG8300
OFAS009634,CG33170
OFAS009141,CG43920
OFAS009636,CG10492
OFAS009639,CG14507
OFAS003626,Prosalpha5
OFAS003627,Arp10
OFAS003620,Diap2
OFAS003621,AANATL7
OFAS002629,ytr
OFAS003623,GlcAT-I
OFAS004482,mtgo
OFAS004484,Spase25
OFAS007293,Nop56
OFAS007295,Pym
OFAS007294,CG13248
OFAS012261,Fs(2)Ket
OFAS007299,CG4603
OFAS012125,CG5886
OFAS012124,Hers
OFAS012127,NC2beta
OFAS012121,CG9839
OFAS012120,NoSymbolFound
OFAS012122,Nhe2
OFAS005286,Rpn7
OFAS005287,cg
OFAS005280,l(1)sc
OFAS015913,ND-24
OFAS005282,kek3
OFAS001442,Nf-YC
OFAS001443,CG34348
OFAS001440,VGAT
OFAS015912,CG16790
OFAS001998,Miga
OFAS001999,uzip
OFAS001996,CG4666
OFAS001997,CG8545
OFAS015916,Pisd
OFAS012697,CG1622
OFAS012696,mRpS6
OFAS012695,RpS23
OFAS003977,CG14154
OFAS012693,Rrp46
OFAS003972,Ldh
OFAS003973,CG10874
OFAS003979,CG4293
OFAS012699,CG34109
OFAS005757,mthl5
OFAS012243,CG10189
OFAS005750,Kdm4B
OFAS012244,mxt
OFAS000596,CG3703
OFAS001666,Ns1
OFAS001195,CG30349
OFAS001196,Srp9
OFAS001665,Prp38
OFAS001190,Rab18
OFAS001663,CG4797
OFAS001192,CG9281
OFAS001193,Bap60
OFAS001198,mus201
OFAS001199,Su(H)
OFAS011760,CG6674
OFAS011761,obe
OFAS005639,CG15432
OFAS011764,CG12470
OFAS005634,Arl6
OFAS005631,Rpn3
OFAS005630,CG3530
OFAS015472,CG1632
OFAS015470,gwl
OFAS015479,CG18004
OFAS016928,CG9328
OFAS011104,Rab10
OFAS011105,Nmda1
OFAS011102,p130CAS
OFAS011103,tilB
OFAS011101,CG2211
OFAS017735,Rpn12
OFAS010006,CG31145
OFAS011533,CG17221
OFAS018517,CG13708
OFAS011531,CG8202
OFAS017516,Efr
OFAS007459,Caf1-55
OFAS007458,CG30389
OFAS007901,NoSymbolFound
OFAS007454,CG8677
OFAS007904,RhoGAP92B
OFAS007451,G9a
OFAS004908,GXIVsPLA2
OFAS004907,Grx1t
OFAS004902,Rpt2
OFAS004903,CG7504
OFAS017626,DNApol-zeta
OFAS009990,sotv
OFAS009993,CG13282
OFAS009998,CG6431
OFAS007885,CG13458
OFAS007887,Cubn
OFAS012907,ssh
OFAS012900,NoSymbolFound
OFAS003361,NoSymbolFound
OFAS003360,FeCH
OFAS003363,robo1
OFAS003364,CG3709
OFAS003369,Gem3
OFAS017410,TpnC41C
OFAS008159,Cralbp
OFAS008158,CG8314
OFAS013458,Kr-h1
OFAS008151,lin-28
OFAS008150,Blimp-1
OFAS008157,CG10055
OFAS008156,CG8320
OFAS008154,CG15186
OFAS008484,unc-104
OFAS008487,CG11791
OFAS008481,CG2701
OFAS008483,Sod2
OFAS008489,RpII140
OFAS008488,Hcf
OFAS013058,Dhfr
OFAS013052,Irbp18
OFAS013053,robl
OFAS013050,CG1358
OFAS013051,RpS20
OFAS016576,CG31559
OFAS016574,Atg2
OFAS013055,CG7849
OFAS006464,nan
OFAS006467,sqh
OFAS003101,Prosbeta6
OFAS006463,CG1582
OFAS006469,SdhD
OFAS006468,mRpL9
OFAS008739,CG13566
OFAS008738,Megf8
OFAS001859,Ehbp1
OFAS001855,Fib
OFAS001853,Oseg1
OFAS009289,CG7720
OFAS013429,CG15888
OFAS009280,RpIIIC160
OFAS009281,Prp18
OFAS009283,loqs
OFAS013427,CG5080
OFAS016106,NoSymbolFound
OFAS009286,ms(3)76Ba
OFAS013424,Usp12-46
OFAS004343,CG9706
OFAS004340,Liprin-gamma
OFAS004344,CSN7
OFAS004345,hoe1
OFAS000108,CG14838
OFAS000452,neur
OFAS000453,CG1172
OFAS000450,otu
OFAS000103,CG1532
OFAS000456,stv
OFAS000454,Hip14
OFAS000455,eRF3
OFAS001279,mtDNA-helicase
OFAS001278,Dscam2
OFAS001271,unc-5
OFAS000444,RpS18
OFAS006887,Sp1
OFAS006884,CG6693
OFAS006883,CG32549
OFAS006882,HemK2
OFAS006881,inc
OFAS006880,Dic1
OFAS006888,CG1354
OFAS004738,Hsp70Aa
OFAS004733,Mes4
OFAS004732,CG10395
OFAS004735,CG6903
OFAS011374,Akh
OFAS011377,CG33093
OFAS011376,CG31344
OFAS011371,LanB1
OFAS010422,Tk
OFAS010423,Cdk8
OFAS010420,Gld
OFAS010424,NoSymbolFound
OFAS010357,lili
OFAS010358,CG11788
OFAS010359,PGAP3
OFAS010428,Cdc45
OFAS016815,CysRS
OFAS016814,Kr
OFAS016816,CG17931
OFAS006263,Desat1
OFAS012483,CG13893
OFAS012480,Nup93-2
OFAS006266,tacc
OFAS006265,na
OFAS006264,CG15531
OFAS006269,Uba4
OFAS006268,Galt
OFAS011591,CSN8
OFAS008901,CG15145
OFAS008902,rswl
OFAS008903,mRpS16
OFAS011594,CG14273
OFAS015282,mus312
OFAS008267,Calx
OFAS005306,Nurf-38
OFAS001649,ppk3
OFAS013990,Sep1
OFAS013997,snu
OFAS006675,RpA-70
OFAS013995,CG31957
OFAS013999,Amun
OFAS013998,Ucp4A
OFAS014522,CG10903
OFAS014521,CG7694
OFAS014525,CG33671
OFAS014529,CG31278
OFAS015132,Klp64D
OFAS018411,Cog7
OFAS015130,CG4908
OFAS018416,TrpRS
OFAS018414,CG7135
OFAS015139,Nak
OFAS013199,Gr64f
OFAS013195,dati
OFAS014429,CG12877
OFAS011907,sif
OFAS002199,Hira
OFAS002197,CG13561
OFAS004131,Madm
OFAS004133,CG1812
OFAS004137,g
OFAS004136,mAcon1
OFAS004139,DopEcR
OFAS016468,Spn85F
OFAS000737,Rab39
OFAS007100,hdc
OFAS007102,CG33767
OFAS000733,CG8728
OFAS006579,Blos2
OFAS007107,CG5397
OFAS007109,CG12267
OFAS000739,pix
OFAS002991,Xpac
OFAS002990,CG4069
OFAS002993,CG6073
OFAS002992,l(2)k09913
OFAS002995,Wee1
OFAS002994,CG9636
OFAS002996,Mipp1
OFAS002998,NoSymbolFound
OFAS003055,Sap47
OFAS016467,TfIIFbeta
OFAS006573,Osi3
OFAS012248,LUBEL
OFAS006571,Osi2
OFAS012240,Tob
OFAS012241,Dyrk2
OFAS000590,CG6723
OFAS000597,Apc
OFAS012245,CG4572
OFAS012246,CG1360
OFAS012247,Ppt2
OFAS017198,CG18269
OFAS017191,Pfdn4
OFAS017190,Helz
OFAS012102,Clamp
OFAS012101,Uch
OFAS005617,CG15706
OFAS017994,RIC-3
OFAS017992,CG4789
OFAS017991,CCKLR-17D1
OFAS001465,CG6495
OFAS001466,PGAP2
OFAS011295,MED18
OFAS001461,Mdh1
OFAS001462,Arl2
OFAS001463,NoSymbolFound
OFAS009611,Try29F
OFAS003919,NoSymbolFound
OFAS003910,Blm
OFAS005779,Art3
OFAS005775,COX5B
OFAS005777,CG32354
OFAS015738,Nna1
OFAS016092,ND-MNLL
OFAS001643,drosha
OFAS001646,SPR
OFAS011298,mdlc
OFAS011744,Atf3
OFAS011294,Pcl
OFAS011747,gig
OFAS011290,mim
OFAS003072,Cpr62Bc
OFAS005619,to
OFAS005618,ND-13A
OFAS015457,CG6426
OFAS015452,CG30460
OFAS015453,DNApol-epsilon58
OFAS013676,NFAT
OFAS013674,atk
OFAS013672,CG13643
OFAS013673,CG13926
OFAS013671,pen-2
OFAS013679,CG6621
OFAS011128,Pten
OFAS011120,Tctp
OFAS011122,CG44000
OFAS002209,AGO3
OFAS002200,Lst8
OFAS004698,Coq6
OFAS004699,Arp6
OFAS017233,mRpL2
OFAS007921,Usp14
OFAS007920,Nup160
OFAS007925,jbug
OFAS005825,RhoGAP100F
OFAS002344,eg
OFAS002341,Nmdar2
OFAS002348,Su(z)12
OFAS002349,CG10584
OFAS004966,CG31126
OFAS004967,CG14034
OFAS004964,CG9393
OFAS004965,Vps33B
OFAS004968,CG4822
OFAS018061,gish
OFAS018065,Prosalpha7
OFAS010658,ox
OFAS010432,plum
OFAS017607,CG42534
OFAS010653,blp
OFAS010652,Fbxl7
OFAS010654,CG4596
OFAS010657,Arp1
OFAS010437,Scgalpha
OFAS017420,CG1523
OFAS017429,CG11444
OFAS017428,ATPsynF
OFAS003348,CG6230
OFAS003342,Ppi1
OFAS006195,UQCR-C2
OFAS006194,CG10077
OFAS006197,cyp33
OFAS006196,CSN1b
OFAS006192,CG1640
OFAS006198,Fitm
OFAS008139,Root
OFAS008135,CG3542
OFAS008136,CG13607
OFAS012581,Haspin
OFAS013078,CG13581
OFAS003125,scny
OFAS016550,Muc11A
OFAS006442,Src64B
OFAS003121,NoSymbolFound
OFAS003120,Thor
OFAS005185,nolo
OFAS005183,CG43277
OFAS005189,CG8818
OFAS015924,Usp10
OFAS015920,teq
OFAS012497,CG8675
OFAS000699,Pyroxd1
OFAS002656,GlnRS
OFAS009263,ecd
OFAS009260,Psa
OFAS009264,kmr
OFAS016165,NoSymbolFound
OFAS009268,Rpt5
OFAS009269,Pde8
OFAS016161,Gclc
OFAS013440,ovo
OFAS016163,side-VI
OFAS004013,U3-55K
OFAS002659,Gprk1
OFAS004368,MCPH1
OFAS004369,CG11537
OFAS004366,Prm
OFAS004362,CG7215
OFAS004363,CG14650
OFAS007318,CG4281
OFAS007314,CG7841
OFAS007316,CG2865
OFAS007317,mRpL14
OFAS007310,mAChR-C
OFAS007312,Nhe1
OFAS000473,anne
OFAS001253,Ada2a
OFAS001252,MTF-1
OFAS001250,RhoGAP71E
OFAS001256,mip130
OFAS001254,Nup50
OFAS001259,NoSymbolFound
OFAS001258,TTLL1B
OFAS015988,CG11836
OFAS009405,mRpL17
OFAS009402,Got2
OFAS009403,Tep3
OFAS009401,ApepP
OFAS015982,Tbp
OFAS017388,Sos
OFAS010869,CG12851
OFAS010863,CG3246
OFAS010860,ND-15
OFAS010861,CG30049
OFAS010866,CG6340
OFAS010867,Xpc
OFAS010864,nAChRbeta1
OFAS017385,CG11112
OFAS015984,DENR
OFAS012711,Pngl
OFAS012714,CG34001
OFAS019128,CG17124
OFAS012718,Taf13
OFAS011354,Arfrp1
OFAS011351,RpL34b
OFAS011350,tkv
OFAS011359,pck
OFAS011358,MBD-R2
OFAS000607,kl-2
OFAS016831,RpS4
OFAS016837,pnr
OFAS016836,CG7637
OFAS016835,CG9062
OFAS010403,gw
OFAS016839,CG13937
OFAS000973,ubl
OFAS000972,Torsin
OFAS000975,Hsc70-3
OFAS000506,CG7222
OFAS000974,Uck
OFAS006205,c12.2
OFAS006207,CG2924
OFAS019387,CG12795
OFAS019380,glob1
OFAS006203,Smg5
OFAS019383,CG31922
OFAS006209,Dbx
OFAS003556,eEF2
OFAS003557,NoSymbolFound
OFAS005403,Fgop2
OFAS014091,IntS1
OFAS014097,CG18870
OFAS005407,CG13653
OFAS014095,qua
OFAS014094,dgt1
OFAS018653,Rpb4
OFAS018652,siz
OFAS018654,CG34297
OFAS003874,CG3407
OFAS016763,CG42797
OFAS006803,Drep1
OFAS016760,MTA1-like
OFAS016764,CG10428
OFAS014545,ab
OFAS018388,hkb
OFAS014541,kz
OFAS018382,CG3097
OFAS014549,CG15117
OFAS014548,CG9240
OFAS018385,PH4alphaEFB
OFAS018384,PPO2
OFAS015154,CG2493
OFAS015158,Cht6
OFAS016498,CG11737
OFAS016495,CG6428
OFAS008912,SP555
OFAS011920,CG34417
OFAS011921,pkaap
OFAS014402,CG12084
OFAS014403,CG3880
OFAS014404,CG4676
OFAS014406,PKD
OFAS011927,CG4622
OFAS014409,CG6420
OFAS008365,CG15760
OFAS009359,shop
OFAS004119,Ras85D
OFAS004118,l(1)G0469
OFAS004111,ZnT35C
OFAS004116,Crag
OFAS004115,CG8311
OFAS007129,trsn
OFAS007128,sea
OFAS007121,eIF4B
OFAS007127,ry
OFAS007125,Mapmodulin
OFAS017013,CG15628
OFAS015825,Ca-alpha1D
OFAS007383,CG33080
OFAS017171,metro
OFAS017170,CG7497
OFAS012841,CG13579
OFAS017175,Pcd
OFAS017177,hfw
OFAS007386,Lac
OFAS007385,CG40228
OFAS008674,ATP7
OFAS008675,CG8924
OFAS001406,CG13024
OFAS001407,nudC
OFAS017905,mtm
OFAS003669,sbr
OFAS009679,wde
OFAS017906,rig
OFAS002772,mldr
OFAS009675,CG12991
OFAS003661,Cog4
OFAS009676,Naa40
OFAS003664,CG32104
OFAS003665,TM9SF2
OFAS009673,CycJ
OFAS003667,CG14232
OFAS000319,CG2150
OFAS000318,Chsy
OFAS003934,CG1513
OFAS003935,ey
OFAS000310,CG1941
OFAS000313,l(2)01289
OFAS000316,Hrb27C
OFAS005792,vih
OFAS019185,ksr
OFAS005794,Pepck1
OFAS005798,mtt
OFAS015716,CG7099
OFAS013384,vito
OFAS013380,Hel89B
OFAS013388,Ufm1
OFAS013389,Tsp5D
OFAS011728,Sra-1
OFAS011729,tsl
OFAS011724,CG4557
OFAS011723,NoSymbolFound
OFAS011720,CG10222
OFAS011721,CG17691
OFAS015438,RpII33
OFAS015437,Ipk1
OFAS015434,CG2145
OFAS015435,Pi3K21B
OFAS015432,CG14184
OFAS009099,dnr1
OFAS009091,CG9577
OFAS009092,CG11474
OFAS009096,park
OFAS006251,pr
OFAS014397,ko
OFAS014398,tinc
OFAS015799,Cog6
OFAS015385,Rab32
OFAS002223,JMJD5
OFAS018394,AlkB
OFAS002221,NANS
OFAS002227,CG5808
OFAS002226,Clic
OFAS002228,CG12343
OFAS005895,su(w[a])
OFAS005894,CG7889
OFAS005890,Jheh1
OFAS005893,phm
OFAS005898,MICAL-like
OFAS007495,ple
OFAS007494,CG12316
OFAS007943,Taf1
OFAS010098,sli
OFAS002325,blw
OFAS010093,Ctr9
OFAS010092,RpL12
OFAS002320,Nep3
OFAS016638,CG15601
OFAS004940,CG42308
OFAS004941,Dbp45A
OFAS004942,B4
OFAS004945,CG9932
OFAS019248,NoSymbolFound
OFAS012523,cic
OFAS012524,Elp1
OFAS018049,Nipped-A
OFAS016229,Mef2
OFAS018042,csw
OFAS010673,Prp3
OFAS010672,IntS11
OFAS010671,CG43394
OFAS016225,CG7328
OFAS016223,simj
OFAS017310,pod1
OFAS017313,La
OFAS017312,Cyp4g15
OFAS017314,slmo
OFAS003324,kappaB-Ras
OFAS003326,Pfdn2
OFAS003323,mael
OFAS008441,boca
OFAS008443,nes
OFAS008442,Ugt36D1
OFAS008113,CG12857
OFAS008112,ND-B14
OFAS008447,Tim17b
OFAS002814,Taf8
OFAS008448,Ak3
OFAS002816,NoSymbolFound
OFAS002812,Dlic
OFAS008118,CG10343
OFAS003497,Npl4
OFAS013017,rst
OFAS013014,Lar
OFAS003494,CG6972
OFAS003492,Atg18a
OFAS003491,CG4615
OFAS016531,NoSymbolFound
OFAS003498,CG5071
OFAS014296,CG7275
OFAS015949,Prx5
OFAS015946,CG5439
OFAS015947,Ccdc85
OFAS015945,CG33331
OFAS015942,Myd88
OFAS015940,rgn
OFAS000672,CG9921
OFAS000673,CG11563
OFAS000671,barr
OFAS000675,CG42323
OFAS000678,CG32547
OFAS009245,wts
OFAS013465,CG7839
OFAS009795,Aldh-III
OFAS009240,NoSymbolFound
OFAS009241,CG8441
OFAS009242,CG17249
OFAS009791,NoSymbolFound
OFAS016149,Rbp
OFAS004304,Prosap
OFAS004305,HGTX
OFAS004302,Ten-a
OFAS007377,NoSymbolFound
OFAS000414,PR-Set7
OFAS000415,dila
OFAS000412,Traf4
OFAS007370,IntS3
OFAS007371,RpL24-like
OFAS000418,CG13449
OFAS000410,Dgp-1
OFAS009429,CG11771
OFAS001237,NoSymbolFound
OFAS001232,net
OFAS009423,Iris
OFAS001238,EndoG
OFAS009426,CG8485
OFAS009427,PICK1
OFAS000411,Psf2
OFAS017812,mtg
OFAS017810,CG11617
OFAS017811,CG32846
OFAS010848,Sk2
OFAS017817,CG42361
OFAS010845,CG7218
OFAS010846,CG8032
OFAS010840,Liprin-beta
OFAS009546,CG32302
OFAS005684,CG14778
OFAS004775,Fpgs
OFAS004773,CG13344
OFAS004772,olf186-M
OFAS005022,Pdh
OFAS012738,CG9254
OFAS016851,Spn88Ea
OFAS016850,NoSymbolFound
OFAS016859,mas
OFAS006950,Cpr51A
OFAS006225,ste24a
OFAS006952,CG32280
OFAS006955,mbc
OFAS006220,Hcs
OFAS018554,scf
OFAS005424,msl-2
OFAS005425,fwd
OFAS005420,FBXO11
OFAS005422,spen
OFAS018672,MAPk-Ak2
OFAS005428,Esyt2
OFAS018676,CG33308
OFAS010468,Oatp26F
OFAS010466,MRP
OFAS010460,CG13124
OFAS016709,CG8004
OFAS016707,RpL23
OFAS016701,mus101
OFAS016703,Atac2
OFAS014562,muskelin
OFAS007579,jing
OFAS018459,asun
OFAS015178,CG17065
OFAS018454,E23
OFAS007571,CR11023
OFAS009692,l(3)72Ab
OFAS006445,mgl
OFAS019581,RpL7A
OFAS013072,milt
OFAS010288,Mccc2
OFAS010283,FipoQ
OFAS010287,CG34401
OFAS004179,enc
OFAS004177,E(Pc)
OFAS004172,zormin
OFAS007149,Nbr
OFAS007148,parvin
OFAS007145,CG11307
OFAS007147,nSMase
OFAS007146,cv
OFAS007142,Fhos
OFAS017036,Dredd
OFAS017037,CG8405
OFAS017030,CG17572
OFAS017031,spri
OFAS017032,Nlg3
OFAS019406,wdb
OFAS016430,CG17264
OFAS012284,CysRS-m
OFAS012285,CG33284
OFAS017158,CG11414
OFAS012280,CG10623
OFAS012288,primo-2
OFAS017154,Ac76E
OFAS019329,b6
OFAS018105,Sema1a
OFAS006760,Rgk1
OFAS006766,Trf4-1
OFAS006765,mfas
OFAS018107,Reck
OFAS000081,pbl
OFAS000083,tweek
OFAS000082,wfs1
OFAS000085,Mondo
OFAS000084,Prip
OFAS008302,Syx18
OFAS008301,NoSymbolFound
OFAS005227,Nrg
OFAS005225,sha
OFAS008654,psq
OFAS008308,pch2
OFAS008309,CG1407
OFAS003543,Pbp49
OFAS008653,crc
OFAS001421,ex
OFAS001422,mtd
OFAS001936,CG33120
OFAS001937,mol
OFAS001934,Wnk
OFAS001427,CG10132
OFAS001429,Fatp3
OFAS015889,GABPI
OFAS015888,Atg5
OFAS003683,CG1578
OFAS003680,CG18661
OFAS003681,e(y)3
OFAS003685,CoRest
OFAS003688,insc
OFAS009659,CG18635
OFAS000333,Fmr1
OFAS000330,shn
OFAS000336,HDAC6
OFAS000334,CG34133
OFAS000339,CG3793
OFAS000338,vtd
OFAS015774,mRpL20
OFAS001686,Rpp25
OFAS001687,Mob4
OFAS001680,Nup44A
OFAS001681,SdhB
OFAS015773,KdelR
OFAS016280,Aldh7A1
OFAS016281,CG6216
OFAS001688,Cdc5
OFAS001689,CG3430
OFAS016287,Caper
OFAS014822,Tektin-C
OFAS014824,CG16989
OFAS014825,CG13319
OFAS011252,Actbeta
OFAS011256,Cap-G
OFAS011257,CG10053
OFAS011708,CG7634
OFAS011259,Ctr1A
OFAS015415,CG42700
OFAS015416,CG13018
OFAS015417,Pgam5
OFAS002793,Pkcdelta
OFAS002790,CG8500
OFAS002796,CG14930
OFAS002794,ND-49
OFAS002799,stg1
OFAS002798,Toll-7
OFAS010013,Dhc64C
OFAS002245,CG3756
OFAS002243,NoSymbolFound
OFAS011546,csul
OFAS019081,CG14186
OFAS011542,AcCoAS
OFAS007963,Usp7
OFAS007961,OtopLc
OFAS002300,Zip71B
OFAS010073,CG4364
OFAS010075,CG31650
OFAS010074,Aladin
OFAS002308,Vkor
OFAS016913,CG8407
OFAS012502,CG31221
OFAS012501,alphaSnap
OFAS012500,Cog2
OFAS019269,Mfe2
OFAS018024,RFeSP
OFAS007899,CG15923
OFAS010616,Hpr1
OFAS010612,Nmt
OFAS015254,EDTP
OFAS008888,CG6236
OFAS008881,CG11449
OFAS006150,ND-19
OFAS006155,Sld5
OFAS006157,NoSymbolFound
OFAS006159,CG31431
OFAS006158,trbd
OFAS016518,LpR2
OFAS003309,CG5189
OFAS003308,Hs3st-B
OFAS002872,SAK
OFAS002870,Rint1
OFAS002871,CG16890
OFAS002878,CG3222
OFAS013038,Mi-2
OFAS006483,Bem46
OFAS013031,CG42542
OFAS013033,CG15309
OFAS013034,Nep1
OFAS016515,a
OFAS006485,CG16782
OFAS016166,CG1461
OFAS011887,Mitofilin
OFAS011884,BOD1
OFAS011880,CG10011
OFAS015961,Csp
OFAS015966,Prosbeta7
OFAS014611,RpI1
OFAS014610,CG5027
OFAS004095,Tudor-SN
OFAS004092,Larp4B
OFAS004090,CG13773
OFAS004091,Nulp1
OFAS004098,CG6678
OFAS004099,Dip-B
OFAS000654,Patsas
OFAS000655,Pgant7
OFAS007684,mRpS17
OFAS007682,CG6766
OFAS007683,IFT43
OFAS007680,Pvf3
OFAS008461,CG6204
OFAS008467,fj
OFAS007689,Obp93a
OFAS009228,CG5516
OFAS009229,Cdc7
OFAS009227,msl-3
OFAS009224,RpLP2
OFAS009225,CG14671
OFAS009222,FucTA
OFAS009223,shd
OFAS004328,Nrt
OFAS004324,ReepA
OFAS004326,ths
OFAS007359,CG18428
OFAS012345,CG31460
OFAS000436,e(y)1
OFAS012346,CG11035
OFAS008799,CG43324
OFAS008793,CG5866
OFAS002493,snRNP-U1-70K
OFAS002497,PAN2
OFAS016465,CG2182
OFAS010826,CG13920
OFAS010827,Agpat3
OFAS010825,gdl
OFAS010821,grsm
OFAS006482,Edem2
OFAS017839,CG6707
OFAS010828,Mtap
OFAS012753,fz2
OFAS012750,CG17593
OFAS012751,CG10747
OFAS005057,NoSymbolFound
OFAS001741,Sfxn2
OFAS001742,Ranbp16
OFAS001213,jp
OFAS001744,HPS1
OFAS006973,sta
OFAS006972,Ssk
OFAS006971,AdSL
OFAS006970,WASp
OFAS006977,egl
OFAS006976,eIF2alpha
OFAS006975,Hydr2
OFAS006974,CG30036
OFAS006979,Alg3
OFAS006978,CG31998
OFAS015187,Nup205
OFAS011499,pho
OFAS005330,Coa8
OFAS005446,inaE
OFAS011063,Dhc93AB
OFAS011062,RpLP0
OFAS005443,Fas3
OFAS008527,Zasp67
OFAS005336,Patr-1
OFAS018614,ct
OFAS018617,tzn
OFAS018616,CG32202
OFAS018612,JMJD4
OFAS016879,CG1827
OFAS010449,CG14903
OFAS016872,AANAT1
OFAS016724,CG8199
OFAS013935,UbcE2M
OFAS016722,ChAT
OFAS013936,Fkbp14
OFAS013938,RpL32
OFAS014584,l(3)72Dp
OFAS014587,zip
OFAS007516,ix
OFAS007517,Sdic1
OFAS007514,pcx
OFAS015192,PAN3
OFAS015195,Amyrel
OFAS015194,dpa
OFAS015197,Mvb12
OFAS008533,CG11970
OFAS015705,ssp3
OFAS018106,hid
OFAS017585,NoSymbolFound
OFAS017586,Spt-I
OFAS017583,Rgk2
OFAS004157,CG2540
OFAS004156,tos
OFAS004151,Ugt35B1
OFAS004159,puc
OFAS007164,UK114
OFAS016476,CG8745
OFAS017056,CG9581
OFAS017054,Paics
OFAS017055,Prat
OFAS017053,CG42516
OFAS017386,Ctl2
OFAS017058,NoSymbolFound
OFAS006133,Ufd1-like
OFAS016479,pic
OFAS017138,MICU1
OFAS017135,botv
OFAS017130,CG9143
OFAS017133,DNAlig4
OFAS003513,Spn
OFAS003516,dsb
OFAS006745,Kyat
OFAS006746,CG18335
OFAS006741,Lim3
OFAS005205,Nup358
OFAS005207,Alg9
OFAS005200,ari-1
OFAS008321,MED20
OFAS005208,CAHbeta
OFAS005209,CG16903
OFAS008638,CG12909
OFAS001915,TH1
OFAS001913,Pex14
OFAS001918,ppk13
OFAS000357,CG14516
OFAS016415,htt
