GeneName_TC	GeneName_OGid	Ortholog_id_symb	Dmel_paralogs	Dmel_paralogs_ids	Dmel_paralogs_Symbols	listOfParalogsIfAny	ifParalogHasOrtholog_id_symb	Dmel_Pparalogs	Dmel_Pparalogs_ids	Dmel_Pparalogs_Symbols
AGAP004949	7165:001124	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP004950	7165:001125	7227:0034c3__FBgn0264001/bru3	NoParalogs	-	-	-	-	-	-	-
AGAP004951	7165:001126	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP004952	7165:001127	7227:001d7a__FBgn0036827/CG6843	NoParalogs	-	-	-	-	-	-	-
AGAP004953	7165:001128	7227:000956__FBgn0027057/CSN1b	NoParalogs	-	-	-	-	-	-	-
AGAP004954	7165:001129	7227:000678__FBgn0016715/Reg-2	NoParalogs	-	-	-	-	-	-	-
AGAP004955	7165:00112a	7227:000b3f__FBgn0029514/312	NoParalogs	-	-	-	-	-	-	-
AGAP004956	7165:00112b	7227:00064d__FBgn0015929/dpa	NoParalogs	-	-	-	-	-	-	-
AGAP004957	7165:00112c	7227:00075f__FBgn0022772/NoSymb	NoParalogs	-	-	-	-	-	-	-
AGAP004958	7165:00112d	7227:00142b__FBgn0033187/PIG-G	NoParalogs	-	-	-	-	-	-	-
AGAP004959	7165:00112e	7227:000564__FBgn0013983/imd	NoParalogs	-	-	-	-	-	-	-
AGAP004960	7165:00112f	7227:003200__FBgn0261394/Prosalpha3	NoParalogs	-	-	-	-	-	-	-
AGAP004961	7165:001130	7227:002f8a__FBgn0086408/stl	NoParalogs	-	-	-	-	-	-	-
AGAP004962	7165:001131	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP004963	7165:001132	7227:000082__FBgn0000405/CycB	NoParalogs	-	-	-	-	-	-	-
AGAP004964	7165:001133	NO ortholog	-	-	-	['7165:001133', '7165:002dde']	NULL	-	-	-
AGAP004965	7165:001134	7227:001819__FBgn0034726/Mes4	NoParalogs	-	-	-	-	-	-	-
AGAP028425	-	-	-	-	-	-	-	-	-	-
AGAP004968	7165:001137	7227:0018bd__FBgn0034978/CG3257	NoParalogs	-	-	-	-	-	-	-
AGAP004969	7165:001138	7227:001d7c__FBgn0036829/Ir75d	NoParalogs	-	-	-	-	-	-	-
AGAP004970	7165:001139	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP004971	7165:00113a	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP004972	7165:00113b	7227:0001e4__FBgn0003023/otu	NoParalogs	-	-	-	-	-	-	-
AGAP004973	7165:00113c	NO ortholog	-	-	-	['7165:00113b', '7165:00113c']	7165:00113b--7227:0001e4__FBgn0003023/otu	NoParalogsParalogs	-	-
AGAP004974	7165:00113d	7227:00274c__FBgn0041621/Or82a	NoParalogs	-	-	-	-	-	-	-
AGAP004975	7165:00113e	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP004976	7165:00113f	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP004977	7165:001140	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP004978	7165:001141	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP004979	7165:001142	NO ortholog	-	-	-	['7165:001143', '7165:001142', '7165:002e74']	-	-	-	-
AGAP004980	7165:001143	NO ortholog	-	-	-	['7165:001143', '7165:001142', '7165:002e74']	NULL	-	-	-
AGAP004981	7165:001144	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP004982	7165:001145	7227:0018ee__FBgn0035047/Pof	NoParalogs	-	-	-	-	-	-	-
AGAP004983	7165:001146	7227:0031f8__FBgn0261373/CG33228	NoParalogs	-	-	-	-	-	-	-
AGAP004984	7165:001147	7227:00201e__FBgn0037809/CG12818	NoParalogs	-	-	-	-	-	-	-
AGAP004985	7165:001148	7227:0007ab__FBgn0023519/mRpL16	NoParalogs	-	-	-	-	-	-	-
AGAP004986	7165:001149	7227:001d37__FBgn0036745/CG7484	NoParalogs	-	-	-	-	-	-	-
AGAP004987	7165:00114a	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP004988	7165:00114b	7227:001b85__FBgn0036106/CG6409	NoParalogs	-	-	-	-	-	-	-
AGAP004989	7165:00114c	7227:000003__FBgn0000017/Abl	NoParalogs	-	-	-	-	-	-	-
AGAP004990	7165:00114d	7227:003386__FBgn0262732/mbf1	NoParalogs	-	-	-	-	-	-	-
AGAP004991	7165:00114e	7227:00016c__FBgn0002284/Prosbeta6	NoParalogs	-	-	-	-	-	-	-
AGAP004992	7165:00114f	7227:000323__FBgn0004465/Su(P)	NoParalogs	-	-	-	-	-	-	-
AGAP004993	7165:001150	7227:000178__FBgn0002526/LanA	NoParalogs	-	-	-	-	-	-	-
AGAP004994	7165:001151	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP004995	7165:001152	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP004996	7165:001153	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP004997	7165:001154	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP004998	7165:001155	7227:0016a1__FBgn0034160/CG5550	NoParalogs	-	-	-	-	-	-	-
AGAP004999	7165:001156	NO ortholog	-	-	-	['7165:001156', '7165:002d63']	NULL	-	-	-
AGAP005000	7165:001157	7227:0019e8__FBgn0035453/CG10357	NoParalogs	-	-	-	-	-	-	-
AGAP005001	7165:001158	7227:002d03__FBgn0053696/CNMaR	NoParalogs	-	-	-	-	-	-	-
AGAP005002	7165:001159	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP005003	7165:00115a	7227:001c06__FBgn0036299/Tsf2	NoParalogs	-	-	-	-	-	-	-
AGAP005004	7165:00115b	7227:003214__FBgn0261477/slim	NoParalogs	-	-	-	-	-	-	-
AGAP005005	7165:00115c	7227:00287c__FBgn0050118/NoSymb	NoParalogs	-	-	-	-	-	-	-
AGAP005006	7165:00115d	7227:0017b9__FBgn0034572/CG9346	NoParalogs	-	-	-	-	-	-	-
AGAP005007	7165:00115e	7227:001c08__FBgn0036301/CG4069	NoParalogs	-	-	-	-	-	-	-
AGAP005008	7165:00115f	7227:001c09__FBgn0036302/sowah	NoParalogs	-	-	-	-	-	-	-
AGAP005009	7165:001160	7227:002201__FBgn0038516/P5cr-2	NoParalogs	-	-	-	-	-	-	-
AGAP005010	7165:001161	7227:000646__FBgn0015904/ara	NoParalogs	-	-	-	-	-	-	-
AGAP005011	7165:001162	7227:00058e__FBgn0014343/mirr	NoParalogs	-	-	-	-	-	-	-
AGAP005012	7165:001163	7227:00342b__FBgn0263199/Galk	NoParalogs	-	-	-	-	-	-	-
AGAP005013	7165:001164	NO ortholog	-	-	-	['7165:001163', '7165:001164', '7165:002d15', '7165:002d16']	7165:001163--7227:00342b__FBgn0263199/Galk	NoParalogsParalogs	-	-
AGAP005014	7165:001165	7227:000600__FBgn0015544/spag	NoParalogs	-	-	-	-	-	-	-
AGAP005015	7165:001166	7227:000648__FBgn0015907/NoSymb	NoParalogs	-	-	-	-	-	-	-
AGAP005017	7165:001167	7227:00012f__FBgn0001259/in	NoParalogs	-	-	-	-	-	-	-
AGAP005018	7165:001168	7227:001433__FBgn0033199/CG17985	NoParalogs	-	-	-	-	-	-	-
AGAP005019	7165:001169	7227:001799__FBgn0034523/Nnf1a	NoParalogs	-	-	-	-	-	-	-
AGAP005020	7165:00116a	7227:002881__FBgn0050147/Hil	NoParalogs	-	-	-	-	-	-	-
AGAP005021	7165:00116b	7227:00261f__FBgn0040273/Spt5	NoParalogs	-	-	-	-	-	-	-
AGAP005022	7165:00116c	NO ortholog	-	-	-	['7165:00116c', '7165:001171']	NULL	-	-	-
AGAP005023	7165:00116d	NO ortholog	-	-	-	['7165:000d8d', '7165:00116d', '7165:001170', '7165:00263d', '7165:002d0c', '7165:002d1c', '7165:002d26', '7165:002e3f']	7165:000d8d--7227:000563__FBgn0013981/His4r	['7227:000563', '7227:002a09', '7227:002d61', '7227:002d63', '7227:002d65', '7227:002d67', '7227:002d69', '7227:002d6b', '7227:002d6d', '7227:002d6f', '7227:002d71', '7227:002d73', '7227:002d75', '7227:002d77', '7227:002d79', '7227:002d7b', '7227:002d7d', '7227:002d7f', '7227:002d81', '7227:002d83', '7227:002d85', '7227:002d87', '7227:002d89']	['FBgn0013981', 'FBgn0051611', 'FBgn0053869', 'FBgn0053871', 'FBgn0053873', 'FBgn0053875', 'FBgn0053877', 'FBgn0053879', 'FBgn0053881', 'FBgn0053883', 'FBgn0053885', 'FBgn0053887', 'FBgn0053889', 'FBgn0053891', 'FBgn0053893', 'FBgn0053895', 'FBgn0053897', 'FBgn0053899', 'FBgn0053901', 'FBgn0053903', 'FBgn0053905', 'FBgn0053907', 'FBgn0053909']	['His4r', 'His4:CG31611', 'His4:CG33869', 'His4:CG33871', 'His4:CG33873', 'His4:CG33875', 'His4:CG33877', 'His4:CG33879', 'His4:CG33881', 'His4:CG33883', 'His4:CG33885', 'His4:CG33887', 'His4:CG33889', 'His4:CG33891', 'His4:CG33893', 'His4:CG33895', 'His4:CG33897', 'His4:CG33899', 'His4:CG33901', 'His4:CG33903', 'His4:CG33905', 'His4:CG33907', 'His4:CG33909']
AGAP005024	7165:00116e	NO ortholog	-	-	-	['7165:00063b', '7165:000d8e', '7165:00116e', '7165:00116f', '7165:002ba8', '7165:002ba9', '7165:002d0d', '7165:002d1a', '7165:002d1b', '7165:002d9a']	7165:00063b--7227:00036a__FBgn0004828/His3.3B	['7227:00036a', '7227:0005a3', '7227:002a0b', '7227:002d22', '7227:002d24', '7227:002d27', '7227:002d29', '7227:002d2c', '7227:002d2f', '7227:002d32', '7227:002d35', '7227:002d38', '7227:002d3b', '7227:002d3e', '7227:002d41', '7227:002d44', '7227:002d47', '7227:002d4a', '7227:002d4d', '7227:002d50', '7227:002d53', '7227:002d56', '7227:002d59', '7227:002d5c', '7227:002d5f']	['FBgn0004828', 'FBgn0014857', 'FBgn0051613', 'FBgn0053803', 'FBgn0053806', 'FBgn0053809', 'FBgn0053812', 'FBgn0053815', 'FBgn0053818', 'FBgn0053821', 'FBgn0053824', 'FBgn0053827', 'FBgn0053830', 'FBgn0053833', 'FBgn0053836', 'FBgn0053839', 'FBgn0053842', 'FBgn0053845', 'FBgn0053848', 'FBgn0053851', 'FBgn0053854', 'FBgn0053857', 'FBgn0053860', 'FBgn0053863', 'FBgn0053866']	['His3.3B', 'His3.3A', 'His3:CG31613', 'His3:CG33803', 'His3:CG33806', 'His3:CG33809', 'His3:CG33812', 'His3:CG33815', 'His3:CG33818', 'His3:CG33821', 'His3:CG33824', 'His3:CG33827', 'His3:CG33830', 'His3:CG33833', 'His3:CG33836', 'His3:CG33839', 'His3:CG33842', 'His3:CG33845', 'His3:CG33848', 'His3:CG33851', 'His3:CG33854', 'His3:CG33857', 'His3:CG33860', 'His3:CG33863', 'His3:CG33866']
AGAP005025	7165:00116f	NO ortholog	-	-	-	['7165:00063b', '7165:000d8e', '7165:00116e', '7165:00116f', '7165:002ba8', '7165:002ba9', '7165:002d0d', '7165:002d1a', '7165:002d1b', '7165:002d9a']	7165:00063b--7227:00036a__FBgn0004828/His3.3B	['7227:00036a', '7227:0005a3', '7227:002a0b', '7227:002d22', '7227:002d24', '7227:002d27', '7227:002d29', '7227:002d2c', '7227:002d2f', '7227:002d32', '7227:002d35', '7227:002d38', '7227:002d3b', '7227:002d3e', '7227:002d41', '7227:002d44', '7227:002d47', '7227:002d4a', '7227:002d4d', '7227:002d50', '7227:002d53', '7227:002d56', '7227:002d59', '7227:002d5c', '7227:002d5f']	['FBgn0004828', 'FBgn0014857', 'FBgn0051613', 'FBgn0053803', 'FBgn0053806', 'FBgn0053809', 'FBgn0053812', 'FBgn0053815', 'FBgn0053818', 'FBgn0053821', 'FBgn0053824', 'FBgn0053827', 'FBgn0053830', 'FBgn0053833', 'FBgn0053836', 'FBgn0053839', 'FBgn0053842', 'FBgn0053845', 'FBgn0053848', 'FBgn0053851', 'FBgn0053854', 'FBgn0053857', 'FBgn0053860', 'FBgn0053863', 'FBgn0053866']	['His3.3B', 'His3.3A', 'His3:CG31613', 'His3:CG33803', 'His3:CG33806', 'His3:CG33809', 'His3:CG33812', 'His3:CG33815', 'His3:CG33818', 'His3:CG33821', 'His3:CG33824', 'His3:CG33827', 'His3:CG33830', 'His3:CG33833', 'His3:CG33836', 'His3:CG33839', 'His3:CG33842', 'His3:CG33845', 'His3:CG33848', 'His3:CG33851', 'His3:CG33854', 'His3:CG33857', 'His3:CG33860', 'His3:CG33863', 'His3:CG33866']
AGAP005026	7165:001170	NO ortholog	-	-	-	['7165:000d8d', '7165:00116d', '7165:001170', '7165:00263d', '7165:002d0c', '7165:002d1c', '7165:002d26', '7165:002e3f']	7165:000d8d--7227:000563__FBgn0013981/His4r	['7227:000563', '7227:002a09', '7227:002d61', '7227:002d63', '7227:002d65', '7227:002d67', '7227:002d69', '7227:002d6b', '7227:002d6d', '7227:002d6f', '7227:002d71', '7227:002d73', '7227:002d75', '7227:002d77', '7227:002d79', '7227:002d7b', '7227:002d7d', '7227:002d7f', '7227:002d81', '7227:002d83', '7227:002d85', '7227:002d87', '7227:002d89']	['FBgn0013981', 'FBgn0051611', 'FBgn0053869', 'FBgn0053871', 'FBgn0053873', 'FBgn0053875', 'FBgn0053877', 'FBgn0053879', 'FBgn0053881', 'FBgn0053883', 'FBgn0053885', 'FBgn0053887', 'FBgn0053889', 'FBgn0053891', 'FBgn0053893', 'FBgn0053895', 'FBgn0053897', 'FBgn0053899', 'FBgn0053901', 'FBgn0053903', 'FBgn0053905', 'FBgn0053907', 'FBgn0053909']	['His4r', 'His4:CG31611', 'His4:CG33869', 'His4:CG33871', 'His4:CG33873', 'His4:CG33875', 'His4:CG33877', 'His4:CG33879', 'His4:CG33881', 'His4:CG33883', 'His4:CG33885', 'His4:CG33887', 'His4:CG33889', 'His4:CG33891', 'His4:CG33893', 'His4:CG33895', 'His4:CG33897', 'His4:CG33899', 'His4:CG33901', 'His4:CG33903', 'His4:CG33905', 'His4:CG33907', 'His4:CG33909']
AGAP005027	7165:001171	NO ortholog	-	-	-	['7165:00116c', '7165:001171']	-	-	-	-
AGAP005028	7165:001172	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP005029	7165:001173	7227:001876__FBgn0034876/wmd	NoParalogs	-	-	-	-	-	-	-
AGAP005030	7165:001174	7227:00045d__FBgn0010575/NoSymb	NoParalogs	-	-	-	-	-	-	-
AGAP005031	7165:001175	7227:000286__FBgn0003612/Su(var)2-10	NoParalogs	-	-	-	-	-	-	-
AGAP005032	7165:001176	7227:00061d__FBgn0015622/Cnx99A	NoParalogs	-	-	-	-	-	-	-
AGAP005033	7165:001177	7227:001820__FBgn0034734/CG4554	NoParalogs	-	-	-	-	-	-	-
AGAP005034	7165:001178	7227:0028c7__FBgn0050361/mtt	NoParalogs	-	-	-	-	-	-	-
AGAP005035	7165:001179	7227:002f9d__FBgn0086613/Ino80	NoParalogs	-	-	-	-	-	-	-
AGAP005036	7165:00117a	7227:0007ac__FBgn0023520/CG3857	NoParalogs	-	-	-	-	-	-	-
AGAP005037	7165:00117b	7227:0007b7__FBgn0023531/CG32809	NoParalogs	-	-	-	-	-	-	-
AGAP005038	7165:00117c	7227:00080f__FBgn0024897/b6	NoParalogs	-	-	-	-	-	-	-
AGAP005039	7165:00117d	7227:00307e__FBgn0259699/CG42353	NoParalogs	-	-	-	-	-	-	-
AGAP005040	7165:00117e	7227:000824__FBgn0024985/Rilpl	NoParalogs	-	-	-	-	-	-	-
AGAP005041	7165:00117f	7227:002718__FBgn0041156/exex	NoParalogs	-	-	-	-	-	-	-
AGAP005042	7165:001180	7227:0007c8__FBgn0024187/syd	NoParalogs	-	-	-	-	-	-	-
AGAP005043	7165:001181	7227:003498__FBgn0263780/CG17684	NoParalogs	-	-	-	-	-	-	-
AGAP005044	7165:001182	7227:000822__FBgn0024983/CG4293	NoParalogs	-	-	-	-	-	-	-
AGAP005045	7165:001183	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP005046	7165:001184	7227:0005d8__FBgn0015288/RpL22	NoParalogs	-	-	-	-	-	-	-
AGAP005047	7165:001185	7227:00126b__FBgn0032416/Gr33a	NoParalogs	-	-	-	-	-	-	-
AGAP028210	7165:0031f5	7227:003419__FBgn0263109/CG43366	NoParalogs	-	-	-	-	-	-	-
AGAP005048	7165:001186	7227:0001b4__FBgn0002791/mr	NoParalogs	-	-	-	-	-	-	-
AGAP005049	7165:001187	7227:001148__FBgn0031979/CCDC53	NoParalogs	-	-	-	-	-	-	-
AGAP005050	7165:001188	7227:001c51__FBgn0036405/CG6833	NoParalogs	-	-	-	-	-	-	-
AGAP005051	7165:001189	7227:00279b__FBgn0043002/Chrac-14	NoParalogs	-	-	-	-	-	-	-
AGAP005052	7165:00118a	7227:0001f7__FBgn0003082/phr	NoParalogs	-	-	-	-	-	-	-
AGAP005053	7165:00118b	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP005054	7165:00118c	7227:0018f7__FBgn0035065/CG3589	NoParalogs	-	-	-	-	-	-	-
AGAP005055	7165:00118d	7227:0018db__FBgn0035023/ITP	NoParalogs	-	-	-	-	-	-	-
AGAP005056	7165:00118e	7227:003540__FBgn0264816/koko	NoParalogs	-	-	-	-	-	-	-
AGAP005057	7165:00118f	7227:0028b3__FBgn0050296/RIC-3	NoParalogs	-	-	-	-	-	-	-
AGAP028440	-	-	-	-	-	-	-	-	-	-
AGAP005058	7165:001190	7227:0006c5__FBgn0020248/stet	NoParalogs	-	-	-	-	-	-	-
AGAP005059	7165:001191	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP005060	7165:001192	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP005061	7165:001193	7227:00043b__FBgn0010408/RpS9	NoParalogs	-	-	-	-	-	-	-
AGAP005062	7165:001194	7227:001af8__FBgn0035872/Cpsf6	NoParalogs	-	-	-	-	-	-	-
AGAP005063	7165:001195	7227:0032f8__FBgn0262114/RanBPM	NoParalogs	-	-	-	-	-	-	-
AGAP005064	7165:001196	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP005065	7165:001197	7227:000f23__FBgn0031141/CG1304	NoParalogs	-	-	-	-	-	-	-
AGAP028441	-	-	-	-	-	-	-	-	-	-
AGAP005066	7165:001198	7227:000c6b__FBgn0030056/CAH3	NoParalogs	-	-	-	-	-	-	-
AGAP005067	7165:001199	7227:0029e2__FBgn0051467/CG31467	NoParalogs	-	-	-	-	-	-	-
AGAP005068	7165:00119a	7227:0026b7__FBgn0040726/dpr1	NoParalogs	-	-	-	-	-	-	-
AGAP005069	7165:00119b	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP028442	-	-	-	-	-	-	-	-	-	-
AGAP005070	7165:00119c	7227:0018d9__FBgn0035021/CG4622	NoParalogs	-	-	-	-	-	-	-
AGAP005071	7165:00119d	7227:002747__FBgn0041585/Orai	NoParalogs	-	-	-	-	-	-	-
AGAP005072	7165:00119e	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP005073	7165:00119f	7227:0014b9__FBgn0033405/CG13954	NoParalogs	-	-	-	-	-	-	-
AGAP005074	7165:0011a0	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP005075	7165:0011a1	7227:0016ee__FBgn0034282/Mapmodulin	NoParalogs	-	-	-	-	-	-	-
AGAP005076	7165:0011a2	7227:000980__FBgn0027356/Amph	NoParalogs	-	-	-	-	-	-	-
AGAP005077	7165:0011a3	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP005079	7165:0011a4	7227:00031d__FBgn0004435/Galphaq	NoParalogs	-	-	-	-	-	-	-
AGAP005080	7165:0011a5	7227:00291c__FBgn0050499/Rpe	NoParalogs	-	-	-	-	-	-	-
AGAP005081	7165:0011a6	7227:0002de__FBgn0004132/boca	NoParalogs	-	-	-	-	-	-	-
AGAP005082	7165:0011a7	7227:001430__FBgn0033194/Vps13	NoParalogs	-	-	-	-	-	-	-
AGAP005088	7165:0011a8	7227:00291b__FBgn0050497/NoSymb	NoParalogs	-	-	-	-	-	-	-
AGAP005091	7165:0011a9	7227:00277b__FBgn0042135/Gdap2	NoParalogs	-	-	-	-	-	-	-
AGAP005092	7165:0011aa	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP005093	7165:0011ab	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP005094	7165:0011ac	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP005095	7165:0011ad	NO ortholog	-	-	-	['7165:00292e', '7165:0011ad', '7165:00292c']	-	-	-	-
AGAP005096	7165:0011ae	7227:000701__FBgn0020617/Rx	NoParalogs	-	-	-	-	-	-	-
AGAP005098	7165:0011af	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP005099	7165:0011b0	7227:0005fd__FBgn0015524/otp	NoParalogs	-	-	-	-	-	-	-
AGAP005100	7165:0011b1	7227:001d34__FBgn0036740/Vps60	NoParalogs	-	-	-	-	-	-	-
AGAP005101	7165:0011b2	7227:00193c__FBgn0035168/cep290	NoParalogs	-	-	-	-	-	-	-
AGAP005102	7165:0011b3	7227:00347f__FBgn0263697/Uba3	NoParalogs	-	-	-	-	-	-	-
AGAP005103	7165:0011b4	7227:000e4e__FBgn0030828/CG5162	NoParalogs	-	-	-	-	-	-	-
AGAP005104	7165:0011b5	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP005105	7165:0011b6	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP005106	7165:0011b7	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP028443	-	-	-	-	-	-	-	-	-	-
AGAP005107	7165:0011b8	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP028444	-	-	-	-	-	-	-	-	-	-
AGAP005108	7165:0011b9	7227:001a5e__FBgn0035630/CG10576	NoParalogs	-	-	-	-	-	-	-
AGAP005109	7165:0011ba	7227:001d29__FBgn0036726/QIL1	NoParalogs	-	-	-	-	-	-	-
AGAP005110	7165:0011bb	7227:00337e__FBgn0262716/Arp3	NoParalogs	-	-	-	-	-	-	-
AGAP005111	7165:0011bc	7227:00318d__FBgn0260941/app	NoParalogs	-	-	-	-	-	-	-
AGAP013744	7165:0030f1	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP005113	7165:0011bd	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP005114	7165:0011be	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP005115	7165:0011bf	7227:00327c__FBgn0261786/mi	NoParalogs	-	-	-	-	-	-	-
AGAP005116	7165:0011c0	7227:0028dd__FBgn0050390/Sgf29	NoParalogs	-	-	-	-	-	-	-
AGAP005117	7165:0011c1	7227:0003c2__FBgn0005648/Pabp2	NoParalogs	-	-	-	-	-	-	-
AGAP005118	7165:0011c2	7227:0018c0__FBgn0034986/mRpS17	NoParalogs	-	-	-	-	-	-	-
AGAP005119	7165:0011c3	7227:0018de__FBgn0035026/Fcp1	NoParalogs	-	-	-	-	-	-	-
AGAP005120	7165:0011c4	7227:001425__FBgn0033178/CG11127	NoParalogs	-	-	-	-	-	-	-
AGAP005121	7165:0011c5	7227:001318__FBgn0032704/Jwa	NoParalogs	-	-	-	-	-	-	-
AGAP005122	7165:0011c6	7227:001426__FBgn0033179/p47	NoParalogs	-	-	-	-	-	-	-
AGAP005123	7165:0011c7	7227:000d96__FBgn0030573/nmdyn-D6	NoParalogs	-	-	-	-	-	-	-
AGAP005124	7165:0011c8	7227:00045a__FBgn0010548/Aldh-III	NoParalogs	-	-	-	-	-	-	-
AGAP005125	7165:0011c9	7227:0030a6__FBgn0259745/wech	NoParalogs	-	-	-	-	-	-	-
AGAP005126	7165:0011ca	7227:0018f1__FBgn0035056/spz6	NoParalogs	-	-	-	-	-	-	-
AGAP005127	7165:0011cb	7227:0009b0__FBgn0027548/nito	NoParalogs	-	-	-	-	-	-	-
AGAP005128	7165:0011cc	7227:001428__FBgn0033184/mEFTu2	NoParalogs	-	-	-	-	-	-	-
AGAP005129	7165:0011cd	7227:0016c2__FBgn0034215/Mtap	NoParalogs	-	-	-	-	-	-	-
AGAP005130	7165:0011ce	7227:0003f8__FBgn0010220/Dbp45A	NoParalogs	-	-	-	-	-	-	-
AGAP005131	7165:0011cf	7227:00324b__FBgn0261596/RpS24	NoParalogs	-	-	-	-	-	-	-
AGAP005132	7165:0011d0	7227:002851__FBgn0050051/Tmem18	NoParalogs	-	-	-	-	-	-	-
AGAP005133	7165:0011d1	7227:002746__FBgn0041582/tamo	NoParalogs	-	-	-	-	-	-	-
AGAP005134	7165:0011d2	7227:000486__FBgn0011211/blw	NoParalogs	-	-	-	-	-	-	-
AGAP005135	7165:0011d3	7227:0017b8__FBgn0034570/CG10543	NoParalogs	-	-	-	-	-	-	-
AGAP005136	7165:0011d4	7227:001bf8__FBgn0036277/CG10418	NoParalogs	-	-	-	-	-	-	-
AGAP005137	7165:0011d5	7227:002ae2__FBgn0052105/Lmx1a	NoParalogs	-	-	-	-	-	-	-
AGAP005138	7165:0011d6	7227:001bf7__FBgn0036274/CG4328	NoParalogs	-	-	-	-	-	-	-
AGAP005139	7165:0011d7	7227:001bf6__FBgn0036273/INPP5E	NoParalogs	-	-	-	-	-	-	-
AGAP005141	7165:0011d8	7227:002ade__FBgn0052100/CG32100	NoParalogs	-	-	-	-	-	-	-
AGAP005142	7165:0011d9	7227:000d8c__FBgn0030556/mRNA-cap	NoParalogs	-	-	-	-	-	-	-
AGAP005143	7165:0011da	7227:002c4b__FBgn0053144/CG33144	NoParalogs	-	-	-	-	-	-	-
AGAP005144	7165:0011db	7227:0011fb__FBgn0032244/RfC3	NoParalogs	-	-	-	-	-	-	-
AGAP005145	7165:0011dc	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP005146	7165:0011dd	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP005147	7165:0011de	7227:000993__FBgn0027499/wde	NoParalogs	-	-	-	-	-	-	-
AGAP005148	7165:0011df	7227:00150d__FBgn0033547/CG12935	NoParalogs	-	-	-	-	-	-	-
AGAP005149	7165:0011e0	7227:00150e__FBgn0033548/CG7637	NoParalogs	-	-	-	-	-	-	-
AGAP005150	7165:0011e1	7227:001510__FBgn0033550/CG12341	NoParalogs	-	-	-	-	-	-	-
AGAP005152	7165:0011e2	7227:0027bf__FBgn0043842/NoSymb	NoParalogs	-	-	-	-	-	-	-
AGAP005153	7165:0011e3	7227:00171f__FBgn0034364/CG5493	NoParalogs	-	-	-	-	-	-	-
AGAP005155	7165:0011e4	7227:0000b5__FBgn0000562/egl	NoParalogs	-	-	-	-	-	-	-
AGAP005156	7165:0011e5	7227:000367__FBgn0004795/retn	NoParalogs	-	-	-	-	-	-	-
AGAP005158	7165:0011e6	7227:001fba__FBgn0037661/Ada	NoParalogs	-	-	-	-	-	-	-
AGAP005159	7165:0011e7	7227:0035b6__FBgn0265605/Ric	NoParalogs	-	-	-	-	-	-	-
AGAP005160	7165:0011e8	7227:000573__FBgn0014020/Rho1	NoParalogs	-	-	-	-	-	-	-
AGAP005161	7165:0011e9	7227:001667__FBgn0034073/CG8414	NoParalogs	-	-	-	-	-	-	-
AGAP005162	7165:0011ea	7227:001666__FBgn0034072/Dg	NoParalogs	-	-	-	-	-	-	-
AGAP005163	7165:0011eb	7227:001d87__FBgn0036842/Ugt316A1	NoParalogs	-	-	-	-	-	-	-
AGAP005164	7165:0011ec	7227:001665__FBgn0034071/CG8405	NoParalogs	-	-	-	-	-	-	-
AGAP005165	7165:0011ed	7227:001664__FBgn0034070/SP2353	NoParalogs	-	-	-	-	-	-	-
